 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.803700121	0.18448391203	0.002862870382	0.00086718914724	0.00112279592314	0.000694535756681	0.000446891792546	0.000660578729627	0.00516111026758
a	0.6077382492	0.364358667503	0.0165038343273	0.00194922524553	0.00123251731711	0.000973431623753	0.000734015757475	0.00119849219256	0.00531157602251
p	0.403457935533	0.538926275794	0.0422003866451	0.00816483020291	0.00210617476925	0.0010222246274	0.000588610198549	0.0011579934096	0.00237556197847
e	0.297780120944	0.642103418198	0.0444467101417	0.00990728320337	0.00241066399584	0.000896435972209	0.000270040699463	0.00057009173001	0.0016152238858
d	0.195922793903	0.681949154733	0.0948286946472	0.0151267796917	0.0067290095135	0.00237739740888	0.000281804510141	0.00090679060206	0.00187757048544
ì	0.119592546656	0.662348818911	0.143702297149	0.0597986593318	0.00887071709957	0.00278807463362	0.000258813152237	0.00102214841411	0.00161790631663
a	0.0652973733527	0.523184357437	0.296975025716	0.0902176398239	0.0138487213823	0.00646704043466	0.00120115853347	0.000781305271024	0.00202735182801
m	0.0330928475626	0.295562242612	0.530491865239	0.077916624248	0.0355219051474	0.0146995819216	0.00200308227716	0.00212122076582	0.00859061421944
i	0.0334163712248	0.168456180671	0.619988197746	0.102236025056	0.0465446950625	0.0141455790392	0.00267903620229	0.00274539283661	0.00978851257385
n	0.0303429354791	0.0937787652357	0.650987924582	0.129400147439	0.0570197461542	0.0136754023451	0.00332487431134	0.0125389309518	0.00893126445378
c	0.0308267675444	0.114313305237	0.567998751927	0.143965726166	0.0640363071447	0.016635721573	0.00406104541938	0.0271868023063	0.0309755509362
i	0.0804174381101	0.125511368085	0.433940331376	0.183009618255	0.101232577608	0.0155545728857	0.00466427211756	0.0225093182041	0.0331604613724
à	0.0831257585494	0.0660038579177	0.326025201459	0.280606918885	0.175604644869	0.0272486911586	0.00778912933582	0.0189704217146	0.0146253476393
e	0.0311178281938	0.0305767037159	0.188049575086	0.368722582828	0.247007165223	0.0799904332795	0.0136051287184	0.0209896981769	0.019940878735
n	0.0310584854642	0.0202841783003	0.0904307144953	0.283280087856	0.316712798808	0.18310107516	0.0178386032215	0.0314162895585	0.025877773699
i	0.034675324359	0.0200335351478	0.0488027421584	0.168692128399	0.427423934669	0.217936609253	0.0274594746705	0.0367000010222	0.0182762564711
n	0.0169597388514	0.0176413202326	0.0453429516461	0.119866944269	0.436855375556	0.277208101951	0.0383775172002	0.0324802844167	0.0152677641725
d	0.0125213732354	0.0316011049859	0.0635320647554	0.0629963486657	0.304529644745	0.307268080917	0.107380824133	0.0735078470656	0.0366627090195
ì	0.012554708689	0.0312140052664	0.0483737378365	0.0345995256619	0.220709525808	0.356795503906	0.173296995178	0.0834756128219	0.0389803736932
n	0.00867470173329	0.0163813056273	0.0240297135435	0.036951549934	0.189261299269	0.487165981302	0.135735669393	0.064663219674	0.0371365401844
n	0.0387399570791	0.0262700653715	0.0357894508797	0.0368364094667	0.163345723576	0.412610295967	0.119788459464	0.0961181000047	0.0705015355815
u	0.050949375491	0.0292016009357	0.0370506097918	0.0342472120642	0.125126552745	0.261142243522	0.277512819488	0.102804866182	0.0819647225805
t	0.0223100019133	0.0181818528146	0.0262801379633	0.0272256457214	0.093765353095	0.256114666507	0.364006635829	0.116822812327	0.0752929014382
t	0.00868869629437	0.0121341185769	0.0208404843752	0.0213167860575	0.092150159121	0.225131371542	0.36312552861	0.168502098576	0.0881107693441
e	0.00400438234072	0.00734562266103	0.0101391832465	0.0266528376096	0.080685553683	0.125930716821	0.430061863537	0.187346418725	0.127833426401
m	0.00321839670197	0.0131312904868	0.00682227550617	0.0241468270299	0.0501885614677	0.0958555046737	0.437990579446	0.189864683575	0.178781883667
a	0.00417892822972	0.0158640356807	0.00669382587739	0.0155853477433	0.0337044693026	0.0752799814912	0.391244882082	0.267628344125	0.189820180089
n	0.00539652181624	0.0208774955096	0.00802578272006	0.0144846237931	0.0211768978155	0.0551203614304	0.334334845094	0.338190590975	0.20239288003
i	0.00534280637641	0.0227345015846	0.00741779418029	0.0137224041877	0.0131534200532	0.0408923677901	0.273138365898	0.407347188325	0.216251162843
c	0.00547247385047	0.0460959310205	0.00610115728743	0.012372884581	0.0093196792484	0.0291092178034	0.205345386133	0.462097528775	0.224085753114
h	0.00528441991889	0.0557857362298	0.00497539654514	0.0128120110501	0.0071104167678	0.0158791984811	0.146534811744	0.476770859592	0.274847150371
ò	0.0034725983067	0.0233242565745	0.00290277762438	0.00965624480937	0.00598147265027	0.010312040247	0.116846990328	0.507272410531	0.320231193657
t	0.0025849796462	0.0161165939353	0.00251813411466	0.00627210814412	0.00447731597142	0.010280261309	0.0967652595493	0.553965658844	0.307019668419
t	0.00388308000893	0.0180005022498	0.00315671671612	0.00526095609797	0.00401934206527	0.00793167555367	0.0660414896498	0.609300610281	0.282405623406
o	0.00383112139854	0.0126983377209	0.00389400129341	0.0109237416283	0.00912195458189	0.00966452277836	0.0608791588766	0.48099430896	0.407992864335
</S>	0.00250485564327	0.00879974713745	0.00423071575671	0.0158005999991	0.0136857992009	0.0131700350939	0.0644136347683	0.34541333978	0.531981286567
