 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.8860627	0.097564215765	0.008176611984	0.00145414029669	0.00126222063503	0.000938682112962	8.28307045685e-05	0.000167063183486	0.000153714763759	0.00032245060164	0.000730416055691	0.000348814547142	0.00171538163123	0.00102076474081
p	0.803182235333	0.175331383922	0.012356395804	0.00169580876477	0.00134847397001	0.000960037485011	0.000106374763678	0.000265484745589	0.000236194677647	0.000335936190859	0.000726407460404	0.000373523636374	0.00186412175261	0.00121761649973
à	0.736343495778	0.237902440907	0.0165790186173	0.00207667388939	0.00168621796161	0.000995245525167	0.000140252623676	0.000237009849545	0.000201884533639	0.000272305883131	0.00133650132691	0.000203080848238	0.000891781652896	0.00113408373706
o	0.531649678299	0.378953593502	0.0718835760924	0.00542629414753	0.00222190364086	0.0013785169157	0.000298957352668	0.000148061647151	0.000197195251788	0.0011325241682	0.00286574449511	0.000365490165314	0.000934055036917	0.00254441083678
v	0.281780109553	0.520180967167	0.146972635497	0.0204858946438	0.00555910463721	0.00233022923808	0.000934377808483	0.00127790446332	0.00211523721576	0.00203672356297	0.00252021019314	0.000416337216184	0.00111331880227	0.012276939451
r	0.194339012684	0.581825263056	0.149270810966	0.0293042108879	0.00992452753327	0.00337985600675	0.00774330256037	0.00233223494466	0.00298157065035	0.00162707299893	0.00171801553293	0.000253016361023	0.00126296078351	0.0140381369975
ì	0.140707811688	0.564321469019	0.233209694789	0.0286610425653	0.0091227723916	0.00274105543977	0.00946865467179	0.00228315052981	0.00137642155801	0.000760022436092	0.00123691562228	0.000157272868483	0.00105134835327	0.00490235324679
s	0.069407065296	0.516674744673	0.349758872263	0.0285904006818	0.00825595755038	0.00243451273566	0.0045522437095	0.00370228102691	0.00119204796196	0.00181744932803	0.000566733911246	0.000148320504449	0.00176352399536	0.011135821162
k	0.0577399821453	0.400632056291	0.407926866754	0.0437139617806	0.0192571419531	0.00695008929452	0.0140742288095	0.00637355821886	0.0050370380119	0.0105153037161	0.00337119802184	0.00145386448469	0.00815725783876	0.0147974314808
o	0.0525597362344	0.25321897183	0.529635491585	0.0678035029469	0.0251534869453	0.00874639994214	0.0170554465195	0.00627741865364	0.00594434537683	0.0119945607239	0.00423974905769	0.00182436619928	0.00891858757564	0.00662793417566
n	0.0259859621801	0.209073739623	0.567012940528	0.118398392049	0.0272296239618	0.00852029128271	0.0107272064192	0.00541636642335	0.00639713372288	0.00717198677259	0.00187519215741	0.000850038611807	0.00495578296679	0.0063853430455
t	0.015079203105	0.217586750282	0.464041924843	0.183403992683	0.0477807151006	0.0144514243678	0.0150163374762	0.00617141422058	0.0110003658397	0.00687922943981	0.00556691898464	0.000805811597342	0.00559893721986	0.00661695423186
a	0.0103759478379	0.173338109941	0.424979230948	0.252586191828	0.0710520088535	0.0160910264102	0.0143508604507	0.00885863585846	0.0106306230436	0.00395668407761	0.00660306822277	0.000610894892454	0.00391022734881	0.00265646419761
n	0.0053290305625	0.0962502027141	0.408115297783	0.337081336209	0.0824001868378	0.0191229962081	0.010556622343	0.0118558148874	0.0122550825527	0.00447531262393	0.00294596861731	0.000443348339145	0.00311431067485	0.00605447545103
a	0.00391881271937	0.0611857557338	0.310316877994	0.418784356736	0.112784871879	0.0244886393074	0.010591664929	0.0245660158457	0.0151382391082	0.00495419161608	0.00190648151851	0.000419305446182	0.00283123710814	0.00811355476239
f	0.00304472243312	0.0275998478133	0.212523207198	0.507963204912	0.144202031693	0.0318089932558	0.010176354607	0.0306158196668	0.0152627530897	0.00529518984893	0.00164005894331	0.000393838566868	0.00171659057087	0.00775738765791
u	0.00793381495571	0.0149059763951	0.147513626759	0.538984536304	0.184282454631	0.0408050449719	0.0120706571237	0.0224905761437	0.015052566825	0.00542623316494	0.00143627240186	0.000394649246598	0.00135042611851	0.00735316175442
r	0.00971849441077	0.00931093138303	0.106332570393	0.532050386101	0.219103490877	0.0525756076573	0.0166307603919	0.0181570261426	0.0163980937861	0.00776854483015	0.00148399180151	0.000574283519841	0.00115833655532	0.00873748642766
n	0.00874227150212	0.012344503799	0.0666285711123	0.459650055167	0.250365499626	0.0790565416191	0.051956446404	0.0181442660249	0.02571196861	0.0116139167097	0.0028731687655	0.00128729701241	0.00167959849401	0.00994589247909
o	0.00843392743837	0.0121684031629	0.0355285766006	0.308423387589	0.359085123209	0.122271212606	0.0792116692413	0.017021478235	0.037639928434	0.00866015276457	0.0032725658229	0.00150242669047	0.00123790823947	0.00554322849836
k	0.00376904115308	0.00596354331643	0.0245351107374	0.25405189193	0.385550517736	0.160259708535	0.0698988014538	0.0208020461117	0.0447205043727	0.00984677756152	0.0045803451687	0.00189982043382	0.00302040232202	0.0111014848991
a	0.00235790185931	0.00414438385368	0.0194265378475	0.21806048691	0.375323560579	0.205107469178	0.0701107664179	0.0239923111706	0.0476618972989	0.0104376240372	0.0050530455859	0.00203668846819	0.00360062828661	0.0126867152644
k	0.00179885848892	0.00311347008143	0.0115365883556	0.16734993277	0.37814297886	0.241314300393	0.0831236416726	0.0285612488569	0.052864543861	0.0115818593457	0.00562652023363	0.00193936337131	0.00270321402194	0.0103435060062
à	0.00193911247746	0.00236883789334	0.0070705856152	0.13184773499	0.318674204953	0.287471040798	0.123577862758	0.0340074129523	0.0577513515523	0.0139593706019	0.00717135389274	0.00252577328432	0.0024223435255	0.00921303280331
n	0.00212318913037	0.00188720810878	0.00483149487373	0.10531132553	0.267464929651	0.349489799599	0.135570161719	0.0430836891174	0.0532079400028	0.012328221576	0.00658571647978	0.00300690051099	0.00564403594589	0.00946539653701
n	0.0060462258979	0.00326420112949	0.030229011236	0.115655935013	0.188729355084	0.327965900333	0.163299512653	0.0477866917658	0.0563722989309	0.023037792946	0.0114687387346	0.0052680502194	0.00853327606372	0.0123430128838
i	0.0070558707892	0.00342495872719	0.0379751331221	0.0764346475377	0.113685104428	0.295797332844	0.276409264964	0.0559533387086	0.069489683967	0.0274832318607	0.0155623063182	0.00822482195227	0.00489745168627	0.00760686296225
t	0.00283135136883	0.00166100947202	0.0134315199906	0.0402726964519	0.100729441009	0.291621955881	0.311107752321	0.0922780279162	0.0782076891823	0.0249024967049	0.0170070657107	0.00811717912436	0.00700078960642	0.0108310362321
o	0.00170492376538	0.00196441883823	0.00587849422988	0.029172610708	0.095472151383	0.280923594627	0.261943662507	0.12611203154	0.0833131404808	0.0324272530996	0.0269315707902	0.0307572853595	0.00875839126843	0.0146404727851
t	0.00127806102234	0.00196113860773	0.00326129017572	0.0154904529393	0.0672927542477	0.246790392209	0.254862285836	0.176521962017	0.0809212838936	0.0413976957265	0.0394619235501	0.042318854149	0.00991871291824	0.0185231882785
s	0.00181001018601	0.00109179173641	0.0015262012975	0.0100153396044	0.0500336976442	0.17938018807	0.330986255012	0.189111722311	0.0604090022979	0.0445972431662	0.04519987995	0.035413980663	0.0184275779395	0.031997105358
o	0.00198022205002	0.00130605815539	0.00144873312616	0.00567251914347	0.0374364579363	0.162883298757	0.332605792137	0.175765838196	0.0768057594993	0.0436879012661	0.04395105117	0.064701525273	0.0184127886014	0.0333420541848
m	0.00183770645901	0.00147123374724	0.00144814076669	0.00399955977516	0.0312329868088	0.156602218252	0.276878021379	0.21313815476	0.0900814417664	0.034289965902	0.04215335237	0.0726475079763	0.019033643345	0.0551860653148
ì	0.00175882808754	0.00102041867086	0.00092458038343	0.00310812446039	0.0254390616729	0.118303025684	0.217740316593	0.270241721318	0.104467472322	0.043863035714	0.0417252550893	0.0720701665934	0.0259765991583	0.0733613942211
k	0.00101647284561	0.00106944557249	0.000675862237077	0.00222346563013	0.018147548331	0.098560361028	0.148215638931	0.286652801799	0.145249640121	0.0541310089447	0.0468776384358	0.0662885555618	0.0420378866408	0.0888536621718
a	0.00105293553143	0.0015996693127	0.00109953398503	0.00211396023071	0.0144438118303	0.071177668976	0.113097192844	0.270097455246	0.192821577987	0.0638491423549	0.0563552341519	0.0585460060566	0.0504164538829	0.103329344817
l	0.00121384550248	0.00171165056563	0.00124671319881	0.00169957787197	0.00905660318943	0.040926737192	0.087533287628	0.288279689104	0.222097863729	0.0609493364516	0.0615715792573	0.0574672075322	0.053968671861	0.11227724146
ò	0.00120958888616	0.00135239683994	0.00091693829307	0.00126203933599	0.00590893605981	0.026848233684	0.0694021196227	0.29297592999	0.231448828843	0.0543885024505	0.0870257546858	0.0564755369774	0.0549252164537	0.115859988644
c	0.00184146421425	0.00161798277231	0.00234835226629	0.0013662317686	0.00415372506327	0.0204147578613	0.0474765361476	0.245595279873	0.258249407254	0.0617720492435	0.112857215215	0.0614884248791	0.0591262190579	0.121692357394
e	0.00243737844095	0.0020960245471	0.0035171945677	0.00285519898653	0.00531013699176	0.0196317648138	0.0420885463225	0.199278838101	0.268830436725	0.0836087611412	0.116969263992	0.0705595015797	0.0604765438526	0.122340409575
e	0.00270248728765	0.0031537331979	0.0036440248783	0.00401131449551	0.00607786778639	0.0154261164266	0.0272558902875	0.162364233747	0.236391178508	0.12806678138	0.145853867664	0.10289430486	0.0538014508775	0.108356740225
n	0.00390801432105	0.00357892145747	0.00302281753822	0.00305199247944	0.00585916131191	0.0133919297115	0.0175847784205	0.160688604584	0.194454577356	0.104096838053	0.176324379621	0.121604888687	0.0827335325192	0.109699554935
i	0.00416107120285	0.00305943472846	0.00313175938646	0.00314968934141	0.00607405513395	0.0109471483312	0.0107598866182	0.17666524055	0.177806494972	0.0742594886243	0.181552476674	0.140336472629	0.10893880724	0.099157982085
t	0.00272261787144	0.00258768694854	0.00303330675912	0.0028273446224	0.00444029082498	0.00717686847373	0.00816315996607	0.159268902002	0.169080963791	0.0641659250481	0.185914269558	0.15194748221	0.138366140013	0.100305041455
s	0.00269937364971	0.00218843963417	0.00183592134156	0.00144977278993	0.00348125984786	0.00796126090791	0.013055774	0.132177067425	0.167227684844	0.0370471191314	0.160355177699	0.176533827537	0.156980339204	0.137006972318
è	0.00274098286582	0.00186092612206	0.0018643318115	0.00150984009521	0.00313394473022	0.0085299968513	0.013428149338	0.098539919921	0.146947653928	0.0352499177991	0.125914954433	0.214300869979	0.190037954535	0.155940546346
r	0.00173444222999	0.00264114011582	0.00169663449611	0.00125748662117	0.00242474147794	0.00524803436177	0.00820922346133	0.066697535747	0.129722869169	0.041436451793	0.186006178964	0.19574950386	0.202852805845	0.154322943782
o	0.00288054323886	0.00422246421334	0.00360251215222	0.00373730880912	0.00521010998078	0.00682876240726	0.00799162416911	0.0623358930023	0.10995803405	0.0425712518777	0.197089770735	0.165167976887	0.192453773615	0.195949987207
