 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.942337734	0.052559937552	0.00154122532644	0.00224112179069	0.000291945859715	0.000132222955035	9.53382610543e-05	0.000207950618658	6.66897848871e-05	0.000525834381542
M	0.807063086	0.169578390184	0.0196285778956	0.00216264786718	0.000332034771768	0.000162424507448	0.000102861311319	0.000177467628166	0.000377837985785	0.000414672649661
a	0.672598348	0.246224528995	0.0262891363705	0.00304993156235	0.00106779833312	0.0016931278921	0.00333632403693	0.00374822816818	0.00129232591412	0.0407002555345
r	0.503867707	0.349308923932	0.0625051986955	0.0132944956195	0.00298431254097	0.00247724645978	0.00447502229217	0.00499561311248	0.00193594081504	0.0541555345007
ì	0.276326755667	0.557291395977	0.112463338938	0.024506024376	0.00441958309219	0.00157540475959	0.0018191369899	0.00183581350582	0.00141462778247	0.0183479088771
a	0.141809341356	0.706613594659	0.116573388246	0.0187353598082	0.0038230948046	0.00156651186033	0.00154955942199	0.00138803515288	0.00122274985311	0.00671837022044
à	0.0555781010453	0.77062473222	0.146161215415	0.0143889408961	0.00269221019353	0.00162614253238	0.00161993138026	0.00168462894635	0.00126126252943	0.00436283679304
r	0.0221293018724	0.662616932873	0.278180461205	0.0219594134187	0.00526906370851	0.00265670765783	0.00131503592328	0.00125672960791	0.000866814029117	0.00374954379109
t	0.0130683654208	0.443143630424	0.418380761735	0.0678364581396	0.0227525991635	0.0108948112079	0.00859996945946	0.00925030364817	0.00243818783628	0.00363492789712
e	0.0101053569836	0.233809058948	0.540572294578	0.141308792847	0.0316299567712	0.0128953041468	0.0111747762709	0.012377979965	0.00306069069413	0.00306578709142
n	0.00661487646197	0.118390734303	0.664614814193	0.158475401949	0.0265847434144	0.00911709497093	0.00531336902435	0.005079864197	0.00362749743268	0.00218158624538
a	0.00622590147076	0.066070479241	0.605175536731	0.243986621516	0.0501482300155	0.0122994479923	0.0050489223955	0.00279331966847	0.00479932870411	0.00345220143228
s	0.00510493693105	0.0322484808023	0.50871207891	0.327531499105	0.0870676016052	0.0192608200774	0.0056470561285	0.00239321186049	0.00813861640354	0.00389569590641
t	0.00353417846787	0.0191229246193	0.438518520503	0.382099308768	0.103306703668	0.0277266596791	0.00693309463017	0.00464726920543	0.0110992849967	0.00301205919192
e	0.00185465173575	0.00830283319899	0.298697805201	0.496528725589	0.130479691089	0.0388079948597	0.0104257530814	0.00559958015364	0.00719286156353	0.00211011754005
m	0.00156606615925	0.0061651770154	0.214317841234	0.555078443196	0.153287612563	0.0467953851866	0.0111218423185	0.00429742154191	0.00388028793548	0.00348993103483
b	0.00257286837495	0.0049829258826	0.169269145143	0.613160863065	0.141389218854	0.0445306858622	0.0122216017928	0.0042872351453	0.00314357765349	0.00444188493741
r	0.00942204796205	0.00686397481513	0.154177747906	0.623262614222	0.133786059951	0.0420189128541	0.0158872048943	0.00546728584443	0.0055144857175	0.00359967298187
ò	0.0119592597181	0.00795074138584	0.127444052855	0.492855037007	0.219084092517	0.0946868283847	0.0302231249014	0.00631578702948	0.0058723218065	0.00360875578536
