 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.841124627	0.138600819944	0.0104412414473	0.00157514281223	0.00158230666008	0.000601104065615	0.00607475856247
c	0.775464552733	0.181782653379	0.0277006366131	0.00618567841456	0.00133992519053	0.000514850957368	0.0070117136624
h	0.705982854644	0.227780906581	0.0379890458866	0.0207133581532	0.00110982502681	0.00051973645252	0.00590427458991
a	0.660016082548	0.291066036127	0.0226305818872	0.0208030857643	0.000860280601493	0.000345505124418	0.00427840494326
n	0.483946437283	0.469361744729	0.0352421583191	0.00809076417677	0.000565627699064	0.000837770579053	0.00195547293269
a	0.308807713241	0.614345131043	0.0662913453304	0.00729060953979	0.000930854773288	0.0011237992571	0.00121054870818
a	0.248220713814	0.585080042048	0.131358138863	0.0260399029008	0.0036360710411	0.0008922652108	0.00477287969213
g	0.171335234255	0.539050713983	0.217114048954	0.0567499969069	0.0059178360997	0.00199291548207	0.00783925152258
o	0.0834298257823	0.484553355061	0.252805369985	0.111209830366	0.00840468053457	0.011557991031	0.0480389448453
r	0.0444348329008	0.348730648087	0.277747016662	0.200516396112	0.0210541378062	0.0268744524295	0.0806425372534
à	0.0295329530269	0.195651645596	0.364344111287	0.291688530704	0.0447317416487	0.0239164818785	0.0501345681265
s	0.0166988392556	0.123169335545	0.472258959096	0.307887351255	0.0437199958829	0.0119801126432	0.024285426469
o	0.0197789898945	0.090858680485	0.483125879699	0.305861426105	0.0698598298943	0.0138967397834	0.0166184687972
o	0.0311832456942	0.0353509674937	0.329830867433	0.358676275568	0.200574717031	0.0210927019931	0.0232912203651
s	0.0236446795021	0.0155806940912	0.172459793344	0.446540959389	0.26348331301	0.0428803585977	0.0354101794717
s	0.0121349836114	0.009095974227	0.151010908935	0.533170393796	0.184278859803	0.0566141344659	0.0536947177106
o	0.0139940634978	0.0065800316396	0.119581670898	0.457156140465	0.252224716068	0.085707710222	0.0647556393569
m	0.0205281339533	0.0043432699172	0.0574244553793	0.393187404688	0.328504887023	0.118968022007	0.0770437992523
ì	0.0170803505662	0.0024391232162	0.0309685222611	0.329551597625	0.372674454008	0.169683620869	0.0776023150574
k	0.0097355639758	0.00143196882453	0.014529131415	0.177527316104	0.445258764669	0.266853438356	0.0846638177791
a	0.0190844521193	0.00249072312762	0.015939940792	0.105625941615	0.378453814623	0.340641300985	0.137763826313
m	0.0233341163439	0.00303996090665	0.0155637950457	0.0650348802183	0.261510655674	0.423914278062	0.207602311971
è	0.0143184851402	0.00233605568102	0.00703210942257	0.0379842083774	0.172261132691	0.563693735087	0.20237426419
r	0.0115202094526	0.00190600440201	0.00401153239159	0.0213928450215	0.11905824033	0.690050747696	0.15206039333
i	0.035472979708	0.00256105593554	0.00867314994326	0.0137608331982	0.07642303423	0.566499407232	0.29660952011
</S>	0.059417818526	0.00365188386777	0.0140625349736	0.0131975825991	0.063248053745	0.401290106616	0.445132017455
