 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.942513805	0.009335312836	0.003407095006	0.0381710696588	0.00065985321038	0.00178178721236	0.000280380060458	0.000281046939917	0.000106606590513	0.000286251146877	0.00317680441301
ù	0.831462227	0.0969014001187	0.011836609138	0.0451696934883	0.00166821709826	0.00605151798564	0.000927559482203	0.000510933547897	0.000175669552273	0.000308529513594	0.00498763636316
r	0.636006779667	0.24317208784	0.0259305467553	0.0750186053268	0.00290738966055	0.00838035393535	0.00124867421328	0.000519881233499	0.00024334178981	0.000384419305271	0.00618793455036
u	0.363962525289	0.477596450613	0.0529279220518	0.0860287357023	0.00426170092285	0.00502488680872	0.00403819230168	0.000542574480046	0.000343906940437	0.000453381990647	0.00481975432695
k	0.153901257403	0.616031698871	0.0993247841506	0.0881101527474	0.010472469463	0.0224312696567	0.00539110389125	0.000619128223495	0.000909262565512	0.000368804963902	0.00244006772552
a	0.079557528401	0.560551078024	0.190934729517	0.121212067982	0.0122196421743	0.028355943212	0.00317841428871	0.000650264426558	0.00107588980886	0.000328558698262	0.00193586437721
s	0.0378051915183	0.469135711341	0.263663607972	0.193578711527	0.0140340347448	0.014846298312	0.00259628754757	0.000744517858833	0.000893748651547	0.000661052609228	0.00204082905556
e	0.0191618943008	0.311281690714	0.348837409991	0.275245231642	0.0227169087483	0.0117665964013	0.00351536158846	0.000783428380844	0.000831407608936	0.000800364838896	0.00505970415035
t	0.0113991676003	0.170412473571	0.408541017997	0.334363456547	0.0416023785161	0.0197727053978	0.00532037821695	0.00108754716778	0.00105907869234	0.000630994977852	0.00581079762442
o	0.00787787785877	0.0868264348103	0.383432960666	0.400599644849	0.0796710003054	0.0268805367993	0.00706557457112	0.00128992646833	0.00115025420222	0.000575545700687	0.00463023559982
r	0.00637032459492	0.0435234591034	0.322893211555	0.459245111616	0.116283674502	0.0360591905331	0.00787960439691	0.00183924131851	0.00130606118951	0.000452435882819	0.00414767736632
ò	0.00483581277697	0.0237375909011	0.243378788652	0.477097923205	0.184693141901	0.043943355751	0.0160001171122	0.00241574654484	0.00127401694757	0.000341137530153	0.0022823635656
m	0.00386348506931	0.0128397378204	0.164414439817	0.529589349068	0.221560541034	0.038235982117	0.0180489784798	0.00372003667361	0.00328497777332	0.00140542984814	0.00303703416479
ì	0.00206991417476	0.0066725610468	0.0879275552057	0.475189701423	0.338750773211	0.060827538199	0.013101615789	0.0054563780492	0.00423631220217	0.0019964133638	0.00377123159694
a	0.00265733907292	0.00536421801827	0.0443791900152	0.252184053914	0.489446922404	0.143989055266	0.0380295811763	0.0127528734097	0.00444781005272	0.0018657321598	0.00488322149411
f	0.00260935357177	0.00515955363676	0.0211823365251	0.141175971478	0.512173046135	0.205978198355	0.0550637974634	0.0287369650499	0.0189890317142	0.00223103556031	0.00670069923337
o	0.00233147593806	0.00539949526825	0.013205657917	0.088064729646	0.502767158712	0.219367899185	0.0868339442925	0.04851531313	0.0246418840914	0.00246517989781	0.00640725172186
r	0.00263370815562	0.00643324757722	0.00757618218767	0.0456477106087	0.430484819571	0.240181318862	0.114697939031	0.107020854663	0.0304996824705	0.0031534328766	0.0116710887454
à	0.00275523218747	0.00590731469221	0.00556974514256	0.0281533479562	0.37375019839	0.219398472821	0.127588054877	0.177053935441	0.0425075937502	0.00393472079353	0.0133813606505
e	0.00283739563316	0.00359503359954	0.00308771196785	0.0144434634001	0.295608752703	0.210152768807	0.179704006359	0.213811236147	0.0624262422167	0.00486036025984	0.0094730274255
n	0.00234848699405	0.00311168154278	0.00238709152695	0.00858974760803	0.183227184208	0.211135103336	0.17362326232	0.271731290982	0.117553318826	0.00957741814715	0.0167154273058
