 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.7447540085	0.13696258931	0.053290230015	0.0106925167908	0.00786150296329	0.0113759972506	0.0022055936706	0.0328575641348
g	0.582231419633	0.21659705807	0.110079411992	0.0209005643357	0.0082126369334	0.011875093182	0.00296911296088	0.047134688573
r	0.354668595944	0.366105448423	0.205664776264	0.0216551153972	0.0047504267422	0.00599822141307	0.00355171201496	0.0376056723044
a	0.149764835968	0.363065904674	0.414994545221	0.0190309849191	0.0094356922414	0.00969247677276	0.0136101234294	0.020405424199
t	0.0876587224093	0.288230717491	0.52230157274	0.0441146728197	0.0130973301938	0.0119785929972	0.0167703278827	0.0158480736548
s	0.0523045595498	0.299212861297	0.49342392018	0.102228801167	0.0216118706873	0.00827447979773	0.0085142177699	0.0144293161901
a	0.0356410655673	0.186182449839	0.590026818327	0.120274546349	0.0409145086011	0.00871953618791	0.0122755165155	0.00596559216301
è	0.0290729418864	0.0702870807397	0.682366393442	0.134051371383	0.043247060843	0.01455452004	0.0215128769028	0.00490775803784
n	0.0432240192841	0.0275135790532	0.604999213347	0.217671164994	0.063910465361	0.015488412376	0.0184301765503	0.00876295431491
a	0.0625486470567	0.0152893250177	0.407626599982	0.287065765998	0.163080625454	0.033563615552	0.0212121260541	0.0096132756603
n	0.0652138534402	0.0149775088419	0.235195201327	0.339936750533	0.256483908485	0.0488812124173	0.0262028011634	0.0131087560301
g	0.0820900699857	0.0207671094286	0.139216025576	0.329824386171	0.349208919028	0.0411720779724	0.0223432168811	0.0153782067334
r	0.0647271540382	0.0190674332701	0.0739285773253	0.276333183984	0.484343137209	0.0483066935241	0.017139094827	0.0161547393191
à	0.0257732401381	0.010094620632	0.0333539651284	0.216037814395	0.565902505736	0.121712951375	0.0115607529023	0.0155641519557
m	0.0138238303097	0.00515744841667	0.0201686025695	0.156488353265	0.555156541245	0.182565347992	0.0449580354141	0.0216818250252
m	0.0090164956269	0.00542684373289	0.0145723262385	0.111637070475	0.605619451082	0.160420734064	0.0662558557354	0.0270512069607
a	0.0115342445223	0.0057213491123	0.0113029624862	0.0523638426117	0.520076737961	0.309105105221	0.0547293759158	0.0351663821138
u	0.0162177953368	0.00411005383983	0.0096548622446	0.0237523774292	0.247318592454	0.534448415074	0.110886115105	0.0536117806913
d	0.0157744968749	0.00879347425741	0.00734959475507	0.0156919334551	0.117903096818	0.503146199691	0.237799706948	0.0935414758438
e	0.0160769725968	0.0100678132956	0.00693805315549	0.0119127747777	0.0692925130527	0.44878496123	0.299597755356	0.137329141795
r	0.0125760716047	0.00580255252307	0.00494263166896	0.00684602039057	0.0352051962042	0.396197535277	0.383830085492	0.154599899565
f	0.013404384481	0.00678965090846	0.00532085115065	0.00921483682019	0.0630624568747	0.279074984359	0.422916485831	0.200216349028
ù	0.0150131544397	0.00637772852579	0.00681667431488	0.00981732576873	0.0673163189649	0.22416090432	0.480463861944	0.190034034936
m	0.00815392546353	0.00331753105026	0.00403184392249	0.00574625818358	0.0301464552416	0.198562324173	0.636347881981	0.113693784799
m	0.0191235923368	0.00523417807749	0.0081344866005	0.00944416131416	0.0274628356272	0.193185663324	0.611005541994	0.126409533066
u	0.0260951417649	0.00781031658756	0.0168551768323	0.018383859962	0.0266468100457	0.153447396395	0.426298428798	0.324462842889
</S>	0.0197883206825	0.00726140497978	0.0197657423921	0.0224410145825	0.0206686077279	0.118697910627	0.310649891599	0.480727073545
