 	le	canzone	si	scrivono	alla	notte	</S>
a	0.7575130014	0.22424144893	0.0035905909611	0.00563736752142	0.00121533213214	0.0023536668301	0.00544858664433
t	0.580560820067	0.358801541063	0.010989152027	0.00751257649714	0.0016831043898	0.00376531368193	0.0366874862488
r	0.486360300689	0.438039291821	0.0177561917703	0.00510672246358	0.00291183196627	0.00574067978498	0.0440849656848
a	0.341077960536	0.60275148274	0.0259500100781	0.00317193754239	0.00525723163131	0.00612301767927	0.0156683586956
ù	0.160741298455	0.70297060158	0.096254870266	0.0121377921241	0.00634420729906	0.00803549566565	0.0135157459795
d	0.0987636673483	0.568739017193	0.230542847489	0.0652853469414	0.00650687628102	0.00995155035815	0.0202107109123
i	0.0877669073294	0.389560395731	0.393593223163	0.0954484223805	0.0113469264737	0.00678669645278	0.015497437075
a	0.0499205110431	0.239645700777	0.491709047054	0.142237581394	0.0319561617779	0.012103999875	0.0324270021537
g	0.0612760032804	0.123014273619	0.461262866418	0.250591682598	0.0440391807926	0.017951914121	0.0418640652192
r	0.0739764656815	0.0942990678083	0.373795256139	0.318952518199	0.0810245927575	0.0195532452177	0.0383988196397
à	0.0383550312612	0.0620831069648	0.274446506846	0.466319944066	0.103049023452	0.0220208496692	0.0337255038446
f	0.0171825533706	0.0250654624216	0.206740849349	0.581732896022	0.108062135417	0.0366344433577	0.024581650884
u	0.0143152048951	0.0145938992272	0.136764478543	0.507070696007	0.254504386206	0.0455389034526	0.0272124258418
t	0.0118950883941	0.010260842916	0.066381102941	0.419740011336	0.370611917002	0.0847681268575	0.0363428964953
t	0.0214014928392	0.00866320357357	0.0375184912597	0.311435974912	0.387715839667	0.164703562819	0.0685614290091
e	0.0250099287885	0.0119342030948	0.0263395492092	0.188495461704	0.469855054556	0.181684074406	0.0966817290764
t	0.0123520008673	0.0091787964676	0.0199513181384	0.131460598415	0.471927686185	0.221574490269	0.133555113492
s	0.0102036705133	0.00568157864753	0.0125605674402	0.0904503068317	0.369536802062	0.353137611423	0.158429468231
e	0.0088255816675	0.00790446032384	0.0135961133841	0.0661570575306	0.291987399354	0.394506203808	0.21702320241
n	0.00887121999717	0.00795019834719	0.0149195190091	0.0552663790635	0.233642646185	0.405361825269	0.273988226803
ì	0.00905378596306	0.00521244533831	0.0104471331528	0.0333647803785	0.154664328395	0.536343960423	0.250913575308
t	0.00527692729089	0.0031242309787	0.0062487383376	0.0175459270635	0.118703203198	0.639394366141	0.209706622083
t	0.00868899313556	0.00507043662213	0.0065317588265	0.0133128449506	0.0995398251327	0.699273420714	0.167582727034
a	0.0103341076053	0.00856499649068	0.0149235309908	0.0374090866757	0.0569335462089	0.547236076238	0.324598665211
</S>	0.00681164240565	0.00891458782534	0.0208444152214	0.0624447959719	0.0497203654515	0.350988949119	0.500275263606
