 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.868023742	0.103984999699	0.0070137830747	0.00270382239298	0.00268094751231	0.00098319139731	0.0146095348496
n	0.7070654294	0.250285388346	0.00994432927443	0.00321914178893	0.00293288761924	0.0019532901785	0.0245995407283
a	0.510283182787	0.439603766229	0.0217786318993	0.00527585252818	0.00235530489415	0.00223960225273	0.0184636459392
a	0.329158631264	0.58731802421	0.0527204635664	0.00729899926819	0.00289747386525	0.00138805784338	0.0192183591416
f	0.183081088758	0.63385524407	0.131619119255	0.0136212785721	0.00356685071975	0.00177760762679	0.0324788191911
o	0.0949666915447	0.55536087069	0.237045158285	0.0346123792374	0.00622995373325	0.00416747850566	0.0676174579894
r	0.0604533810749	0.421104312897	0.301559947695	0.105088492972	0.0132654494791	0.0131630715303	0.0853653445998
à	0.0433690903076	0.255261919966	0.396355140365	0.219178284391	0.0203235955637	0.0147945514768	0.0507174139107
s	0.0230283448985	0.167271337589	0.497326052788	0.257418212564	0.0179901533946	0.0087062880726	0.0282596150941
o	0.0175661941462	0.12715147699	0.497387354929	0.288343108888	0.0362664422049	0.0115676479012	0.0217177881428
t	0.0191867683015	0.0549092893367	0.429790966176	0.413721767109	0.052336434335	0.0145420218977	0.0155127655686
o	0.0206839639933	0.0259121107789	0.307069917259	0.45499761225	0.151187818378	0.0212479666459	0.0189006180552
t	0.0224245194933	0.0141483200396	0.189211363086	0.481930965417	0.216655448059	0.0429179260953	0.0327114457111
s	0.014686227628	0.008329915625	0.165913947098	0.564428867539	0.14525073562	0.0542350395651	0.0471552564797
o	0.00967009264804	0.00667284530613	0.126457045175	0.46957722738	0.25001966954	0.079936735155	0.0576663729359
m	0.00841337891601	0.00520348212804	0.0577715096183	0.401355766927	0.340227747647	0.097115071285	0.0899130366186
ì	0.0050801945304	0.00310775799428	0.0303850076101	0.333260598676	0.388882993016	0.145700910428	0.0935825325395
p	0.00308284883313	0.00174546663169	0.0131189500007	0.179193370192	0.456177494605	0.226319221476	0.12036262472
à	0.00199738166164	0.00110786805736	0.00657813981623	0.102270147911	0.377367657802	0.365964359492	0.1447144329
s	0.00126286032241	0.00069574084312	0.00478533780141	0.0482201817437	0.301166743601	0.524783265164	0.1190858733
s	0.00564284986047	0.000972568210773	0.0093646039558	0.0553812559012	0.254564409734	0.553388777055	0.12068553862
i	0.014839454564	0.00171038927966	0.0144125530586	0.0555313629357	0.170274236578	0.506871027218	0.236360979407
n	0.0133638300444	0.00196294142195	0.0122740651925	0.0252528659275	0.097695240966	0.562307475273	0.287143593202
i	0.0106588748843	0.00363592329918	0.0094493952605	0.0124980225099	0.071482682402	0.590060283358	0.302214824381
m	0.0098457548049	0.00467222234246	0.00783760810883	0.0182931263538	0.048212591554	0.550704642719	0.36043404864
è	0.0134087317813	0.00580985814222	0.00692720824928	0.0213765440453	0.0495208866313	0.60149709224	0.301459668147
r	0.0150791366963	0.00614269603707	0.00739778673616	0.010567813206	0.0439641380971	0.66938267608	0.247465751116
a	0.0413685581883	0.00546496609602	0.0133618416461	0.0132541382722	0.039261265759	0.524599329227	0.362689906505
</S>	0.0735745364287	0.00635175944001	0.0196532627331	0.0197217259111	0.0487186723395	0.338514617414	0.493465423252
