 	la	casa	la	costruirono	i	muratori	</S>
o	0.762060506	0.21638459643	0.0079004906692	0.00125774616316	0.000945703711569	0.00541529619166	0.00603570036443
s	0.5198344632	0.449364061477	0.0122894444297	0.00216670523839	0.00102445357307	0.00677421010556	0.00854667708677
p	0.284458690267	0.680649549159	0.0194773590099	0.00266724273946	0.0019736854875	0.00506773742795	0.00570572676116
ì	0.137529224396	0.80899268972	0.04358775307	0.00207327031502	0.0023586711622	0.00313729055314	0.00232108264834
t	0.087277120772	0.75795004124	0.13416143489	0.00941755056887	0.00293071672556	0.00567695931088	0.00258617160026
i	0.076633598904	0.56992217548	0.31928563863	0.0150191210696	0.00858752174965	0.00695970622116	0.00359223190489
o	0.0517171375413	0.336924872627	0.558156020877	0.0271736993565	0.0166770818452	0.00331345823992	0.00603772832386
f	0.0228088205104	0.173913361476	0.695983594292	0.0782855063188	0.0159065601577	0.00516135597997	0.00794081578752
a	0.0172989581208	0.108057244659	0.699248973431	0.148257666173	0.0139088120019	0.00555536147679	0.00767299440335
b	0.0141644542743	0.0589553852997	0.604178663144	0.283256776791	0.016560359894	0.0127917794724	0.0100925930926
b	0.0326886366601	0.0389415222532	0.500101343715	0.38239390913	0.0168232522313	0.0193062035108	0.00974513901
r	0.0609103933307	0.0472098911511	0.443383069238	0.388898019177	0.0236137864904	0.0247449515543	0.0112398741398
i	0.0618289048462	0.0422464253657	0.334670410413	0.363456553926	0.11529379287	0.0613142849421	0.0211896150906
k	0.0446352496227	0.0215486357686	0.221348133271	0.439804953575	0.164336647757	0.0849465208874	0.0233798503502
è	0.0611616344822	0.0211238271609	0.15541261029	0.505330731258	0.182894732052	0.0593243267291	0.0147521235367
t	0.0630889680654	0.0201094321683	0.14379442363	0.493264013153	0.214283458817	0.0450011248897	0.0204585831289
s	0.0332120908427	0.0129785077734	0.118286131277	0.495657135051	0.241484705566	0.0432943486099	0.0550870869923
a	0.0253440007138	0.0130728426211	0.0586860655123	0.344260588217	0.452948589349	0.0427426323166	0.0629452820168
n	0.0130140765647	0.00915470949595	0.0262801290334	0.213436172806	0.55386706665	0.138509006772	0.0457388463723
e	0.0103438824463	0.0081615346489	0.0203245129731	0.142471152172	0.551858999083	0.222116951724	0.0447229794241
e	0.0126613505821	0.0097542971263	0.0175044828817	0.0665638157073	0.599862991694	0.230773542308	0.062879539768
f	0.00844181646443	0.00778573057795	0.00905733392923	0.0404656401358	0.483635160031	0.364503039436	0.0861112956493
a	0.0100321994905	0.0109402077938	0.0137283046404	0.0229231067746	0.33853171481	0.504447126479	0.0993973335831
b	0.0105149632299	0.0118100160367	0.0150051258621	0.0148758019342	0.248052380537	0.579996016826	0.119745689794
b	0.0112955312522	0.0100947173537	0.0106678088747	0.0169929411181	0.173507002979	0.617414747942	0.160027260965
r	0.0188929313604	0.0165303172808	0.0192526840602	0.0322715738594	0.150419581833	0.576001539514	0.186631367068
i	0.015748458042	0.0146861945205	0.0184950142501	0.0308221361198	0.129862406718	0.510078338838	0.280307437603
k	0.00772012902533	0.00899139731817	0.0086630786109	0.0202585765866	0.0844416683927	0.513765450746	0.356159717534
a	0.0159573614398	0.0179552832801	0.0065178094445	0.0217861047155	0.0589298447709	0.536159630249	0.342693990545
t	0.0189343376325	0.0189383419249	0.00520035572473	0.0154290316176	0.0407992732816	0.58487311275	0.315825549015
ù	0.0106114052368	0.0104715789172	0.00349893423814	0.008747975489	0.0220579418319	0.666487986917	0.278124179472
r	0.007191454714	0.00799533651253	0.00306531113871	0.00660334053687	0.0166666414613	0.751929136972	0.206548776154
i	0.00900124187307	0.00937713049098	0.0070149468389	0.00961027929549	0.0427405191511	0.638844128657	0.283411744381
</S>	0.0137672992465	0.0127365157255	0.0117226533194	0.0131795324577	0.0731076892956	0.448339731829	0.427146571191
