 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.6018055874	0.3714896847	0.0070294135436	0.00148318635913	0.00140868472638	0.000627841546094	0.000430015540779	0.000839626024171	0.00430315874018	0.0105827768978
t	0.30682487498	0.6549665579	0.0146685771679	0.00160053129238	0.00232195019438	0.000891563946321	0.000476620134126	0.00189647971636	0.00478905641529	0.0115637565585
e	0.121970979332	0.838712819967	0.0233254578093	0.00159068004846	0.00206892212346	0.00104353170163	0.000371131359391	0.00208382574947	0.0021898106545	0.00664284266446
l	0.051742341082	0.897902843989	0.0337657548231	0.00635937353055	0.00241723014809	0.000947139542805	0.000420409724613	0.00114344049894	0.000997898843652	0.00430359699885
ì	0.0281084623067	0.865120720663	0.0831797770744	0.0164463537206	0.0031371157195	0.000848168617337	0.000351679659461	0.000487937634663	0.000534476054384	0.00178531581477
s	0.0200302878822	0.798131605554	0.151475216225	0.0188550827854	0.00458979533677	0.00147659771378	0.000531521749944	0.000723477443844	0.000310792644921	0.00387560574814
i	0.0152142930761	0.613709683185	0.331867500342	0.023606251139	0.00710483862386	0.00199871031719	0.000787891914181	0.000863419990055	0.000241923333702	0.00460548073524
n	0.0097727244627	0.431442835062	0.514333497447	0.0277504227397	0.00917332792462	0.00310226467186	0.000816110190927	0.000745314410032	0.000862384302179	0.0020011189393
a	0.00795201016557	0.290887705687	0.636090711816	0.0458168362332	0.0119480142315	0.00372199648622	0.000675933125242	0.000687598497857	0.00106581646587	0.00115335687156
z	0.00578326047632	0.157462321429	0.741503701939	0.0656561674111	0.0190382243505	0.00626023394221	0.00110541710848	0.000722147159799	0.00160622867289	0.000862291331473
ì	0.00544442027217	0.0972501991897	0.786794296646	0.0729299652704	0.0260451766368	0.0069968957894	0.00132249556019	0.000710175069655	0.00178697379841	0.000719417758325
s	0.00449390598299	0.0581997673099	0.805997807549	0.0878806346701	0.0325098340789	0.00709972556247	0.00138191699676	0.00052393143266	0.000686393759024	0.00122609241486
i	0.004048617252	0.0422451333333	0.676438794516	0.179243907803	0.0789768070263	0.0120104808608	0.00398269218625	0.00092216045594	0.000467804817595	0.00166361083297
n	0.00564924854433	0.0230651588318	0.588939014839	0.209988081534	0.132444559875	0.0263065910869	0.00661197521142	0.00192916572711	0.00314736338445	0.00191886657622
a	0.00643920191211	0.0154976005439	0.464098517613	0.203323306378	0.251853985692	0.0434309339623	0.00676990921047	0.00221175672424	0.00399304245028	0.00238177892413
m	0.00840272788804	0.00925060475197	0.314579868138	0.232479452193	0.323825629897	0.0901845363874	0.0117085252102	0.00231887230928	0.00216901086223	0.00508081212416
i	0.0126460874227	0.00726555933132	0.226162984153	0.203670455331	0.357009063299	0.165450261796	0.0158188757101	0.00337433287263	0.00191901580475	0.00668339689943
n	0.0126529456876	0.00564542374449	0.119912170891	0.154575445244	0.402321588433	0.265516952399	0.0258202591434	0.00422454689041	0.00359070348292	0.00573998151852
ì	0.00906067751187	0.00432637908288	0.0802177258877	0.095068290548	0.409477198144	0.352976979466	0.0360422057145	0.0046412788328	0.00390574931071	0.00428353310773
s	0.00568530313402	0.00275411781447	0.0523313912866	0.0664937913827	0.441396004448	0.366456709155	0.0473372994382	0.0052031013036	0.0034015072033	0.00894077500807
e	0.00344301343807	0.002409903795	0.0345106086915	0.0503045295409	0.372893297149	0.433559289718	0.0760688776794	0.00892612167787	0.00479289694043	0.0130914462395
l	0.00263456692269	0.00199720412327	0.0170445474665	0.030608346427	0.25331016275	0.559483459239	0.10001479276	0.0126103511193	0.0112988886441	0.0109976684115
i	0.0021883208949	0.00175531028589	0.0105461046008	0.015723299269	0.186675963483	0.604963683746	0.13422638672	0.0203109352331	0.0136492168467	0.00996076783201
p	0.00255469279363	0.0015101898845	0.0059681645462	0.00965076321633	0.136028153761	0.633486793915	0.163116798773	0.0262330540444	0.0119022719449	0.00954912379072
a	0.00279462235081	0.00231891822023	0.00380203161967	0.00687380858544	0.094470601787	0.638596251972	0.201143060591	0.0303251454481	0.0113414105743	0.00833416278851
r	0.00244932329254	0.00281241234328	0.00300619944349	0.00561565915648	0.0729461088223	0.601191543991	0.233017643864	0.0458478194494	0.0147412770948	0.0183719997558
ò	0.00242182559771	0.0103041847504	0.00237149252516	0.00383040987816	0.0474550407874	0.514442664664	0.281078629955	0.0977173764831	0.0173772674449	0.0230010783001
n	0.00271824162844	0.0127059198355	0.00175702807792	0.00410610601072	0.0439571624691	0.400383544221	0.369361670652	0.123674424294	0.0191079647616	0.0222279257902
g	0.0204869173317	0.00501448581018	0.00250962605305	0.00459970827184	0.0441255903164	0.326932425674	0.407876635017	0.0985412252047	0.0334128667272	0.0565005118221
h	0.0262554098075	0.00440085691563	0.00565327932049	0.00461218144648	0.0284413350721	0.270779188358	0.437474027539	0.0839939000082	0.0452470774424	0.093142725148
ì	0.0125823332319	0.00652672884897	0.00596152568476	0.00528758930643	0.016135069324	0.209072159386	0.45488113958	0.137026993236	0.0555703694475	0.096956084368
z	0.00768693985379	0.00533146468618	0.00310061337905	0.00494150090814	0.012515244068	0.159396612329	0.468672009193	0.186699693679	0.0671872012158	0.0844687162027
i	0.00418464426808	0.00350239884192	0.00265504064715	0.00427411710538	0.011172292036	0.111708829776	0.388141020731	0.240198587493	0.131270788072	0.102892275168
n	0.00453648187709	0.00384514780951	0.003684037523	0.00422006555213	0.00695967106933	0.0783183533587	0.261136421244	0.308739866498	0.209157015091	0.119402946756
a	0.00417286363743	0.00354752177537	0.00373937125395	0.00343114155238	0.00468067115511	0.0640431370196	0.191089974281	0.336402525499	0.281175631697	0.107717170219
f	0.00374111368048	0.00333171217152	0.00362468460676	0.00299886815413	0.00364111600624	0.0371813473532	0.119364289894	0.341941311166	0.362493727899	0.12168183654
à	0.00360182495056	0.00427109523584	0.00324733495876	0.00233741093671	0.00292129333128	0.0246706979644	0.0780209497647	0.298369875322	0.449980043966	0.13257947106
i	0.00369094735525	0.00463592441288	0.00268529005899	0.00394400817224	0.00270296813243	0.0133317228455	0.0575621939882	0.204566791374	0.516978895322	0.189901237567
a	0.00493039908242	0.00431803012543	0.00370428319033	0.00589750966475	0.00351417350748	0.00986447924317	0.0482361723961	0.112283750258	0.567847499107	0.239403684922
l	0.00596143307281	0.00604631775881	0.00600496905714	0.00529894599445	0.00447190571559	0.0102527232317	0.0339552502187	0.0885728863527	0.627970011036	0.211465549347
ì	0.00506871897494	0.00666265899994	0.00586120294007	0.00360887854842	0.00389768580423	0.00800675529057	0.0193002689662	0.0712080915842	0.684369306345	0.192016420769
o	0.00307488505898	0.00604790858311	0.00480353524829	0.00225839516581	0.00264378875868	0.00457551531052	0.0110306417687	0.0419091697214	0.652988958782	0.27066719387
</S>	0.00310323380749	0.00646444862756	0.00547382586854	0.00190369938031	0.00228121271034	0.00397616497576	0.00887566154435	0.0326364771507	0.581080480391	0.354204803035
