 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.76390571	0.218864394924	0.006157831486	0.00238424306733	0.00114648744071	0.000539339537009	0.000335926799669	0.000403923509965	0.000789311567149	0.000814706207421	0.00270394340997	0.0019541934167
j	0.592235394667	0.375186398508	0.0157183232853	0.00358875480118	0.00136522608192	0.000757433065436	0.000461288474534	0.000439268420198	0.000864881118846	0.000906238996435	0.0034989786192	0.00497784605928
i	0.419626404689	0.527869198836	0.0268505534284	0.00293194021893	0.0009383936182	0.000760810272179	0.000750529581192	0.0014429820339	0.00228598046621	0.00131443424031	0.00210957565764	0.0131192131428
n	0.254479106896	0.635706718945	0.0783231727761	0.00459646717204	0.00108919538203	0.00152032819469	0.000893146112981	0.00186533197577	0.00290394351635	0.0015449841854	0.00229120083163	0.0147864150039
è	0.139114707239	0.695826987648	0.144691184959	0.00555134045108	0.00096125434261	0.00150909582353	0.00048905568388	0.000756860820117	0.00120617723265	0.000724645458542	0.00221631593309	0.00695239931952
k	0.0742724415197	0.729179233216	0.17461629812	0.0112731093337	0.00131162407647	0.00123809669504	0.000698034270713	0.000377385820119	0.000706524121287	0.00130822322653	0.000939963855396	0.00407907957687
a	0.0562275470866	0.538275885072	0.360765859173	0.0311944538579	0.00318908509882	0.00204967110555	0.00130858586813	0.000502046847106	0.000783120066418	0.00181026995395	0.000544366356498	0.00334911370315
t	0.0377304612709	0.318646894424	0.578403253724	0.0515474400193	0.00520027599694	0.00205261017418	0.00112235398198	0.000637773719389	0.000574900830456	0.000965691826488	0.00126512483425	0.00185322803905
è	0.0189574163112	0.202123485041	0.690632815241	0.0758549744731	0.00640421500431	0.00156575982679	0.000655850068333	0.00044263588939	0.000311817009995	0.000428257595773	0.00148747044097	0.00113531906333
l	0.0103812336139	0.10158435242	0.756400631747	0.114594950824	0.00895751216277	0.00223586992833	0.00127770109778	0.00051502146297	0.000607754124049	0.00154111922208	0.000976796339584	0.000927080985792
i	0.0121019333388	0.0556756225	0.659764955249	0.232735477541	0.0217126562743	0.00814920589678	0.00319036479733	0.00112416047646	0.000938888075273	0.00266202162243	0.000912981606438	0.00103174225598
n	0.0118028500175	0.027570699116	0.57040202775	0.33130663918	0.0363287898314	0.0112577750189	0.00332108875431	0.00119765283769	0.000725476900058	0.00179971045922	0.00331441116785	0.000972870514613
a	0.00773816912723	0.017730256412	0.46781403645	0.42314829906	0.0560236263771	0.015737242923	0.00333014532677	0.00114252695456	0.000682305825039	0.00115241814006	0.00406821400896	0.00143274471597
p	0.00996602347548	0.0131834104747	0.295492444683	0.54536444702	0.0976998829257	0.023407816711	0.00398458480159	0.00127745166619	0.000806363156353	0.00112091379454	0.00606397044153	0.00163266612804
u	0.0162796567454	0.0118613893256	0.184662885894	0.61191548434	0.133146254975	0.0247532722903	0.00554320914653	0.0011532571914	0.000894287471984	0.00105550740944	0.0067073141026	0.00202746292391
l	0.0137060078801	0.0086156062226	0.121185741831	0.629357147447	0.164326188992	0.0426912719501	0.00693239334351	0.0013720005658	0.000994375686261	0.00114160483974	0.00565547790609	0.00402217387934
i	0.00817724132003	0.0057380068282	0.0745100093437	0.586286854482	0.233699429464	0.0671750829834	0.0109793303678	0.00161315530393	0.00100431118701	0.00117021800528	0.00533780957176	0.00430854991004
z	0.00601303246834	0.00396099560187	0.0404983262146	0.541556152161	0.293416355155	0.0849533053611	0.0137643662226	0.00223984373331	0.00109275066819	0.00106366904713	0.00775660093965	0.00368462029548
z	0.0168337133416	0.00722522058799	0.0432778373078	0.436693813054	0.319323007718	0.136763249554	0.0193477523275	0.00354478613244	0.00144792987006	0.00138508991304	0.00996120461902	0.00419641674183
è	0.0211987819457	0.00773710106823	0.0388251435855	0.345504142018	0.372923021239	0.167511104785	0.0302914322225	0.00459085167548	0.00181487388447	0.00185342791535	0.00492606673341	0.00282406043193
s	0.0101032839922	0.00391796431074	0.0232496953085	0.360476825339	0.396965660413	0.148693631862	0.0343671228542	0.00640626299849	0.00235398604594	0.00220296307745	0.00229253595754	0.0089700651683
s	0.0275611688138	0.00559830993745	0.0279763935542	0.29890889538	0.386672618804	0.179206002621	0.0349210149181	0.0124041434728	0.00514197644971	0.00405489782442	0.00175503401225	0.015799528325
i	0.0323013121289	0.00539828424035	0.0238361534314	0.153269017193	0.383237308935	0.28532723554	0.0762310705394	0.0172175105976	0.00596169114897	0.00528079104141	0.00149093196015	0.0104486794935
o	0.0121641637032	0.00317895021878	0.00947233925798	0.063241271751	0.324252356978	0.35200174118	0.17637860238	0.0359117817659	0.011109151609	0.0055911564728	0.00162820029998	0.0050702880837
s	0.00496191267533	0.00278053563616	0.00437653943954	0.0369930996703	0.265056240993	0.394142830393	0.20532139766	0.0472338003886	0.016823909691	0.00687930296593	0.00837844737793	0.00705198658537
p	0.00573091764988	0.00383621677139	0.00693332026555	0.0285602697901	0.216911671131	0.500485822131	0.158570950087	0.0371958043562	0.0153235164503	0.00764538007131	0.0109255032154	0.00788062104866
i	0.00595134194313	0.00383797003543	0.00787424499311	0.0168028035414	0.155143593844	0.490022153377	0.213122783362	0.0715244802121	0.0156764213168	0.00921736124044	0.0054288021894	0.00539803398557
t	0.00291037344182	0.0019574685747	0.00356041883673	0.0142013756718	0.131928966615	0.424861053792	0.266710636587	0.0940402177374	0.0187452980523	0.0113239031408	0.0155209074514	0.0142393800609
i	0.00200855251638	0.00163816036019	0.00220016042894	0.0121505442426	0.0976029277183	0.352290482864	0.337713815662	0.114089308379	0.0281979233174	0.0162203067636	0.0190857463871	0.0168020923725
k	0.00139360614893	0.00196941453993	0.00165911275394	0.00840558729287	0.0556126262528	0.269762183888	0.389763561487	0.155703790926	0.0409078363391	0.0295080544712	0.0287154785937	0.016598777676
u	0.00153281010078	0.00233935684169	0.00186920555809	0.00695004928056	0.0366981506976	0.211957338096	0.395376081429	0.198539062509	0.0579888547797	0.0374163723237	0.0329265118912	0.0164062236927
à	0.00151021100579	0.00186901760528	0.00211937163943	0.00386445494779	0.0189429691459	0.130202324119	0.377499042743	0.32501189517	0.0839509607932	0.0319940030212	0.0154646494237	0.00757110093757
i	0.00178051289546	0.00135448492989	0.00135417639484	0.0019042891182	0.00938902048263	0.0787838937997	0.260072981448	0.449333467723	0.134464160664	0.0419397345137	0.0115247329079	0.00809853089452
m	0.00202692153515	0.00111360791716	0.000781186447413	0.00144089826407	0.00650849485621	0.0548353647932	0.180312843083	0.442383873308	0.173918071288	0.0929391311846	0.0274710527426	0.0162685368008
è	0.00140016117772	0.00072298313972	0.000509313690938	0.00104372093229	0.00493990773007	0.0439577092644	0.144947468361	0.378206781836	0.191192710629	0.156580000302	0.0578523324542	0.0186469032403
r	0.00141932719957	0.000765928207667	0.000395601583213	0.000796721359257	0.00336073262222	0.0248729596341	0.124116717943	0.335952290145	0.196241335076	0.217796267152	0.0726506902381	0.0216314126154
i	0.00198059485419	0.00122084075898	0.000636859877304	0.00114904097638	0.00341004628094	0.0175643844574	0.0965834210437	0.254802834582	0.208023959225	0.236785231302	0.128048315233	0.0497944565805
n	0.0030900675434	0.00184340911869	0.000766627396408	0.00166433952254	0.00343071118487	0.0125418110213	0.0643388162659	0.213353253771	0.233631169742	0.240293336561	0.160167555411	0.0648789128268
a	0.0031456377818	0.00240097132259	0.000973608999443	0.00223465487259	0.00360700691985	0.0086641775493	0.0440565959706	0.189723148034	0.236643946447	0.23453177038	0.20647153747	0.0675469716689
s	0.00310412480727	0.00296714053174	0.00113690545174	0.00224651489196	0.00337502690715	0.00641683799377	0.0338919196102	0.151536962478	0.243402864016	0.21145643566	0.268462996623	0.0720022906496
t	0.00388419602952	0.00384767400227	0.0013506318671	0.00163561566278	0.00235443702458	0.00515637787392	0.0338568581484	0.140246743594	0.236773696872	0.25164111682	0.236189293008	0.0830633594165
a	0.00310313759401	0.00353441820244	0.00183245602052	0.00154581292438	0.00299560069445	0.00831821029291	0.0335729990438	0.110146420453	0.185657669691	0.24940059234	0.270343093669	0.129549578405
s	0.00422288466497	0.00377715820316	0.00149884017119	0.00154315181689	0.00303829433846	0.0084984170583	0.0236412849573	0.0955021141243	0.16840644683	0.207259410447	0.331209857223	0.151402133202
ì	0.00481657338862	0.0039490933672	0.00155511511252	0.00114936443923	0.0018182936446	0.00445544513317	0.0131187064251	0.0736851256348	0.14832342591	0.180917673616	0.399961851074	0.166249325967
p	0.00304292982529	0.00252016135418	0.00139333834252	0.000802923857329	0.00133695498943	0.00295615428034	0.0083365557671	0.0526026538816	0.116526511737	0.180479834463	0.468070026358	0.161931942889
u	0.00336074268912	0.00282275784871	0.00186262147825	0.00142978798136	0.0025172336401	0.00533664019273	0.0102292865848	0.0464096855565	0.0989491126423	0.164592818742	0.440167497453	0.222321818063
l	0.0166178719973	0.0127058754894	0.00311031949563	0.00218465141163	0.00324552421712	0.00711461636632	0.0104263213344	0.0422879119762	0.0815059022441	0.121764430911	0.442963535818	0.256073040854
i	0.0210996558523	0.0161806615356	0.00348636749296	0.00258049542852	0.00365979366298	0.00673951334818	0.0097598476881	0.0386442235807	0.0729768652417	0.0982424889423	0.432025601939	0.294604483311
t	0.0143206982696	0.0113505669681	0.00307900810437	0.00250806704318	0.00366785304601	0.00578602393379	0.00945180225773	0.0318296054149	0.0585723061809	0.0802037212861	0.448833495313	0.33039687333
a	0.0121305154111	0.00946515371187	0.00333580040118	0.00222942719516	0.00311674324996	0.00483526880366	0.00675585710378	0.0273700851316	0.0494275017716	0.0711383133287	0.515150827771	0.295044537741
</S>	0.00865160997455	0.00685247272063	0.00415314969101	0.00245540177132	0.00356558913988	0.00544367324883	0.00668331269049	0.0253945783698	0.0390943287928	0.0588750567144	0.521935688886	0.316895164217
