 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.60147107169	0.25376416364	0.044875311449	0.0079109837408	0.0072938631695	0.00660668436576	0.00825122250757	0.00191387578845	0.00551945637804	0.0623933846466
n	0.309154530943	0.44649311048	0.139224872616	0.0103661024349	0.00813844963807	0.00709479383629	0.00839900716191	0.00195493762308	0.00573489167362	0.0634393221507
ì	0.111712205163	0.583379917427	0.253743987939	0.00880921585163	0.00616500668182	0.0063499827371	0.00381940789936	0.000858336024961	0.00228894780844	0.0228729908559
c	0.0484627807363	0.609087507142	0.278715884713	0.0114044205039	0.00939343996841	0.00909254317803	0.00554318728999	0.000755046445018	0.00110963802956	0.0264355028578
h	0.0321599487188	0.602040001714	0.280217970904	0.0170999960946	0.0135781747568	0.00722237301785	0.0146344220162	0.00300508231253	0.00285360677749	0.0271883686584
a	0.0201667858243	0.468558120838	0.437095239635	0.0285447293782	0.0108450540903	0.00371591622019	0.0143272938166	0.00417843138872	0.00331249375147	0.0092559287781
d	0.0130077150695	0.259415699546	0.602920975878	0.0699785008594	0.0223750329428	0.00848271146033	0.00698113022317	0.00459009715498	0.00846248969728	0.00378565235554
ò	0.0108618419172	0.162603503849	0.604330123293	0.15320518302	0.0359691021876	0.0118277956554	0.00485872859037	0.00424535992834	0.0100989126594	0.00199943955274
n	0.0149776512391	0.110381118083	0.568260578431	0.236390802673	0.0400909049025	0.0111628246018	0.0048594299721	0.00294882734147	0.00543020256293	0.00549765169524
t	0.0224353452957	0.0679800551743	0.475873881077	0.277286274224	0.0694537716808	0.0122468876953	0.040748070913	0.0163547172271	0.00823534943619	0.00938565328808
a	0.0162649335069	0.0458237881314	0.295888211226	0.428431156741	0.111683755474	0.0152902352398	0.051211179728	0.0217169070109	0.00768076704317	0.00600907931483
t	0.00841020468279	0.0196648444091	0.194958463609	0.540492246247	0.164149478491	0.0241221324533	0.021616281928	0.010980508659	0.0101498278111	0.00545602991678
a	0.00918598762936	0.0107827659444	0.142151449116	0.489019131082	0.26757724683	0.0440881798844	0.0129525875653	0.00666400752756	0.0108067659676	0.00677189293584
s	0.00942694966312	0.00652108130347	0.076287462708	0.412146944694	0.404461478277	0.0654883858281	0.0096849194391	0.00428142692825	0.00647292539973	0.00522843428766
ì	0.0240869855896	0.00447852319782	0.0462336915073	0.298109030165	0.510020688759	0.096318690876	0.00929401256437	0.00307826777388	0.005058062168	0.00332206819556
n	0.0283561660043	0.00425786069727	0.0257911308178	0.251614665322	0.55292922092	0.107112031292	0.0173626705815	0.00338321373943	0.00329606412936	0.0058969885337
n	0.0151230356511	0.0172099581043	0.0181963431879	0.217451085641	0.577344656307	0.0795322508973	0.0309621337158	0.0149429571693	0.0108684584294	0.0183691360706
e	0.010778323067	0.0207835448326	0.00926751850857	0.129895850547	0.550462493436	0.173716825099	0.0464638980453	0.025672225862	0.0141528407235	0.0188065042114
f	0.00553037485567	0.0095463306742	0.00738012125752	0.076569794849	0.551063240479	0.2506673639	0.0530296877618	0.020588732944	0.0134378161501	0.012186542199
a	0.00538073855856	0.0063572192536	0.00646585080231	0.0491060726283	0.461449216826	0.3590985735	0.0639178264006	0.0218489044113	0.014562528626	0.0118130694909
ì	0.00501238968285	0.00438937501407	0.0041204260849	0.0247991827974	0.279281488209	0.555016595833	0.0837673418202	0.0253196055884	0.0103380142815	0.00795557126037
c	0.00378527994174	0.00787326541922	0.0064487157209	0.0228079424485	0.263154887336	0.531439425278	0.110476552333	0.0230493280641	0.0133986734747	0.0175659200796
h	0.0197435633034	0.0196565193183	0.00654890153723	0.0250189058962	0.275624330512	0.377706046293	0.163378520551	0.0469976922214	0.0335047397438	0.0318207782103
a	0.0242149280385	0.0187839995421	0.00345796980761	0.0154895826001	0.184472706637	0.314664339298	0.278093328517	0.0949498519005	0.0369435270602	0.0289297648797
a	0.0218303770548	0.00908974660737	0.00557073680774	0.0104551753752	0.0876206875477	0.314661628099	0.377894611039	0.1204488078	0.0280619272667	0.0243663142179
n	0.0275158438223	0.00742417117779	0.0147580383987	0.0141968163769	0.0571143448312	0.2766848653	0.398323785813	0.127741599867	0.0452418932556	0.030998648472
o	0.0166779095281	0.00653162448726	0.0156179782927	0.0151111217764	0.0416469198211	0.2372462943	0.397047075604	0.172565020822	0.0671769692385	0.030379078404
ì	0.00776707344803	0.00556388635309	0.00852801629463	0.010316949626	0.0289506259324	0.205325432767	0.365305039801	0.222811682607	0.10806141148	0.0373698817213
s	0.00510302440776	0.00560763941876	0.00830020417068	0.00632690923507	0.0177456719161	0.142004329589	0.3524785158	0.247168205269	0.163377004893	0.0518884942078
o	0.003585361769	0.00585754394132	0.00742829675069	0.00593739521969	0.0106995467374	0.0787038609297	0.272118044267	0.311866202823	0.197105895564	0.106697837583
n	0.0042672463974	0.00673054493517	0.008018731748	0.00712811802119	0.0081604854198	0.0476465776032	0.187941166289	0.339717690941	0.247056403855	0.143333014794
t	0.00504579744843	0.0111128940585	0.00774377725414	0.00616635380193	0.00755812355713	0.0293807704677	0.204848511336	0.295038245647	0.292606449285	0.140499060331
a	0.00354469294197	0.0099211062469	0.00398875690195	0.00454587577688	0.00826884235691	0.0227549166026	0.160143977319	0.246268566549	0.313110455762	0.227452796377
k	0.00518832450126	0.00713206092797	0.00678498720622	0.00460552959987	0.0060317665063	0.0175031496289	0.108707965133	0.21172535485	0.353023659254	0.279297186126
a	0.00656331289409	0.00731033906166	0.00785562924017	0.00593488482754	0.00422064927877	0.0123890150743	0.083026165851	0.169465822817	0.461287405751	0.241946769142
v	0.0058799186135	0.00479946454935	0.00482554262132	0.00661212948665	0.00368176875759	0.0101733897418	0.0449005150303	0.109428843272	0.567051206584	0.242647218547
r	0.00539078602043	0.0126597195407	0.00541376190762	0.00645001682702	0.00382174275022	0.00721069253033	0.0252230689681	0.073075044044	0.544002518395	0.316752643116
è	0.00321717366288	0.0174004149008	0.00473903064927	0.00593243858987	0.00559504210295	0.0111884425264	0.0153857119207	0.0499210393147	0.571675788332	0.314944928305
c	0.00316614489935	0.0195029073068	0.00915799323718	0.0142478898746	0.00594231721955	0.0162323650217	0.0210291292056	0.0362647423849	0.650978325444	0.223478197968
h	0.00735896705217	0.0261066452127	0.0134374858197	0.0197460767115	0.0104627764397	0.0179100728494	0.0262552469339	0.034955507795	0.642463374481	0.201303840723
i	0.00785036024932	0.0180393190857	0.00855535952212	0.0123463622296	0.0121711311588	0.0297172486436	0.0315918728393	0.038273690445	0.482739575894	0.358715073841
</S>	0.00495837215916	0.00988875638445	0.00572837661449	0.0083370243202	0.0089353402901	0.0400850478583	0.0401627507016	0.0403845791925	0.335792289547	0.50572746492
