 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.880070518	0.086173487265	0.0263269327896	0.00110676824583	0.00121011034196	0.000475670190793	0.000362624698582	0.00427388922265
u	0.769280788667	0.194011157355	0.0278229211299	0.00142655888108	0.00172718021484	0.000621798776538	0.000792013257884	0.00431757842052
à	0.500728131556	0.474908689452	0.018156821226	0.00115832643806	0.00152183853501	0.000457429073357	0.00118824731579	0.00188051151684
i	0.196642713343	0.749641623151	0.040135216878	0.00165428004159	0.00272988335765	0.0017508247821	0.00405427430648	0.00339117309905
m	0.086264852079	0.747649466384	0.139121036159	0.0122657300252	0.00358765550078	0.00222505887651	0.00484308569037	0.00404310676346
è	0.0485675556397	0.707061194128	0.217166843986	0.0183532601924	0.00217266260881	0.00110741089495	0.00365397398445	0.00191710051649
r	0.0303655868199	0.708312300709	0.231735689595	0.0191076796228	0.00166802898516	0.000799839791427	0.00601367390058	0.00199721163368
i	0.0314421921666	0.516432831236	0.367842749865	0.0655000553543	0.00692365548772	0.00185747420608	0.00681168597676	0.00318937528959
n	0.0253235942836	0.266499434512	0.590504721288	0.0979197229181	0.00955127931591	0.00221471447403	0.00412806239265	0.00385848503224
g	0.0386273870938	0.141714423017	0.655587879763	0.104157577053	0.0389108162386	0.0105135341443	0.00623632846315	0.0042520450724
h	0.0538512097902	0.0954551255523	0.585570036921	0.147018751431	0.0780387157929	0.0235888490137	0.0119166031187	0.00456069396504
ì	0.0362637786845	0.0686772937574	0.50647686672	0.246200850677	0.104896534892	0.0244140499647	0.0095169959591	0.00355362655425
z	0.0170184205802	0.0548356684045	0.44959293032	0.304769603759	0.129082648419	0.020381920631	0.009173292646	0.0151455242854
i	0.0113462056305	0.0497785744468	0.33872785464	0.365216005453	0.171983844206	0.031078865453	0.0115215209018	0.0203471427351
n	0.0101465407866	0.0279497638433	0.22463917768	0.462186095151	0.204753302469	0.0359299369843	0.0102928363113	0.0241023609784
a	0.00736013199248	0.0167545198914	0.14944093783	0.451624661184	0.271501422776	0.0676320468614	0.0087395472611	0.0269467400755
v	0.0158311853128	0.0114982011138	0.07509619348	0.417686513461	0.342983997879	0.105514562354	0.00899988774037	0.0223894539838
o	0.0205770695913	0.0135551162919	0.04579607147	0.356836892067	0.359867396893	0.155528210118	0.0262795101448	0.0215597300979
r	0.0109342802811	0.0121904309666	0.0270786365867	0.293258195336	0.342002066564	0.216411109773	0.0465274358596	0.051597841624
à	0.00741766509903	0.00712179793487	0.0180600130222	0.250396954845	0.309578011788	0.292207077858	0.0516516936665	0.0635667859227
s	0.00582064252548	0.00436316297212	0.0106104231007	0.181997710815	0.355903336396	0.310899147953	0.0823119358288	0.0480936410742
o	0.00456939507629	0.0104579428739	0.0160049495396	0.132863944872	0.297405155925	0.362352390384	0.12079535817	0.0555508467847
m	0.00407089373456	0.0124077069103	0.0163869864192	0.0814325462907	0.208539983435	0.395860172528	0.200100759297	0.0812009128416
e	0.00427563221965	0.0116597608054	0.0121781262857	0.0583425698316	0.158805600518	0.346155962109	0.303970222339	0.104612108027
o	0.00578523172955	0.0138703854775	0.0137241949692	0.0460092579899	0.0818762132127	0.336498581036	0.390152480113	0.112083662742
t	0.00415735245915	0.00774342169449	0.0107755741394	0.0205548480513	0.0566253282509	0.311751454612	0.460956785504	0.127435233214
s	0.00276057611288	0.00356150125939	0.00652422920929	0.0116487505467	0.0411223444003	0.282436838951	0.527776464168	0.124169290865
o	0.00230850425889	0.0082482922499	0.00726091076266	0.0123501222979	0.0292743518968	0.202642950397	0.539029342256	0.198885536915
m	0.0020819753085	0.00948151901813	0.00719282579089	0.0118377634569	0.0175591100389	0.172010057599	0.528648051419	0.251188715518
ì	0.0039229467863	0.00506676143067	0.0043964440869	0.0103353054806	0.0177032015263	0.151304761933	0.52857116114	0.278699421119
</S>	0.00576337261615	0.00520408684634	0.00478728992095	0.0134547658903	0.0221137035631	0.110673852666	0.50048499257	0.33751793256
