 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.924229173	0.0658730061	0.0028909192598	0.00128760387369	0.0010008325386	0.000611640913104	0.00107330395918	0.000454838366632	0.000734046001541	0.000154285342444	9.63721136485e-05	5.3049569288e-05	6.11601754847e-05	1.83504145599e-05	3.90722845531e-05	5.51419761449e-05	0.00136720717148
ò	0.880443875	0.102150006667	0.0038247919686	0.00240418452123	0.00270891088466	0.00252022565686	0.00225296783308	0.000941573414391	0.000837233881037	0.000255769419477	9.62385026112e-05	5.97733260714e-05	5.92664902835e-05	2.16277867503e-05	3.48068255806e-05	5.88209017634e-05	0.00132994438446
p	0.806558177	0.134999544222	0.0196653274775	0.00899078422194	0.00617381456143	0.00970054977247	0.00433447616937	0.00439003333803	0.00126261873064	0.00107032900945	0.000594656273669	0.000191551046909	0.000107081874698	7.13615868575e-05	3.9287718144e-05	0.000185243523375	0.00166517328865
o	0.572141026	0.321660752674	0.0524774559298	0.0135229940513	0.00720336627188	0.0110616750991	0.00431688375879	0.00584671093368	0.00203493148973	0.00159090202469	0.00125886145613	0.000303368489972	0.000370446491991	0.00232508674104	0.000303021685557	0.000389439340161	0.00319306642834
G	0.3183131674	0.541832294225	0.0876361547766	0.0197821842504	0.00652008745709	0.0076544181393	0.00280226124993	0.00311894468556	0.0018731151662	0.00114215293557	0.00104200851737	0.000379872247866	0.000395948775701	0.00303127050723	0.000390447098542	0.00138147459172	0.00270419449305
i	0.224521714	0.644892575008	0.0869329316589	0.0198826446701	0.00509750332762	0.00582269727707	0.00189409745151	0.00147364026905	0.00113560048461	0.000651758495822	0.00048419879019	0.000327546925577	0.000173880292959	0.00218664330261	0.000216306965646	0.00154944305117	0.00275682650335
o	0.146405573593	0.698007317269	0.123419177153	0.0151041294267	0.00592693536113	0.00226572607021	0.000993353630937	0.00098840186071	0.000728691298793	0.000330089140879	0.000205286613054	0.000186000476033	9.9084934034e-05	0.00190818704216	0.000148459914073	0.000630084869606	0.00265348284939
v	0.059169275051	0.68418006669	0.219078447251	0.0214859870856	0.00842227851411	0.00217565149542	0.00103799062588	0.000879754113803	0.00084334295158	0.000269979526333	0.000117312795802	0.000145445508703	6.38772848527e-05	0.000684526727218	6.7338162858e-05	0.00033899012725	0.00103970090481
à	0.034447463917	0.61187452063	0.30068876535	0.0291940746952	0.0140055296837	0.00469324868871	0.00147764930609	0.000816861161068	0.000817907931653	0.000255275845302	8.284774849e-05	7.27581294343e-05	4.45286839802e-05	0.000627559139389	7.6410391575e-05	0.00016473856729	0.000659840856866
n	0.0226084880657	0.545847919677	0.36289620205	0.0320346132851	0.0176362248669	0.0069300865018	0.00192107177483	0.000939434645489	0.000836080013011	0.00145736757556	0.000194508946119	0.000250759802645	0.000133733420181	0.000626160407982	9.9427145414e-05	0.000258038867481	0.0053298783894
n	0.0298291374552	0.492477113559	0.324800937683	0.066207724415	0.0428173158596	0.0195953324383	0.00597788873428	0.00263225288955	0.00150744538036	0.00256320368592	0.000597493397586	0.000631781942778	0.0004679637258	0.000515670842976	0.000297707312747	0.00123295478885	0.00784809015802
i	0.0341935216531	0.339832290653	0.378494708894	0.137327275292	0.0576687965039	0.0251121566284	0.00859334519276	0.00523134616624	0.00219835446021	0.00241797825331	0.00125059428086	0.000715913376236	0.000520483808662	0.000531450417901	0.000362252829373	0.00169878268446	0.00385079098113
j	0.0171263495857	0.230486346618	0.504802377631	0.157184072431	0.048756828808	0.0178488399761	0.00743759535092	0.00494685773208	0.00262312846407	0.0020888134087	0.00130981533101	0.000608461475859	0.000431066473494	0.000386685947356	0.000208233296326	0.00167483340429	0.00207971822296
ù	0.00938086574523	0.166206061333	0.514929301877	0.206677192344	0.0672930385493	0.0167875445967	0.00671682384431	0.00339270790876	0.00216146935039	0.00145670869458	0.000814250713109	0.000461423502893	0.000373851546937	0.000257649596197	0.000140192497703	0.00151287634394	0.00143803700459
r	0.00576296912894	0.0810899526377	0.496630925959	0.272231342315	0.10052816003	0.0232529582036	0.0086538378021	0.00334422144632	0.00231356163583	0.00144680524721	0.000683646684808	0.000296416896638	0.000284429955258	0.000183438707211	9.58759005421e-05	0.000828796110086	0.00237265582306
i	0.00503538118711	0.0457394749239	0.371951099453	0.376546874772	0.132372500477	0.0344903053945	0.015249379074	0.00766723605744	0.00332119798994	0.00263074171067	0.000839743566256	0.000395522467259	0.000284868251279	0.000158590673904	8.33902456674e-05	0.000525192559473	0.00270849600943
s	0.00469321504226	0.0313484725688	0.277966227951	0.449543294257	0.137960935026	0.0485044649648	0.023765284078	0.0101856176045	0.00452066806691	0.00349287110629	0.00114299028561	0.000972290177933	0.000395502367957	0.000138017848408	9.74934674318e-05	0.00375437578491	0.00151828537008
e	0.00240980939011	0.0257288846301	0.236553928697	0.446976160752	0.172369937542	0.0629136901883	0.0282474774327	0.00879251226683	0.00443905252524	0.0026544472539	0.000975471290377	0.00100130408694	0.000416404651887	0.000186417777647	0.000109293793384	0.00480793759904	0.00141728905381
o	0.00166556033577	0.010246775588	0.162469969652	0.419795742184	0.269514122447	0.0744849311961	0.0334728554109	0.0136026962423	0.00604785127595	0.00246161479703	0.000782889636506	0.000910286839747	0.000440433519783	0.000561338292727	0.000220910011309	0.00216097542424	0.00116107272202
v	0.00195268158892	0.00600127760753	0.133989511324	0.348136787328	0.315609549482	0.102659891132	0.0530179722703	0.0174917764474	0.00893050137685	0.00463133070641	0.00204815345344	0.00119535871398	0.000767140512851	0.000777031508116	0.000309745868406	0.00160667916269	0.000874639224107
r	0.00257043295066	0.00624915078946	0.100334114412	0.289747509109	0.356965879827	0.120763303911	0.0774684295568	0.0173523185825	0.0115678883923	0.00591852979314	0.00263364773661	0.00102235142119	0.00113562310224	0.000734998643643	0.000389816282829	0.0019895829678	0.00315643710409
à	0.00225473067557	0.00501522689043	0.0618197735047	0.244107463303	0.420421401276	0.129267129304	0.0821525490523	0.0264277825942	0.0126551639508	0.00540751730505	0.00173608215337	0.00084516697229	0.00107242432536	0.000702782385326	0.00044015346637	0.00180206213978	0.00387258346237
i	0.00188191249252	0.00304607480048	0.0394085961716	0.180598761168	0.372287919759	0.151457411035	0.108966908484	0.0959386635981	0.0224027268036	0.0115161443623	0.00311799506349	0.00272709570546	0.00252548871291	0.000951706591016	0.000487651887877	0.0011015046997	0.00158343641157
è	0.00216981240937	0.00306068727649	0.0316208820466	0.092855265456	0.276965773986	0.163292738012	0.165148926828	0.189144752066	0.0379592089945	0.0183362928074	0.00542753876916	0.00506044968249	0.00428061797774	0.00154924509914	0.000888683944739	0.00119851702065	0.00104062148043
s	0.00175120796081	0.00281871651222	0.0255016120649	0.0722384388187	0.225059524395	0.180316696004	0.201694524943	0.205142747155	0.0419223835582	0.0212171466558	0.00804684525372	0.00468970306483	0.00381012677261	0.00161824914225	0.000886057354646	0.00209292693094	0.00119309718952
s	0.00299674101337	0.00296322482306	0.0163114083698	0.0651251277396	0.209784074998	0.182872467001	0.271422641648	0.148954857918	0.0394408267727	0.0236109967719	0.00829150450391	0.00324193252628	0.00354980801247	0.00184607209595	0.0012227354424	0.00240845785379	0.0159571247986
u	0.0033721198804	0.00229411599142	0.00802115544833	0.0356437204432	0.155976779799	0.155180600667	0.315307734549	0.201739609906	0.0572261220442	0.025691033384	0.00705854467264	0.00277544774476	0.00338671210149	0.00234513417652	0.00142759107555	0.0016104231252	0.02094316245
ì	0.0017458018632	0.00159670116094	0.00403149262031	0.0146498100909	0.072244250613	0.117897080156	0.260954859116	0.366836090635	0.0868953693481	0.034338975348	0.0115958096002	0.00527233808825	0.00587693272816	0.00420921469611	0.00193161558888	0.00169344457351	0.00823019224312
b	0.0013456651904	0.00188993202111	0.0038553988085	0.0113372298234	0.051552022151	0.0906688109853	0.233885411305	0.419742513545	0.095300458916	0.0428893147827	0.0189038741601	0.00677018104275	0.00769318914132	0.00495866941837	0.00208068660076	0.0025700811809	0.00455654005859
b	0.00306902353973	0.00229463123917	0.00330919492723	0.0131392343111	0.0549073825637	0.0884079520618	0.279276514435	0.327361067182	0.104696924972	0.0594835871942	0.0223188929334	0.00687679251092	0.00758082632577	0.00506919162879	0.00269570818699	0.00313512538495	0.0163779498312
i	0.00359849024724	0.00199013526879	0.00170347679868	0.00891872780157	0.0366358694212	0.0680779138206	0.251545460478	0.317582085727	0.161873751524	0.0723301082647	0.0240854406311	0.00891254823697	0.00854467094459	0.00707392371093	0.0034584622508	0.00247969996258	0.0211892340403
e	0.00257918422441	0.00130616520866	0.000964032159227	0.00378127348092	0.0152827552004	0.0325547302135	0.153660059959	0.368351978576	0.243015789841	0.0835477449549	0.0319811834504	0.018522491659	0.0144435191515	0.011261991319	0.00608245103453	0.00234195488759	0.0103226960048
p	0.00219538982434	0.000943964077353	0.000897204571342	0.00377948128284	0.00916635104413	0.0257618955072	0.125792370986	0.310297246859	0.296708006614	0.0922407551183	0.0550752685501	0.0228783018463	0.0194505150458	0.0122992473663	0.00710863501284	0.0091436963374	0.00626166428165
o	0.00139993317901	0.000841426072851	0.00198630123611	0.00459284989068	0.00692137470891	0.0236238038011	0.118560985595	0.28123925602	0.341510874205	0.0917459471061	0.0653781333434	0.0181388978688	0.0157182096986	0.0083482438341	0.00388335486828	0.0118418095245	0.00426860246957
d	0.0011033375541	0.000862792189684	0.00237181555204	0.00326260248749	0.00433942769617	0.013786668715	0.087048133765	0.259728957073	0.361130370068	0.109751643169	0.0822830477411	0.0180358767296	0.0185350089895	0.00861889049203	0.00305428901609	0.0204285048942	0.00565864376141
d	0.00127066990177	0.00116540058851	0.00175501130398	0.00328929454396	0.00411918212019	0.016449364813	0.081444488275	0.207592048331	0.295721098223	0.179150223123	0.110273077914	0.0195836687965	0.0234565907298	0.0121680885727	0.0058398273167	0.0248574969098	0.0118644613299
