 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.7552567601	0.202638766056	0.021183742755	0.00180712182868	0.00137381869241	0.000836939760851	0.000272573285896	0.000230010943962	0.000440954369351	0.000359036944334	0.000820925559267	0.000486555442714	0.000877699514408	0.000782757994251	0.00055605216509	0.000362471267121	0.00017539250454	0.000256027892964	0.000210618718896	0.000740266401383	0.00578661777005	0.00454491628363
m	0.558258003267	0.318824949752	0.0884220684143	0.0042406542885	0.00596278384651	0.0011748880176	0.000690698750316	0.000378486078424	0.000542682485679	0.000411110112297	0.000877374636739	0.000798201289604	0.000938392410107	0.000839517017952	0.000607197553967	0.000541058171549	0.000258998363897	0.000783009197287	0.000557940011128	0.00117611467012	0.00669893321596	0.00701695510877
ì	0.341083816322	0.493779365917	0.135512495125	0.00596209559217	0.00731630603324	0.00102733104161	0.000735914081313	0.000351485519899	0.00041645941544	0.000278456743988	0.000546540159364	0.000716948992897	0.000428073878124	0.000430018963628	0.0004413960613	0.000381890111855	0.00019291648895	0.000807432124792	0.000575810046495	0.000873799400293	0.00319727589767	0.00494418454042
s	0.236462662061	0.575077456639	0.151544060308	0.0103048224281	0.00760951991748	0.000934996467277	0.000784003042179	0.000436265001988	0.000435180143785	0.000455234847347	0.000473346860374	0.000560934293439	0.000456883294126	0.000327327020482	0.000386253570296	0.000177270180637	0.000167026055497	0.000402373012826	0.000255111992138	0.000394875994851	0.00122870920162	0.0111257163942
e	0.1543628229	0.544452338213	0.246465460036	0.0251507099494	0.00991133716383	0.000816874615139	0.00122824530371	0.00050612087322	0.000346539864225	0.000475490769251	0.000312494198387	0.00045486175396	0.000426102320957	0.000218795585625	0.000286522115864	9.64388541066e-05	0.000150036961091	0.000263712768515	0.000143388314433	0.000222592028034	0.000554322682133	0.0131548217608
g	0.0624118859933	0.516160204071	0.337093508012	0.0563651935831	0.0164988747486	0.00154220488214	0.00124449733409	0.00043339386307	0.000260720640521	0.000282231868475	0.000236003005883	0.000294175660442	0.000285676273282	0.000147513597701	0.000249642634503	8.91139572394e-05	0.000129482881952	0.000807741908329	0.000168361580357	0.000156597096634	0.000345805760593	0.00479718281187
a	0.0309883097758	0.437179590024	0.400999387337	0.101026507354	0.0201283266455	0.00263241737863	0.00104397522492	0.00035986395194	0.000233513300888	0.000213775503723	0.000199399943502	0.000187026057897	0.000240459009266	0.000121557086525	0.00031690880857	8.7940885318e-05	0.000130243618423	0.000996512224281	0.000187107410306	0.000137120058899	0.000277956243597	0.00231209843605
p	0.0208450342519	0.343989492255	0.435440090446	0.139305623518	0.0461232391152	0.00425216223928	0.00263421161459	0.000686646582593	0.000222742246024	0.000152305753808	0.000160137088761	0.000142616057142	0.000163378876306	8.98364146287e-05	0.000324695485105	0.000219073479203	0.000130908192742	0.00269990681508	0.000302739543348	0.000214714173971	0.000491214752957	0.00140921914012
ù	0.0166187337	0.222198681152	0.486300266815	0.178581456773	0.0796746243984	0.00610894287576	0.0032140670698	0.000789094809464	0.000224060878656	0.000105575399643	0.000125497560916	0.000130232746949	0.000158041042242	8.57777756827e-05	0.000168065899206	0.000263588880366	0.000122155545991	0.00326829513673	0.000313325315143	0.000227651513895	0.000554107416443	0.000767725592245
m	0.0133496739777	0.117046498377	0.477666451605	0.221481080791	0.128059430893	0.0227625200426	0.00956463970087	0.00257321496509	0.000773763646567	0.000525985379008	0.000431301126347	0.000264299548832	0.000500939335176	0.000173752617867	0.000186394460966	0.000206205011587	0.000196857959984	0.00167983871175	0.000271915419974	0.000255151446985	0.000392628751361	0.00163743631466
e	0.0130395568816	0.0675451771723	0.395040343402	0.26186349793	0.202182066831	0.0329137166155	0.0153116358103	0.00356571042303	0.00103317772922	0.000728725102556	0.000568173859296	0.000561639953717	0.000605539252712	0.000205760970576	0.000292473615795	0.000187675342116	0.000238989971481	0.00115566694669	0.000318332512753	0.000284057466549	0.000346507117941	0.00201157524968
s	0.0118842705115	0.0455270030374	0.326205508534	0.284281541643	0.249959482144	0.0354545070052	0.0245328495114	0.00596020338768	0.00105884142234	0.000911864550212	0.000609598850485	0.000826405458239	0.000813793289651	0.000283787492609	0.000363653021855	0.000449240886212	0.000270323212788	0.00733673122089	0.000421817333239	0.000352077684437	0.000752870272399	0.00174362703967
e	0.0108618647755	0.0294939993991	0.210865390045	0.281496402148	0.348159635381	0.0646426580684	0.0279303792371	0.00694866386256	0.00120045459298	0.00113664246936	0.000682931667195	0.000758310200546	0.000928235953297	0.00033176366012	0.000411871173155	0.000543253675431	0.000275870963325	0.00939460005779	0.000439802327466	0.00037894793688	0.000892199945003	0.00222611776084
