 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.6525535295	0.2621656491	0.027448189732	0.003086133089	0.00517415124115	0.00498887560371	0.00304477594722	0.00133502013356	0.000832771650766	0.000698037403822	0.0063431031627	0.0323297455314
n	0.432287288867	0.427329445033	0.0647678131773	0.006674743519	0.00708277169182	0.00557717517258	0.00329777531929	0.00277300086496	0.00322355841379	0.00326307855365	0.00864250687013	0.0350808391215
è	0.260886535042	0.577287285678	0.111446469899	0.00685967894967	0.00555694392521	0.00383464479948	0.00190064806041	0.00343158400704	0.00364677832296	0.00388051328277	0.00587478639973	0.0153941427932
n	0.201384583134	0.607608159226	0.137543425673	0.00786479849856	0.00453983531034	0.00377269536465	0.00181864221865	0.00314102760784	0.00173227972129	0.00168069235362	0.00295188838329	0.0259619697494
a	0.136509970018	0.446364785742	0.321750579958	0.0132558517949	0.0174948550308	0.00407691809175	0.00231240844002	0.0189734156987	0.0029588730824	0.00370404164304	0.00300004266748	0.0295982558169
l	0.0606066944527	0.257032527514	0.517619430853	0.057678000473	0.0349468749103	0.00499382032525	0.00276823608374	0.0285366929135	0.00838186284275	0.00624592098908	0.0044087859583	0.0167811551988
l	0.0311673184576	0.146978401091	0.519429647618	0.177840019406	0.0573174216307	0.0109958191924	0.00640312013185	0.0166661883844	0.00974564733098	0.0054478509316	0.00530064887203	0.0127079041209
i	0.0467311055725	0.0886027091303	0.452333347006	0.257724594509	0.0858049531142	0.0192096899855	0.0115338782359	0.0176515105353	0.00583437632052	0.00477639061208	0.00462375467006	0.00517367576655
m	0.0487243248055	0.0726634036301	0.403368839735	0.30975332813	0.0884443817381	0.0219913666418	0.013437086468	0.0210449580056	0.00496369623104	0.00489483493953	0.00420927253011	0.00650449729941
o	0.0277620863832	0.04711574775	0.319633921112	0.369441125137	0.138493634059	0.0202758424273	0.011910622876	0.0169429080983	0.00541610752134	0.00661074552031	0.00714682200413	0.029250417778
n	0.0263743519097	0.04493955291	0.215699826504	0.335915974446	0.226784001186	0.0389104290224	0.0159663517387	0.0345343344652	0.00703228573764	0.0076415939965	0.011719015771	0.0344822424817
ì	0.0221639348919	0.03188814351	0.141426364183	0.286739934149	0.364421450095	0.0544140070741	0.0207411888796	0.0440294533559	0.00675045532719	0.00484576949985	0.008961050941	0.0136182263948
s	0.0132120035455	0.015417812642	0.0790637156097	0.28886262745	0.412314124365	0.0668985260247	0.0328521823265	0.0744154045348	0.00404268400144	0.00211036940037	0.0035535739346	0.00725698818819
u	0.00726137863737	0.00886023585	0.0500961973032	0.235799978903	0.448847555788	0.101357208208	0.0437093233622	0.0901427972209	0.00503588787021	0.00182515303786	0.00185515629384	0.00520914340493
m	0.00439502820712	0.00756860729133	0.0248585234024	0.148170965721	0.507870914556	0.147832304269	0.0488871859074	0.096216915683	0.00629273220607	0.00209052855862	0.00103584308813	0.00478045761718
e	0.0178667348704	0.0206425551544	0.0149317367821	0.0916334689737	0.481728556145	0.17714479769	0.0533692462825	0.117963762086	0.011124796637	0.00677448404234	0.00128500411424	0.00553485069479
m	0.0229893512805	0.0255137849888	0.00907696140737	0.0469657477912	0.451039135382	0.211925929097	0.0793976438075	0.119469263041	0.0164393417899	0.00988052834825	0.00173786778161	0.00556443559026
a	0.0155652184398	0.0259533465949	0.00717435641559	0.0249618534904	0.405503455794	0.243168306099	0.101068872603	0.1315976346	0.021575442142	0.0135765238219	0.00351078253247	0.00634420429849
i	0.0138129239082	0.026888158711	0.00339497782046	0.0121539718308	0.305926739065	0.2718533631	0.155775452734	0.151182037987	0.0322172078073	0.0178308614484	0.00430365603742	0.0046606562857
t	0.00684979989801	0.0142410401764	0.00276481845529	0.00509049186827	0.189303393415	0.295881281367	0.210193875645	0.217736885262	0.0356082202238	0.0140412879568	0.00435748531247	0.0039314350791
u	0.00455127543422	0.0139011045935	0.00241837327336	0.00286378839576	0.141914635665	0.272857465522	0.216147632482	0.269653143421	0.0466939484879	0.0190812519416	0.00567664264482	0.00424073883597
s	0.00417459823772	0.0135712086548	0.00235322423388	0.00207245374092	0.0948675298643	0.255963792174	0.217926347227	0.30412628134	0.065469309956	0.0238194241032	0.00864182549894	0.00701399800019
t	0.0040689285738	0.00766676419642	0.00324608695762	0.00397068256524	0.0726139354308	0.228751097945	0.210305951009	0.339329224247	0.077905950652	0.0200534756211	0.0125174140596	0.0195704913054
a	0.00439862880285	0.00599939440273	0.00263742638829	0.00475860624068	0.0590709023436	0.185677695535	0.234057935203	0.335296173082	0.100945750551	0.033553535727	0.0120671769079	0.0215367862003
c	0.0040381578424	0.00926510767928	0.00597021555535	0.00304924538743	0.0382385715232	0.160216829612	0.241478418368	0.327034364094	0.132732275184	0.0417585080757	0.016914721946	0.0193036118599
i	0.00722658955865	0.0125470070564	0.00717209311552	0.00234127286168	0.0249237798164	0.124595212791	0.237916260529	0.309031362365	0.177516082795	0.0553038594052	0.0239598859887	0.0174666095826
ù	0.00772764229195	0.00867705172513	0.00301060935731	0.00138148337056	0.0147293795055	0.078562778597	0.24620444579	0.295523316455	0.225397205665	0.0864418418017	0.0230422461762	0.00930198435887
r	0.00351669213116	0.00436733416822	0.00155159631817	0.000953964895587	0.0069101234025	0.0635014751123	0.26699316557	0.276258120552	0.232216741755	0.102761220934	0.0326232448787	0.00834628558162
i	0.00263841423323	0.00433670542659	0.00261462954686	0.00122588251393	0.00512553349083	0.0478910325228	0.222006510923	0.256442396351	0.222705318118	0.177619134911	0.0444548841396	0.0129395298739
a	0.0140107608714	0.00795736539486	0.00299512042715	0.00136615322398	0.00566065087294	0.0219675588263	0.123233731788	0.247865188417	0.217766292706	0.26777540677	0.0593623611799	0.0300393937913
m	0.0191857730718	0.00871014077902	0.00321267716318	0.00168555493026	0.00691956704478	0.0160944835054	0.097613545496	0.200221513339	0.189493381569	0.27513684259	0.122112697727	0.0596138020638
a	0.0104397164486	0.00995195101107	0.00328294503233	0.00180233515435	0.00695873253159	0.0129060135085	0.0818625674047	0.150107736646	0.181308561256	0.266944211863	0.194419905176	0.0800153114013
t	0.0068191035972	0.00988088618912	0.00295062106851	0.00140868029205	0.0053883774566	0.00870100610483	0.0612157297809	0.117952678609	0.171663598085	0.268053655954	0.249834160992	0.0961314856471
e	0.00592396306387	0.0117007416203	0.0027805170813	0.00132161155595	0.00430261452033	0.00688278337334	0.0464859550536	0.0854718004697	0.162199628628	0.276001565318	0.282600257331	0.114328536569
s	0.0067905325679	0.012461854998	0.0031518990057	0.00161116746752	0.00422473573421	0.00474438801045	0.0278725094312	0.0618117484766	0.150105670476	0.258014653106	0.345436770777	0.123774054676
m	0.00805501093097	0.0108311930969	0.00453142528239	0.00314724016691	0.0105882993412	0.00431947553748	0.0204494051091	0.0491791167789	0.112676014119	0.192546898102	0.374792150926	0.208883765692
à	0.00577493457612	0.00917326697817	0.00360203012642	0.00336096216117	0.0115231490887	0.00360113057729	0.0124600598084	0.0374258286863	0.092870060033	0.170969031167	0.409576885642	0.239662654831
n	0.00324399498344	0.00849355688982	0.00594483938477	0.0237378690255	0.0160415562123	0.00418028597123	0.0103302279389	0.0284509743561	0.0813910638477	0.160551170389	0.504340379614	0.15329406071
e	0.00487586052695	0.0174068834654	0.0164093922794	0.032319247509	0.0208644347925	0.00908812081748	0.0129968792931	0.030538409756	0.0801371571392	0.133369954916	0.456374810671	0.185618842137
</S>	0.00688833867948	0.0230537645107	0.0234715793927	0.0195845678945	0.0161770320562	0.0134535835867	0.0156174935926	0.032932512223	0.0828385255496	0.131024647738	0.380979274935	0.253978697669
