 	un	forno	che	fa	buon	pane	</S>
è	0.920395664	0.052325031866	0.0050952360198	0.0098795437141	0.00677331359896	0.000376810016966	0.00515439533346
n	0.84350276	0.107485692222	0.00694712771593	0.0110304195631	0.00703838768952	0.000476271926769	0.0235193350616
a	0.669235354933	0.256384763074	0.0156771648186	0.00803782591237	0.0223600329878	0.00138960629515	0.0269152657926
f	0.378021619578	0.526183519358	0.0363236705729	0.0128549743855	0.0279955376353	0.0017628715821	0.0168578344277
ù	0.171135114526	0.724962673786	0.0604364795576	0.0153561351818	0.014253065774	0.000834957239371	0.0130215858048
r	0.089408180672	0.703057521929	0.127323019119	0.0272289152073	0.0351029160909	0.00136323532283	0.016516206305
n	0.0593674707007	0.60110255891	0.216141751973	0.0437020482724	0.0409405637416	0.0155160382192	0.0232295592008
o	0.0532450124002	0.41366511577	0.400152981591	0.0718733962941	0.0243451341832	0.022082693079	0.0146356795225
k	0.0275140262701	0.240834786657	0.580890211197	0.104415494365	0.0233312910877	0.0123517030813	0.0106625075911
a	0.0189925700467	0.153232905352	0.540896365066	0.220114632055	0.0461071022359	0.00869865654037	0.0119577869038
i	0.0201629381022	0.0680883322307	0.362048911155	0.447622254018	0.0734313351053	0.0115837480847	0.0170624849001
k	0.0149010319761	0.0372378570569	0.247648622718	0.531863934673	0.104468682568	0.0147292764829	0.0491505849123
à	0.0141623123074	0.0227821743923	0.199394796906	0.492147925558	0.202119696589	0.014279399039	0.0551136926068
n	0.0123145316718	0.0171815400441	0.142923377435	0.466805077853	0.27178210833	0.0204541088577	0.068539253165
n	0.0262886733791	0.0476203238717	0.108547738652	0.389933105284	0.250515203243	0.0731197075859	0.103975241804
i	0.0328581996189	0.0531475935602	0.064879483264	0.328569255428	0.264607060988	0.166520844982	0.0894175520433
t	0.0142420397242	0.0193311861827	0.0358340130427	0.286469093409	0.341039050596	0.182036754301	0.121047855522
s	0.00611157509729	0.00832414109593	0.0301300745272	0.199200145003	0.400135202774	0.191633271607	0.164465590629
o	0.00475367256108	0.00504943611661	0.0241652363	0.135857690134	0.366168671624	0.292239840936	0.171765452116
m	0.00359020567649	0.0029207586478	0.0154043876707	0.10696478764	0.331833381657	0.334362934979	0.204923547039
ì	0.00441181348463	0.00237515792793	0.00901788746157	0.0686462230753	0.360958206584	0.319178980993	0.235411732193
k	0.00453118654388	0.00198477424598	0.00471390007786	0.0364525678718	0.288273592595	0.370184711664	0.293859255911
a	0.00779186445663	0.00387550208066	0.00634366097662	0.0306903680439	0.199851344532	0.374447206555	0.377000043237
l	0.00955920491321	0.00472002506422	0.00737779958054	0.025253850006	0.150420556797	0.403106607518	0.399561964679
ò	0.0069323691054	0.00309682829074	0.00558428503851	0.0151488998133	0.159891318819	0.451005522106	0.35834079096
</S>	0.0078066627127	0.00331792968037	0.00585025998426	0.0143818136967	0.21498489481	0.425753949453	0.32790449608
