 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.88316109	0.10664436978	0.0025528627361	0.00266359092714	0.00161248088843	0.00156754736313	0.000599086127845	0.00013232860284	0.000239327726418	0.000169177914736	6.98215360222e-05	0.000588309516958
ì	0.818642024	0.156336549493	0.00476244514377	0.00574423869318	0.00686235088231	0.00227681277908	0.000888307425452	0.000300834791422	0.000637316192554	0.00018213519131	7.05390406408e-05	0.00329644654434
o	0.6402500848	0.324981270918	0.010598796435	0.00650316779253	0.007716073385	0.00168491571037	0.000744187325647	0.00135665789939	0.000951577549758	0.000309141643751	0.000332347387502	0.0045717924411
ì	0.351015882665	0.574571514259	0.029412097165	0.00563620947751	0.00296873857543	0.00123532196297	0.00129985500656	0.00915768658013	0.00308384184391	0.00243488493287	0.00505619196306	0.014127814409
s	0.181662114486	0.697577180086	0.0590625082683	0.0131864339658	0.00279997491926	0.00269067946787	0.00148497415551	0.010713687307	0.00351939892175	0.00293077163133	0.00635992447185	0.0180123889772
s	0.131665379029	0.749884803362	0.0749870164228	0.0164953280379	0.00380896661858	0.00518011901229	0.00139690154277	0.00385051897746	0.00164399142426	0.00114960712439	0.00243902176279	0.00749835891094
e	0.0934648505089	0.689769929121	0.174146514674	0.0256753493153	0.00386467803693	0.00452060261636	0.00137622912694	0.00172537557123	0.00107475412074	0.00058790662563	0.00115987004056	0.0026339425515
r	0.0473302908488	0.61101800704	0.281172468558	0.0403487369051	0.0107153913793	0.00398755316139	0.00125208111123	0.00111648237514	0.0006316866154	0.000313132433032	0.000827577858319	0.00128658108901
e	0.0291023705723	0.430803105147	0.440856314853	0.076520338835	0.0141227210654	0.0039993391432	0.00129908278074	0.00091649471131	0.000438803685447	0.000204052405434	0.000700731907449	0.00103662354364
k	0.0188797165135	0.222893088516	0.578814906284	0.145156001745	0.0198018199438	0.00718791236213	0.00158359868985	0.00112709570373	0.000538359290276	0.00024469716483	0.00110304059212	0.00266974312532
a	0.0139399665965	0.134394950792	0.584429852761	0.225253324582	0.0249137540079	0.00864196030071	0.00189673607202	0.00119956077034	0.000544292942379	0.000244638679695	0.00122890869839	0.00331204423531
s	0.0103969865548	0.065424047684	0.51075742692	0.359305788194	0.0347659974026	0.0117358314602	0.00205449342541	0.00105701427691	0.000547822854613	0.000255405017893	0.00116947848843	0.00252970968293
ì	0.00586112553287	0.0363774350147	0.336868816973	0.552701340731	0.0461724592675	0.0141638224534	0.00292397203947	0.000962227399037	0.000577144258791	0.000272115066427	0.00114829996138	0.00197124398684
m	0.00545471683626	0.0176101458449	0.235226997324	0.656847179577	0.0491714980892	0.0228920830445	0.00594488509949	0.00126324972658	0.00140337678812	0.000656896008598	0.000985105633293	0.00254387153792
b	0.0256561376841	0.0245932777494	0.180553015441	0.557067235192	0.0793630608631	0.105256599301	0.0116515403785	0.00507700855609	0.00370938463631	0.001868090298	0.00181468006295	0.00338996996754
