 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.908831966	0.08412629209	0.00433999386625	0.00053060511655	0.00087484395263	0.000473070963097	0.000270499706026	0.000154317149608	0.000398406693658
t	0.837038504	0.14422921543	0.00957128224875	0.00117377741932	0.00237526326726	0.000583721847566	0.000341378213792	0.000710178362543	0.00397669188561
t	0.761078878	0.191746341477	0.0343905425496	0.00294745700557	0.00291361322274	0.000386215617755	0.000478870477924	0.00103135592834	0.00502674657865
è	0.559939621333	0.366594087826	0.0649771242232	0.00359801601319	0.00188503257211	0.000216004071765	0.00047219341899	0.000573702098807	0.00174423756177
d	0.346280734778	0.496383326875	0.127662149181	0.00987843614	0.0083317032339	0.000859582510008	0.000493246442491	0.00105235974512	0.00905846128793
e	0.201156708833	0.598488685225	0.160115318127	0.0142860196809	0.0113938675472	0.00123235750361	0.000545608173209	0.00123789727007	0.0115435369258
c	0.109927349551	0.600521639742	0.207602362042	0.022962333153	0.0119231440797	0.0012944930726	0.00044780772329	0.00386822318422	0.0414526513935
i	0.0988470239943	0.570075869914	0.235281390681	0.026459263251	0.0115139629026	0.0012101188165	0.00039634336721	0.00472077099059	0.0514952688835
d	0.0667292520214	0.499564773038	0.357332429294	0.044036814617	0.00949053002753	0.00130619151487	0.00027620880017	0.00353169649401	0.0177321195563
è	0.0328436605671	0.366648738746	0.484636765098	0.0905833640723	0.0137649366065	0.00175303441649	0.000246764946346	0.0031523007552	0.00637043523274
t	0.018287519505	0.317056529782	0.535607777699	0.107760982091	0.0141091344222	0.00167467793783	0.000373360645371	0.0012660815556	0.0038639304529
s	0.0135747296257	0.203429448394	0.627597062566	0.111593519555	0.0146660148663	0.00967770009061	0.0126669454408	0.00213239792392	0.0046621844467
a	0.0171192227144	0.122359494165	0.475576372189	0.280938637443	0.063327297821	0.0171683362151	0.0173242380186	0.00269348280336	0.0034929293282
m	0.0123587659773	0.0646215880883	0.326419691063	0.457618066081	0.106936939894	0.0157970968717	0.00784564592953	0.00274158949479	0.0056606151106
o	0.0124327342294	0.0361704063628	0.235625423441	0.48981350296	0.189898672851	0.0202976932239	0.00499922210518	0.00348712602933	0.00727521597789
k	0.0125813877043	0.0191790679376	0.1388335837	0.480801016587	0.302490582284	0.0266519513613	0.00403451840039	0.00727724477984	0.00815064268752
a	0.00758774559163	0.0126766704559	0.104267735613	0.421134920596	0.381387984495	0.0523365755271	0.00508209408146	0.00769721514988	0.00782903778349
s	0.00567960041481	0.00916191838983	0.0530221761177	0.371381994799	0.455881592832	0.0798238303957	0.00810182552849	0.00816043469683	0.00878660911148
ì	0.0030564613472	0.00542446716381	0.0280854168059	0.270979580133	0.543680588277	0.119198196132	0.0118905897562	0.00873054373916	0.00895414615004
m	0.00205324423227	0.0043668225448	0.0154378435286	0.184688017178	0.556719412092	0.182141656444	0.0183563084387	0.0191147438897	0.0171219405315
m	0.0236734263653	0.0136932411191	0.0371379498609	0.169959281459	0.433143978697	0.233705778148	0.0308218212396	0.0288658721379	0.0289986492795
e	0.0316461719084	0.0155316046377	0.0407571756333	0.108039009966	0.302830335566	0.368914869716	0.0854022340332	0.0223721593733	0.0245064406325
r	0.012001270477	0.0100719855151	0.0179854098994	0.0696955591353	0.290049035855	0.413814759905	0.124573077231	0.0311118546818	0.0306970436608
i	0.0059412360732	0.00983746583697	0.0133590787354	0.0614982673964	0.262026334552	0.399945204635	0.17731798121	0.0374818186273	0.0325925966516
p	0.00453771203107	0.00610154899386	0.00859133324673	0.0415456721501	0.170139867384	0.438328502212	0.236841665737	0.0580440083358	0.0358696739892
à	0.0107398254418	0.00354720280782	0.00443524331871	0.0289508876034	0.130898384728	0.471822964471	0.247958734646	0.0665143703053	0.0351323850897
m	0.0120330048049	0.00326642424467	0.00321995896404	0.0136197562345	0.085196399376	0.46556348389	0.308057329215	0.0763895904684	0.0326540605586
e	0.0061022402611	0.00324760035789	0.00347073557335	0.00791084224217	0.046679646992	0.36315753503	0.373382838738	0.133581386569	0.0624671689682
s	0.0049337623587	0.00379161843652	0.00398502677438	0.00680788805006	0.030397058484	0.262404343143	0.429215533246	0.173574659123	0.0848901010761
t	0.00452165879643	0.003789871276	0.00812147536509	0.00692824752962	0.0222662570253	0.191254223481	0.493240468415	0.184238365574	0.0856394377787
i	0.00454196586334	0.0030088117986	0.009849860356	0.00512667849267	0.0150860969591	0.165343237194	0.424706585338	0.234648438125	0.13768833086
s	0.00416609331865	0.00413215248087	0.00677262579973	0.00447175333442	0.0139690445837	0.122273756731	0.357043136979	0.317633596708	0.169537841153
p	0.0110808789267	0.00580817302423	0.0109314715289	0.00702013060994	0.0108611064562	0.0884882821637	0.333830252793	0.355147143436	0.176832561118
i	0.014282221917	0.00827271381922	0.0125294170062	0.00753684057629	0.00919934939353	0.0808720032812	0.221415841998	0.388379493679	0.257512110706
à	0.00888068473813	0.00854911277494	0.00895336528669	0.00431821336294	0.00826468295498	0.0571916567337	0.143672792533	0.46357439256	0.296595091302
g	0.0077902303001	0.00600171829811	0.0094263656899	0.0229118779752	0.0109747935012	0.0576320813579	0.165074000884	0.50753355952	0.212655368774
g	0.00772005750875	0.0088616289239	0.0110712324524	0.0389678798804	0.0146130535182	0.077696572062	0.167131107001	0.51690072004	0.157037751065
i	0.00822880145425	0.010132367143	0.0104930377959	0.0273424474443	0.0127801648888	0.0708693367031	0.10912318598	0.454322951813	0.296707707688
a	0.0220110139521	0.0151522209544	0.0170902353236	0.0202456007263	0.0173634270137	0.0469161370248	0.07086531118	0.379432638204	0.410923408763
</S>	0.034532656222	0.0226730060318	0.0251010855468	0.0207147088778	0.0231253288912	0.0369896824184	0.0566000738	0.378546581102	0.401716875082
