 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.6249754117	0.2769886835	0.03656916387	0.0015875427603	0.0010087292223	0.00201299061042	0.00185469939878	0.00357581949006	0.0514269833747
n	0.379569864467	0.4891765625	0.0632836583967	0.00464732786277	0.00139889453363	0.00221745298461	0.00192997928296	0.00452325169456	0.0532530241238
è	0.180299617549	0.684221338167	0.103800698332	0.00597906932092	0.00114173523854	0.00108685027716	0.00101007692969	0.00255695178188	0.0199036918454
n	0.087005199523	0.734788676722	0.142785837377	0.00594058131631	0.00230732443018	0.00143628261255	0.000643980650871	0.00146852507793	0.0236236184452
a	0.054381378201	0.572092200907	0.313599041392	0.0183983170881	0.00849156708873	0.00506557353742	0.00148152915976	0.00162085485223	0.0248695362252
m	0.031782998867	0.315604270269	0.572895446464	0.0387659798894	0.0158785300689	0.00719582716784	0.00195732110852	0.00197048899924	0.0139491181446
i	0.018331897489	0.15701013599	0.664006067088	0.109766204163	0.0235331903183	0.0112782328433	0.00284537128077	0.00204554203392	0.0111833273465
l	0.0104366083963	0.0744838988033	0.614219583296	0.197708387121	0.0388699000728	0.0216899465418	0.00325118514939	0.0323960518171	0.00694441569893
ì	0.00832850391677	0.0397104999411	0.559570855765	0.25362087104	0.0678733744909	0.0217808166739	0.0019911815016	0.0423740318241	0.00474984876972
s	0.00766229919626	0.024180994227	0.507684401255	0.328160822213	0.0854443542303	0.0202225913646	0.00312633453453	0.0152636152377	0.00825457242495
i	0.00879630158742	0.0179483952957	0.352947833685	0.375897405004	0.190553060877	0.0315531824449	0.00579656313238	0.00650019852483	0.010007053158
m	0.00782397008514	0.0134193492046	0.191698231495	0.444416275668	0.256046664492	0.070970264125	0.00594150184013	0.00340918536254	0.006274557652
b	0.00388309098838	0.0115632269606	0.104189366538	0.574305035889	0.211129915297	0.082306681717	0.00463714861338	0.00350336284818	0.00448217441053
r	0.00308801680946	0.0114905724026	0.0572386163193	0.65043957063	0.210681892166	0.0533621245843	0.00613217438779	0.00515067731539	0.00241634341558
ò	0.00548819867115	0.0106838052342	0.0393851791998	0.492318887943	0.340674593522	0.0897515203448	0.0137224873393	0.00478608396713	0.00318920728073
s	0.00672405078553	0.0110983241088	0.0277782137039	0.301451085714	0.393513523841	0.201784758028	0.0213902774798	0.00922852506171	0.0270312115838
t	0.00854891636579	0.0109774156283	0.0252097340847	0.257453376325	0.306265083947	0.302940965076	0.0297599466533	0.0159265419472	0.0429180161715
i	0.0126772692427	0.0118946574214	0.022350275621	0.175156138728	0.285276040382	0.350785028492	0.0882644905511	0.0202198341691	0.0333762643318
n	0.00956577440565	0.0089179264585	0.0163808732875	0.085925666981	0.202560384194	0.470378480164	0.122581237384	0.0455183763964	0.0381712740619
A	0.0693386027413	0.00566498944887	0.0095768384915	0.0392585521107	0.103167861523	0.557979303655	0.126675710861	0.0558444451121	0.0324936930286
n	0.0897504435345	0.00417576038967	0.00646215149697	0.0197721289689	0.0750413173657	0.592795464818	0.134368955087	0.0397076542507	0.0379261264329
n	0.0365348380138	0.0039923717288	0.00566567916139	0.0179779010263	0.0656683877619	0.507304762273	0.146436942696	0.0743693433502	0.142049782664
a	0.0202459350715	0.00418350580646	0.00698008595153	0.0213615536634	0.0471212599806	0.287260411624	0.296600935765	0.122416881783	0.193829427688
à	0.0137317347925	0.00483479185415	0.00684264254118	0.0303221174785	0.0240582399802	0.166734265475	0.447047856755	0.156016548661	0.150411787363
t	0.0107356232295	0.00491540043557	0.00477936263739	0.0254275582182	0.0105662095187	0.201106289425	0.396026529418	0.227296127287	0.119146884821
s	0.00969309611561	0.00469120104726	0.00627498934613	0.0121648434226	0.0099293078929	0.20724464893	0.270808241139	0.345457985096	0.133735669774
e	0.0088942323203	0.00420762019197	0.00893001462011	0.0117822729714	0.0118658146363	0.107806443163	0.22208758398	0.392216188365	0.232209831591
t	0.00491995724567	0.00334427500248	0.00809222363756	0.00993200454814	0.00986788570837	0.0788949164523	0.21276733226	0.408498850788	0.26368257633
ù	0.00350836805443	0.00279542394165	0.00622146434617	0.00531853326659	0.00674163367692	0.0573352012242	0.182965706353	0.531233873596	0.203879809457
o	0.00881931349444	0.00259514441348	0.0120381870706	0.00850287289906	0.00615849405104	0.0274602938697	0.128559001938	0.547748806665	0.258117873806
</S>	0.0144370262322	0.00339930086314	0.0189636897078	0.0132026074955	0.00797279588082	0.0227450607171	0.0954172773	0.482435806533	0.341426407763
