 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.646793398	0.28008654368	0.0382787451646	0.0127390060544	0.0033676673699	0.00663215957491	0.0121024739171
a	0.54797103	0.375179946873	0.0423504872815	0.0123386640248	0.0037599128667	0.00635666907734	0.0120432900335
n	0.397095502067	0.535113036824	0.0469809533872	0.0091356995476	0.0026032382467	0.00289637212709	0.00617520603383
o	0.290061040956	0.599654187275	0.0916766472624	0.00843361585253	0.00200649246383	0.00182055483282	0.00634744219516
n	0.203800326205	0.606984689425	0.164895553954	0.0107804900008	0.00243575422348	0.00251714509856	0.00858602985319
ò	0.139037733682	0.540020684142	0.289820649518	0.0179300717456	0.00317655437176	0.00265503528965	0.00735927774307
n	0.127447013807	0.472792356381	0.366898843839	0.0174527712605	0.0029955456173	0.00201390223928	0.0103995761718
t	0.0625010424523	0.472935415127	0.411603953946	0.0181159904135	0.0128933280799	0.00887436837536	0.0130759102801
a	0.0271731735541	0.370903439176	0.512453781649	0.0515224861045	0.0207470177177	0.010432582455	0.00676750235732
t	0.0172226504065	0.267144364612	0.53668884255	0.145675414835	0.0172104769426	0.00571674305127	0.0103414781779
a	0.0163877964146	0.173572088811	0.502483297117	0.252461012012	0.0340968310775	0.00585818094209	0.0151407694234
s	0.0134608432189	0.088484599593	0.465868442772	0.368079958071	0.0456073131058	0.00501199022503	0.0134868468304
ì	0.00829107866297	0.0435359039057	0.433112230384	0.42109309389	0.0735111854619	0.00733339938674	0.013123112909
n	0.00791999227592	0.0276305752879	0.422735346655	0.411575461763	0.0914354115406	0.0158152254406	0.0228879783057
n	0.00946992561597	0.0332924442986	0.36936197478	0.370659262454	0.0894748108202	0.0742215022869	0.0535200643232
e	0.00887751170772	0.0308803771275	0.25357415029	0.356876201485	0.158526677047	0.105560911586	0.0857041580785
f	0.00849287520171	0.0181648152805	0.183382966565	0.410981047495	0.197898031949	0.0840503858593	0.0970298654908
a	0.00837342528237	0.0109393260075	0.132295529013	0.378860877192	0.26303637605	0.1106686229	0.0958258217016
n	0.00855440868346	0.00908061598137	0.065357852007	0.364995679157	0.312646830683	0.124392629933	0.114971974701
o	0.00848410604115	0.00825094909399	0.0376802104086	0.352455941672	0.300703891894	0.169601233558	0.1228236871
ò	0.00615274902672	0.0059604724814	0.0218026216174	0.259738912681	0.322126972591	0.277746819699	0.106471469367
k	0.00547598808371	0.00589605145793	0.0131286240054	0.18161253592	0.320512940757	0.378560024566	0.0948138324557
a	0.00553422724837	0.00697830340738	0.00971797944847	0.141075199029	0.287335129052	0.371774272322	0.177584875752
v	0.00704633083679	0.0131896548958	0.00844855474109	0.11142094281	0.210330197144	0.384613324907	0.264950987984
r	0.0126966671586	0.0137060993281	0.0055943630987	0.0664919415767	0.139660442155	0.425918422169	0.335932067328
è	0.0141088060963	0.00797998445383	0.00473294756547	0.0451473206296	0.102421263632	0.459066721923	0.366542958009
c	0.0273004830567	0.00897110718821	0.00457422204389	0.0346646137505	0.0703429233373	0.553300367974	0.30084627497
h	0.0355794074603	0.00925173035807	0.00969818507286	0.0194906017602	0.0487704451058	0.602106540658	0.275103090657
i	0.0206785571939	0.00995562014002	0.0137966534715	0.0331483057924	0.0561030676959	0.472588091686	0.393729722219
</S>	0.0137233417939	0.012577715157	0.0130501757436	0.0501174861547	0.068000262939	0.326666142043	0.51586489611
