 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.924945379	0.05792636257	0.011284911007	0.00159558629073	0.00117708526777	0.00157993904345	0.000365432261801	0.000177737701325	0.000341434298127	0.000606127464262
v	0.826917139	0.07911476019	0.0727618363517	0.0117990593871	0.00267599892812	0.00408178123199	0.000393932603584	0.000314825325392	0.000572786753641	0.00136784324018
ò	0.591589735	0.23237696573	0.150915073731	0.015402079103	0.00298059460604	0.00406721503818	0.000237137587255	0.000313001744051	0.000471574269209	0.00164660386959
e	0.346600892733	0.36881242931	0.21532313435	0.0220107981943	0.00324972594401	0.00370837655225	0.00157836440574	0.0109426989192	0.00935619025702	0.018417379137
n	0.186324649978	0.310846631903	0.382892078117	0.0354424403048	0.00904427256	0.0111509226494	0.00224201968372	0.0144973134792	0.0131448557907	0.0344148033217
ì	0.107442196599	0.192357438034	0.594783414706	0.0487165180816	0.0109457077867	0.0119082982108	0.00112364164007	0.00500322239425	0.00532904686315	0.022390511665
m	0.049739744333	0.113554344298	0.696783405569	0.0826580422072	0.0176715187289	0.0142567859779	0.00235293474672	0.003558249611	0.00365669353565	0.0157682784184
e	0.027136643991	0.0781003427793	0.637696678523	0.163519823669	0.050547513243	0.018554905256	0.00346461185564	0.00390049434847	0.00329576830616	0.0137832091768
a	0.022565011457	0.0556321842531	0.410788602548	0.35789288789	0.107915904481	0.024363370622	0.00739959798608	0.00339131804962	0.00226438067121	0.00778673042986
n	0.0139592281703	0.0274161664377	0.194720974489	0.475720341297	0.21097025416	0.054810285874	0.00921832028483	0.00267649720281	0.00283339600369	0.0076745365872
k	0.0105138643008	0.0221443238526	0.120006871676	0.396853119766	0.32696625372	0.098800905358	0.00744160002161	0.00445909714294	0.00491084666856	0.0079031226152
ò	0.0098868362536	0.0173226301109	0.073267218472	0.413728189922	0.36628525124	0.095760555886	0.0078422484386	0.00542844945911	0.00456562394199	0.005913002581
r	0.0052268879474	0.0097476726723	0.0419392842907	0.532491889974	0.32197480808	0.0704220708953	0.00677910797027	0.00347278598784	0.00293633059078	0.00500918091427
a	0.00472599170467	0.0079569945461	0.0304634152469	0.450646147325	0.380017202027	0.0963010253984	0.0133574238961	0.00748404387795	0.00362713329257	0.00542063591649
p	0.00460623801016	0.00965008327737	0.015375338959	0.271809637642	0.522512664676	0.131554165399	0.0240494386987	0.00852293090398	0.00792918648219	0.0039903174319
r	0.00247248850673	0.0111658270785	0.00990030738033	0.193451235347	0.549809692892	0.160431914	0.0262508397662	0.00849485382666	0.0127030141777	0.0253198305875
ò	0.00227967911699	0.0103362675702	0.00663272398344	0.145992621849	0.530640468297	0.193950577733	0.0511202584821	0.0170716233402	0.0102353340242	0.0317404499008
n	0.00177816963302	0.00906992779137	0.00505352025048	0.133796383916	0.470314414099	0.241025882644	0.0969211423207	0.0174586699027	0.0061738889254	0.0184080095597
t	0.00179558350663	0.00732616398413	0.00508472546885	0.113194852139	0.387188656966	0.290567587615	0.0951325704402	0.0331638166656	0.0404687522121	0.0260772873394
a	0.00299013364181	0.00468538328175	0.0037717830463	0.0573348453203	0.281565669989	0.357381126005	0.128498377347	0.0840212276465	0.0545278956364	0.0252235390286
n	0.00274442804207	0.00471460945772	0.00311152091186	0.0280726286454	0.187224032063	0.422780259668	0.202766475516	0.0870520479888	0.0341245324435	0.027409445512
g	0.00396751708645	0.00634539068469	0.00976310050985	0.0219218156365	0.156791250688	0.445039415089	0.181739879012	0.0907347809829	0.0505783856618	0.0331184401967
h	0.00466112918118	0.00582166066055	0.0117990430784	0.0197236107608	0.138488054896	0.417713587476	0.170469808744	0.134134172288	0.0641054014813	0.0330835187878
ì	0.00448911861579	0.00420216899886	0.00540893587583	0.0140632039589	0.117906205632	0.371255713539	0.217678338681	0.188517009909	0.0469973501438	0.0294819590266
z	0.00397560603209	0.00324365647528	0.00299163563128	0.0109732850063	0.0982892064773	0.394775507646	0.24066472676	0.191567499303	0.0246624555246	0.0288564161475
i	0.00327573501886	0.00425381909142	0.00331139462909	0.0092031203883	0.0725215017831	0.328371353549	0.292923841187	0.218281431501	0.0315739705349	0.0362838236298
n	0.00405429703478	0.00622861468367	0.00452212267346	0.00906993406097	0.0365333323317	0.253981390583	0.353076505062	0.243142951167	0.0470878846916	0.0423029570786
a	0.00503959185142	0.00756769176508	0.00455728447559	0.00811688825332	0.0218990994639	0.206379411861	0.376592959687	0.264703582056	0.0559364634105	0.0492070172282
r	0.00493935099002	0.00697578837464	0.00375828722966	0.00503667477264	0.0127549046146	0.13946830802	0.360780935896	0.328189124685	0.0715655600702	0.0665310577827
t	0.00269031834765	0.00417443130764	0.00295731661344	0.00554264432424	0.00855698794607	0.139728373507	0.257415886325	0.350928888895	0.140417303023	0.0875878347742
i	0.00361052960608	0.00334118841663	0.00238322646143	0.00596527059231	0.00552985582989	0.0960167177757	0.188046779402	0.361893212965	0.183426847008	0.149786359825
s	0.004731982622	0.00399683045412	0.00337541294842	0.00323470580037	0.00465485314776	0.0524531680986	0.180522162201	0.381309662322	0.170629829336	0.195091381608
t	0.00304054439954	0.00304146960738	0.00366823472027	0.00217259568136	0.00336128313259	0.0422986403882	0.132446027127	0.404733394374	0.238826228445	0.166411579069
e	0.00794102644105	0.00257984058752	0.00260897176568	0.00209907105422	0.00253043525793	0.0317368352514	0.103909274169	0.352618414858	0.268023486815	0.225952656023
s	0.0108793763416	0.00382036066818	0.00440370746032	0.00164733385151	0.00270053301811	0.0204295422705	0.0918986841897	0.328449332753	0.253154342072	0.282616806741
e	0.0128864369343	0.00551677291497	0.0055251590676	0.00190041578988	0.00280860250757	0.0144619055368	0.0723818621299	0.272985812318	0.304632292491	0.30690074914
t	0.0139140466828	0.00596973824198	0.00482098560025	0.00198076155863	0.00258566332472	0.0104973579723	0.0631012088433	0.218504640839	0.36621149843	0.31241409494
