 	sicuramente	stanno	ancora	svegli	</S>
s	0.910943601	0.0793666153	0.0019441351503	0.00301198757771	0.00473362885673
i	0.861404942067	0.129055986387	0.00201689457333	0.00271224213845	0.00480992877388
k	0.750111165356	0.240846332842	0.00373590281647	0.00166704750498	0.00363956031204
u	0.684463131652	0.302257065547	0.00687402895549	0.00298964791868	0.00341614149457
r	0.576490210684	0.397852277382	0.0133635936018	0.00406142642525	0.00823248861435
a	0.438022449828	0.498271751661	0.0322079778139	0.0147922106491	0.0167055964012
m	0.335813262543	0.556073754554	0.053548720218	0.0241282048264	0.0304360506305
è	0.201218235702	0.652057670185	0.0882555643727	0.0209395019963	0.0375290238276
n	0.153325128842	0.687712599395	0.106616049824	0.0216261153396	0.0307201113867
t	0.126979544474	0.681973259798	0.132991019008	0.0357634244892	0.0222927540822
e	0.117635752821	0.579841114213	0.187042249136	0.0946246525064	0.0208562331674
s	0.0991941954213	0.492449174258	0.250425756779	0.110988747336	0.0469421265789
t	0.0630305787984	0.488881976769	0.316534483726	0.0741573100227	0.0573956545494
è	0.0635664329697	0.374743007599	0.370148337642	0.134551709882	0.0569905316778
o	0.0563182393606	0.18097259168	0.463661763881	0.212980730724	0.0860666836299
n	0.0409587215065	0.0819347884527	0.46069539836	0.282352267841	0.134058810239
e	0.0500493122818	0.0446540429589	0.434252411087	0.34389406352	0.127150160946
a	0.0472224260273	0.021426298835	0.406891478729	0.38820717208	0.136252633675
n	0.0310883211266	0.0103339809934	0.27862807331	0.46528210906	0.214667520585
k	0.0642257285824	0.0223957311536	0.212000682557	0.39070475612	0.310673086328
ò	0.0809096908235	0.0318176650219	0.262341339639	0.334685302973	0.290245984043
r	0.0416750517334	0.020405958399	0.289621773613	0.436514613658	0.211782591081
a	0.0310391856633	0.0300432454774	0.263218347678	0.355304414793	0.320394791027
a	0.0596934486278	0.0425169904746	0.202409398479	0.287020681638	0.408359475409
t	0.0782542332812	0.0374792506912	0.106635804073	0.400490720746	0.37714000047
s	0.0663138237902	0.0418972842827	0.122250809224	0.386919340315	0.382618745823
ù	0.0510892035577	0.0495420921132	0.153907430741	0.333366876905	0.412094388541
n	0.0464578456962	0.0369427472207	0.110531834334	0.409942395635	0.396125182314
n	0.064193814066	0.0263362252397	0.116687114965	0.420291214945	0.372491636905
i	0.0704795054268	0.0514185301571	0.139807978675	0.318213494615	0.420080493235
t	0.0725847570247	0.0792289255392	0.107921745332	0.319680604105	0.420583973945
i	0.140101646603	0.0999289622131	0.0942465902233	0.259928479435	0.405794311248
</S>	0.194831669257	0.114553904597	0.104095012801	0.148800258818	0.437719134624
