 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.863400164	0.11110001574	0.0070891171852	0.00154111731031	0.0016971201647	0.0017759112483	0.00102593541679	0.000642575859415	0.00325233782043	0.00847574133957
ì	0.663146559067	0.29938339518	0.0149732829817	0.00252910700904	0.00360653350135	0.00264898562131	0.00111887890283	0.000624647673085	0.00351945064883	0.00844917615537
s	0.466348959156	0.482849623727	0.0286288999139	0.00287740804461	0.00352088881284	0.00211751476782	0.000904494488624	0.000328800444938	0.00889120474688	0.00353222217185
o	0.286542190604	0.607649540576	0.068420614838	0.0174288664382	0.00293085067188	0.00217802366035	0.000834230146985	0.000783353571382	0.011327998294	0.00190434585048
n	0.114008318453	0.731184388192	0.110396871746	0.0248225321267	0.00304052107763	0.00282256225453	0.00154627615784	0.000856176260955	0.0104967012588	0.000825663616903
t	0.0710872842643	0.692771181397	0.186339167715	0.0220251490929	0.00286414285188	0.00233922087089	0.00197870437489	0.00107437347405	0.0190766538129	0.000444130491414
a	0.0518820811914	0.525956714999	0.353069100572	0.044162159051	0.00357366627196	0.00176473549796	0.00125789069719	0.00128780178433	0.0168075948853	0.000238242142621
e	0.0237680001738	0.304040412533	0.533135708857	0.112625975604	0.00919532610399	0.00311155079485	0.00139275054226	0.00242653379324	0.00896022114048	0.00134350762283
k	0.0118474774379	0.147225543044	0.599505892552	0.168868771601	0.0199927426613	0.011020367635	0.0162422614758	0.00281586738015	0.0196154862111	0.002865585692
i	0.0094170392993	0.088093427008	0.566908905784	0.243217359067	0.0268980275404	0.0151971179819	0.0210055089958	0.00262158229437	0.0232003413157	0.00344068952492
a	0.00744709462643	0.039705637736	0.414062554328	0.426538564022	0.0601920217001	0.0174379777082	0.0105245434636	0.00575762407361	0.0148874577609	0.0034465288651
t	0.00464880187881	0.0198500428893	0.248032779776	0.539903623341	0.1072380427	0.0327697577401	0.0189932908017	0.00561744176504	0.0189948702842	0.00395134111784
è	0.00533769897534	0.0120358981824	0.150909102192	0.60543549378	0.1422966943	0.03743867552	0.0201719766225	0.0031494463679	0.0198881734359	0.00333681964028
r	0.00530880380151	0.00651110801813	0.0806066897973	0.69338171526	0.1539671595	0.0308099223533	0.0114302183809	0.00232516505613	0.0132985966064	0.00236058007015
a	0.00419596503037	0.00450947246138	0.0531924993391	0.609093523087	0.271781668767	0.0327596343444	0.00962857716783	0.00237315312918	0.0100484741274	0.00241698239458
m	0.00369212703466	0.00356205135113	0.027632005753	0.475186999029	0.410410525589	0.0555388276681	0.0109529359626	0.00313531294106	0.00668992799847	0.0031992668831
u	0.00385597554729	0.00270907517371	0.0166794655243	0.354719307476	0.496295433196	0.0989541559094	0.0133678549075	0.00349155967502	0.00671478772802	0.00321238466915
i	0.00420479403283	0.00197279852657	0.00716103260977	0.186659113505	0.511055677732	0.23171995997	0.0369058544025	0.00779462015834	0.0100814062135	0.00244473939992
n	0.00255219201094	0.00200689975512	0.00546946449459	0.0913431564417	0.433113237244	0.351815159523	0.0844449987342	0.0105109437874	0.0126018878515	0.00614206279939
ì	0.00453003883498	0.00200249594664	0.0048942785892	0.0549719194739	0.339934463748	0.467112926041	0.0991262955781	0.00837889563513	0.0119648919667	0.00708380689178
c	0.0119588568728	0.00582518290421	0.00834679155707	0.0390750370246	0.247812531916	0.525202158014	0.136512750793	0.00941340262171	0.0091332117391	0.00672010205925
h	0.0255193531883	0.0079134188568	0.0103704717074	0.0651248786482	0.222352491972	0.406924808538	0.218809594931	0.0199537428006	0.0112960990077	0.011735165823
a	0.0241211273557	0.004370854687	0.00545263734487	0.0668289257747	0.163558351591	0.358181282046	0.296757119644	0.0534359319469	0.0157589074799	0.0115348869815
p	0.0102652175195	0.00269457723607	0.00575282787442	0.0338657032716	0.093436769997	0.345939572682	0.401826710548	0.065736003129	0.0247016159573	0.0157810228205
à	0.0104712346999	0.00221293597356	0.00559723774534	0.0176969224825	0.0548269340323	0.357021985961	0.448437633516	0.053389090923	0.0274631793058	0.0228828457142
r	0.0100608018502	0.00272031023365	0.00373388222751	0.0115515060115	0.0337371085108	0.38673851972	0.443009576505	0.0628064269077	0.0234301514619	0.0222117065581
o	0.0101107689451	0.00393246433588	0.00522822920717	0.0116272092105	0.0275344321169	0.27777166704	0.401073043768	0.184657563703	0.0495878246993	0.0284768125187
n	0.0107236246142	0.00381535149756	0.00522430069262	0.00902931550683	0.0189933977923	0.149653263213	0.412696036856	0.272143387234	0.0816462166758	0.0360751379062
t	0.0102250033053	0.00303703395651	0.00364969435915	0.00713388148194	0.0131499030041	0.0870842716043	0.431032621752	0.292676497078	0.0924264010493	0.0595847123834
a	0.0114054483964	0.0022044720119	0.00331323776909	0.00904453437631	0.0110622116014	0.0561613286014	0.311763737117	0.383982934359	0.125300227387	0.0857618828091
s	0.00731014869227	0.00230360565255	0.00355860640219	0.00729898706624	0.009475058604	0.0425108734005	0.237871199572	0.40717979412	0.168222098513	0.114269625003
t	0.00782140305932	0.00326475186377	0.00332051864214	0.00394208450888	0.00555350957347	0.0241458046002	0.214997565457	0.416233926707	0.184172314294	0.136548107694
i	0.00995196069867	0.00309329944692	0.0043516852757	0.00610494660856	0.00728151848262	0.0278662736494	0.152330855152	0.407430030236	0.219943768715	0.161645662791
n	0.00894397984076	0.00376540860861	0.00634128111731	0.00668147100872	0.0108450538407	0.0302194332525	0.110136850317	0.366690276079	0.262348475798	0.194027776264
a	0.00937414852485	0.00434440112957	0.00659196109945	0.00470055373504	0.00902166511117	0.0239470114428	0.0831999167723	0.31678985096	0.374289162733	0.167741325955
g	0.00889199977622	0.00388636676752	0.00720441690202	0.00424063424071	0.00852841936852	0.0201017862129	0.0577520910774	0.255066890853	0.461595805444	0.172731580852
l	0.00976979247541	0.00552969612227	0.00851366768901	0.00560297731297	0.00926065477477	0.015199298565	0.0655745809125	0.233378229551	0.437864178227	0.209306917537
i	0.013340587901	0.00552214073182	0.00848926346138	0.00794275332607	0.00824919405796	0.0214996266711	0.0581224727082	0.206465604617	0.425771310988	0.244597034166
s	0.0112638521188	0.00429471360958	0.00797753262522	0.00623800084145	0.00624380572476	0.0198448902884	0.0435927608401	0.187210620772	0.462493304563	0.250840502789
ì	0.00816351562482	0.00493051574844	0.00903154915306	0.0040200434156	0.00543541305772	0.0127664047995	0.036103304414	0.180858081277	0.516652776248	0.222038388263
a	0.0194077530638	0.00600493203925	0.0191443907612	0.0123750273617	0.00969346657691	0.0146320128121	0.0270325086153	0.143183892088	0.415186751076	0.333339255421
</S>	0.0304628818395	0.00663208206203	0.0279890568521	0.0205511765349	0.0132299964511	0.0181443990434	0.0264604646226	0.110102249207	0.301417962938	0.44500971171
