 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.646793398	0.28008654368	0.0382787451646	0.0127390060544	0.0033676673699	0.00663215957491	0.0121024739171
a	0.54797103	0.375179946873	0.0423504872815	0.0123386640248	0.0037599128667	0.00635666907734	0.0120432900335
n	0.397095502067	0.535113036824	0.0469809533872	0.0091356995476	0.0026032382467	0.00289637212709	0.00617520603383
o	0.290061040956	0.599654187275	0.0916766472624	0.00843361585253	0.00200649246383	0.00182055483282	0.00634744219516
n	0.203800326205	0.606984689425	0.164895553954	0.0107804900008	0.00243575422348	0.00251714509856	0.00858602985319
ò	0.139037733682	0.540020684142	0.289820649518	0.0179300717456	0.00317655437176	0.00265503528965	0.00735927774307
n	0.127447013807	0.472792356381	0.366898843839	0.0174527712605	0.0029955456173	0.00201390223928	0.0103995761718
t	0.0625010424523	0.472935415127	0.411603953946	0.0181159904135	0.0128933280799	0.00887436837536	0.0130759102801
a	0.0271731735541	0.370903439176	0.512453781649	0.0515224861045	0.0207470177177	0.010432582455	0.00676750235732
t	0.0172226504065	0.267144364612	0.53668884255	0.145675414835	0.0172104769426	0.00571674305127	0.0103414781779
e	0.016442918444	0.174630983557	0.49184783265	0.262567183412	0.0328606170442	0.00629270642922	0.015357734073
s	0.0135962505795	0.0909031615577	0.458090829617	0.374474764137	0.0436119710681	0.00558880256454	0.0137342017272
m	0.0150730152567	0.0767806152226	0.380428745912	0.420238395912	0.0577161154294	0.0224701625982	0.0272929397097
à	0.0157941167176	0.0669501532735	0.367475120897	0.374361822104	0.103520182803	0.034691581663	0.0372070166158
n	0.0110823197882	0.0434714261432	0.397991524186	0.370375221568	0.110689674394	0.0268771450779	0.0395126912651
t	0.0316010981189	0.0383028955373	0.323468892709	0.366725879609	0.105591646958	0.0661990834993	0.0681105136517
e	0.0359340144068	0.025064818794	0.210318413133	0.365691957956	0.164318664786	0.0969848924731	0.101687234237
a	0.0170261929316	0.0142723499853	0.12671516388	0.399637433565	0.209026687195	0.116340175664	0.116981985232
n	0.0145286829144	0.0119501486127	0.0819493854993	0.448701446275	0.191164029132	0.135238749315	0.116467553997
o	0.012153935226	0.0109481142358	0.049711945912	0.416316420562	0.231236449911	0.189957050238	0.0896760795323
ò	0.007535147974	0.00700224163673	0.027801410124	0.283449483641	0.305921391504	0.285039902479	0.0832504049774
k	0.00626124121147	0.00575176106658	0.0152483220732	0.194590655677	0.325144150208	0.35991988036	0.0930839660925
a	0.00608663690262	0.00611059339173	0.0104636560351	0.151444155019	0.296896844776	0.350534490653	0.178463596664
v	0.00670302791454	0.0120330857872	0.00864856076117	0.121575437073	0.216850210516	0.365856295418	0.268333360888
r	0.0126091138457	0.0132426757831	0.00582380626559	0.0744928754443	0.146519111669	0.409876750939	0.337435652429
è	0.0139057150612	0.00786294631757	0.00503755129826	0.0505886305414	0.11177765573	0.452208000113	0.358619487476
c	0.0265760740538	0.00851390122812	0.004718557954	0.0385783552425	0.07797793315	0.556420545371	0.287214635425
h	0.0353566511173	0.00903422946811	0.0103302958368	0.0214677688762	0.0542349643567	0.606154637124	0.263421462475
i	0.0206243490392	0.00984885934964	0.0145127418897	0.0371191009704	0.0605998463289	0.476349794708	0.380945313292
</S>	0.0134467147686	0.0122644030438	0.0132646170536	0.0563777596727	0.0716374647795	0.332646455854	0.500362590146
