 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.7774203256	0.17664671436	0.0212862848916	0.00163920568011	0.00527129563816	0.00170452952631	0.00172629452701	0.00138691217097	0.001835277219	0.000382294334345	0.000192192350976	9.3791559098e-05	0.000225594912065	0.000290772386077	0.000649622819303	0.000268338067747	0.00898057966029
ò	0.7095259136	0.221274464027	0.0262501357539	0.00339693130901	0.00965008977605	0.00564192210728	0.00644336058404	0.00363992598777	0.00229048112818	0.000862494998892	0.000228530999511	0.000146108765831	0.000239677523107	0.000358358101219	0.000663531621631	0.000286190418045	0.00910188188884
t	0.7015286708	0.225211974716	0.0317670620246	0.004772063336	0.00858038995015	0.00621979594439	0.00717625856001	0.00365050651463	0.00134116078531	0.000836956959814	0.000146412645955	0.000145167688628	0.000112741558021	0.000203934501542	0.000257025688857	0.000309848658695	0.00774004083922
t	0.566772893867	0.319833812239	0.0371776251582	0.0245735425888	0.0123404237524	0.013066293432	0.00401243149262	0.00232716838545	0.000900192391305	0.00119515605913	0.000863065994915	0.000524836142233	0.000275854556881	0.00444753983716	0.000748671496992	0.00320198833677	0.00773852566147
e	0.373448567822	0.50222787768	0.0382896556194	0.0325953314901	0.0137118877836	0.0154046205188	0.00287464402094	0.0019543953077	0.000754862610724	0.00133811411343	0.00127007594796	0.000649911070782	0.000371544536199	0.00659703752106	0.000972083978143	0.00412349507065	0.00341589123342
o	0.184543300974	0.717852087227	0.0589290887398	0.0145906517056	0.00598676582493	0.00575270067721	0.00131044557985	0.000969660546933	0.000437690122014	0.000557691900692	0.000659081114745	0.000289816732084	0.000260859251463	0.00361721724641	0.0005735708938	0.00184523896508	0.00182413336741
G	0.0877549310513	0.812735417742	0.0790663875133	0.0066758029328	0.00383351622758	0.00243618173694	0.000723709909303	0.000475510762358	0.000317966068525	0.000265956807551	0.000305270667927	0.000254089341763	0.000182297492065	0.00187964348026	0.000388908040351	0.00156133808872	0.00114309306828
i	0.10641866485	0.784845033247	0.0945089633378	0.0046010543376	0.00333740844966	0.00136356704765	0.000507146886444	0.00027958310923	0.000239925642248	0.000146668566666	0.000149036539023	0.000205526547248	8.00506211536e-05	0.00109518409686	0.000181429435068	0.00113381926169	0.000906981105507
u	0.0959244430167	0.693602238816	0.190445077679	0.0084434949392	0.00319088298302	0.00180605365162	0.000754802848357	0.000703732774287	0.000571501772942	0.000199473105158	0.000115493397838	0.000170078649745	0.000115694268757	0.0013148816684	0.000239040343124	0.00106112797724	0.00134202626503
v	0.0453578973109	0.596966828005	0.318204251093	0.0202904578957	0.00706216407701	0.00376667913634	0.00182842893052	0.00103439651563	0.00123336454163	0.000333339803603	0.000158938812942	0.000179100322764	0.000157757579448	0.00098101273949	0.000241071613794	0.00109127890106	0.00111304820005
à	0.032795498501	0.508587592202	0.408446637831	0.0261677513946	0.0106123228123	0.00520173651705	0.00328789397479	0.000924681917783	0.00113145113952	0.000297736368088	0.000123495749367	9.00305707347e-05	0.000106002852405	0.000926875388873	0.00017758605559	0.000435061971624	0.000687656540894
n	0.0282245605937	0.440508653134	0.459114118077	0.0356033594982	0.0131044556641	0.00867955426235	0.00490992527688	0.00125877904917	0.000910178319615	0.00110137664712	0.000227606517642	0.000238269744392	0.000177698632384	0.000915885510841	0.00017182624583	0.000343681819354	0.00451007860221
n	0.0671556002576	0.339184566925	0.446513117759	0.0701244615114	0.025903689908	0.0193711170101	0.0135172395818	0.00274109746576	0.00141575979005	0.00197130042611	0.000673806720574	0.000480308816504	0.000863669599411	0.0007584940788	0.000376753036514	0.00133129374954	0.00761773831612
i	0.0729038879149	0.195787926722	0.494699035653	0.135564920716	0.041668590316	0.022050562266	0.0150190631347	0.00661977158329	0.0024800231642	0.00236860189897	0.00149523516004	0.000583357616761	0.00103859040295	0.000810861487453	0.000457160745601	0.0017045629113	0.00474787914656
ì	0.0286157267496	0.0934396436073	0.608874208551	0.177254831572	0.049649305372	0.015116833342	0.00823079782957	0.00760601059376	0.00251173722287	0.00224230985592	0.00142318242717	0.00051692766484	0.000504004071383	0.000844892393831	0.000389248951359	0.00086275447435	0.00191760567862
r	0.0139242535929	0.0623961706024	0.58463874885	0.209404181191	0.0725186948573	0.0226514791873	0.00965013951252	0.0122339916946	0.00305302508582	0.00290491378171	0.00133848709619	0.000532487845913	0.000406075575808	0.000772074348824	0.000352165133178	0.00069855365778	0.00252455412366
t	0.0351040978096	0.0503080883341	0.46653842495	0.236567652377	0.105963511752	0.0440365033758	0.0271893858262	0.0144745325982	0.00446284462889	0.0036057512499	0.0016443818918	0.000674821766724	0.000875059934209	0.0014318267699	0.00107813796068	0.000881239573987	0.00516372082132
e	0.0408030375195	0.024156274058	0.32991851565	0.317419653439	0.159398510184	0.0615164376386	0.0362154981541	0.0124044169267	0.00444260192985	0.00277075345997	0.00121472621791	0.000571951114528	0.000933711066554	0.00169689505461	0.001323265502	0.000772976906708	0.00444076663808
è	0.0165400333378	0.01016734235	0.230410589283	0.35828322248	0.245061087395	0.0711555752129	0.0338322289414	0.0207505616022	0.00494055751675	0.00282568305066	0.00098949020461	0.000720333108376	0.000599672495289	0.00081943007411	0.000601353826833	0.000533757802495	0.00176907613659
s	0.00749174243294	0.00658854294267	0.199616556828	0.289957522827	0.294460649798	0.112421191738	0.0393026572338	0.0297133085607	0.00686001551238	0.00600624651622	0.00221290711214	0.00105096018213	0.000804824505656	0.00052492697515	0.000377050298251	0.001007913337	0.00160298526006
s	0.0163355789989	0.00531572579305	0.125255312809	0.221809971076	0.345800131266	0.153780865246	0.0768382290113	0.0252115559602	0.00809830224079	0.00763065496741	0.00269866587965	0.000953397184043	0.00112431876339	0.000827478492017	0.000716686515104	0.00122752589062	0.00637560334261
u	0.0189804322092	0.00291140345151	0.053726896463	0.147974466492	0.359286207755	0.233046945749	0.114175028137	0.0382764538267	0.0109077541263	0.0068649104078	0.00195838137662	0.000821724659881	0.00103600689882	0.000961924476692	0.000834031909488	0.000803173943967	0.00743425345794
t	0.00710815904818	0.00387489961967	0.0313629854077	0.130131303364	0.323680223918	0.302960259916	0.106776768512	0.0511017182089	0.0149788883488	0.00981303281773	0.00379891750754	0.00159153482066	0.00133260491722	0.000663306394931	0.000494135757683	0.00556638427619	0.00476488703853
o	0.0030295209161	0.00416968513552	0.0225163644579	0.112149612441	0.267424341573	0.355502620639	0.127208607237	0.0586843365363	0.0171937351496	0.0111601403917	0.00465760027331	0.00199646173292	0.00157608297419	0.000714485485268	0.000435108004798	0.00715208213906	0.00442921808088
v	0.00242212842371	0.00203476429131	0.0126367656286	0.076302550667	0.208458075058	0.39495469688	0.158077489946	0.0786591703121	0.0246375892165	0.0154104282692	0.0066367743197	0.00289231476217	0.00184896875002	0.000904804687101	0.000436876278669	0.0109319375873	0.00275465969221
r	0.00326112061965	0.00256972710289	0.0101406709262	0.0567808697157	0.215624410619	0.346321774293	0.206812538849	0.0712693673707	0.0355813509388	0.0192777716551	0.0077251651199	0.00314525877272	0.00254305140351	0.00129690081223	0.000715307610003	0.0123631756318	0.00457154220026
à	0.00283594341162	0.00243491799882	0.0059413793454	0.0323461879452	0.17484729774	0.299990278098	0.261051662683	0.134487304924	0.0417138543796	0.0201916092537	0.00595880643263	0.00245797499324	0.00279063167093	0.00204811391053	0.00116308605767	0.004772432468	0.00496853142193
i	0.00155502576354	0.00158569220882	0.00339944838647	0.0150500178551	0.09614825678	0.232347352299	0.242113769828	0.277143424308	0.0637317907265	0.0323107616466	0.0102554768435	0.00643121536741	0.00795438456637	0.0038453827673	0.00167038338465	0.00232280330372	0.00213483679865
ì	0.00103220912411	0.00161097435703	0.00340080731274	0.0070910973677	0.0565579185	0.1487117525	0.198118852143	0.402188451436	0.0927453413755	0.0432352811489	0.0140812629412	0.00983892150647	0.0113782119946	0.0048300304963	0.00209693155222	0.00187266279057	0.00120929845966
b	0.00079875743421	0.00137187139156	0.00308497554883	0.00450230224123	0.0434189024787	0.143938235967	0.164919742181	0.438347667145	0.103346371658	0.0504133808163	0.0187107630871	0.00857057547216	0.00892083715467	0.00433874393677	0.00173243290061	0.00248551063656	0.00109893286736
b	0.01014080085	0.00180961568545	0.00239539787294	0.00435078716308	0.0361441320316	0.164529017122	0.190607378527	0.336883775915	0.113153465286	0.0753210357721	0.0233134795757	0.00744497880739	0.00795379953422	0.00487775941472	0.00211840533027	0.0029732152565	0.0159829642446
i	0.0135748899871	0.00182680277322	0.00174917156098	0.00330272756903	0.0204840824372	0.117951158374	0.207969613109	0.298201064172	0.170650625495	0.088357911724	0.0253267392052	0.00873544928513	0.00797890533007	0.00675437787491	0.00272266711769	0.00224003120048	0.0221737773701
e	0.00559061306737	0.00126067393314	0.00140033117326	0.00161081645574	0.00880229124307	0.056794609018	0.153795636103	0.337158746724	0.246540333165	0.0932884729747	0.0336770449751	0.0177238225444	0.013264213236	0.0110058486003	0.00566921532283	0.00223863579523	0.010178691552
p	0.00274003069275	0.000930458673913	0.00136290087469	0.00208117789931	0.00687893338502	0.0523160412727	0.112107481968	0.297037515575	0.287590653322	0.100269114058	0.0606478794584	0.0221080273281	0.0200370407887	0.0124530346328	0.00696588646894	0.00843867206354	0.00603515517093
o	0.00181939133218	0.000892426000618	0.0018612696443	0.00282959397477	0.00685923325901	0.0529902002416	0.105853306123	0.263179864525	0.322781679374	0.100708015153	0.0750328250395	0.0191344141694	0.0178716018429	0.0090126887536	0.00399806628018	0.0110797582033	0.00409565989283
d	0.00144830272541	0.000947104036453	0.0021177905131	0.00241082099632	0.00469979821934	0.0329282495379	0.087613693061	0.236993892175	0.338440569458	0.118433899584	0.0939715635665	0.0198316695231	0.020713366841	0.00914895134853	0.00313533621859	0.0220445586472	0.00512042322967
d	0.00496040257788	0.0013803503583	0.0019534699955	0.00315791462051	0.00497236421385	0.031599801294	0.062023669867	0.194739981374	0.279285669619	0.190481314061	0.122834177189	0.0209262518677	0.0255899036603	0.0125365855108	0.0057332550482	0.0269915975531	0.010833286193
h	0.00777916283038	0.00210719109575	0.0020933242109	0.00390145817417	0.00547808266302	0.0282656291593	0.0566919305823	0.176692096641	0.226353435673	0.228278105887	0.161274365863	0.0244368145892	0.0250127684001	0.0137719637036	0.00795342032473	0.0152040807577	0.0147061718624
