 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.7710259015	0.20862220159	0.0007802684337	0.0092263776494	0.00127001819121	0.00208929803177	0.0011131024387	0.000478188596442	0.000164096524592	0.000189059115348	0.000588219233894	0.0044532461567
a	0.593809081767	0.378470490497	0.00399696751783	0.0118090135985	0.0016989347808	0.00219793133142	0.00121871362722	0.000489251086833	0.000228548456799	0.000322476722286	0.00124120886296	0.00451737757141
p	0.387528135149	0.546280724266	0.0305868924859	0.0258446278108	0.00244190956011	0.00128206598354	0.00227016768847	0.000276392028295	0.000186581756852	0.000281395539586	0.00117087987959	0.00185023220849
e	0.258168186656	0.658275346755	0.042153244102	0.0335122464611	0.00248762994084	0.00103208821552	0.0024432649786	0.000211609707523	9.44751050823e-05	0.000119778683325	0.000483450266935	0.00101868640846
d	0.153416712905	0.713243279585	0.0521963837847	0.058826530797	0.00993185298415	0.00221448763358	0.00809774522169	0.000579201106119	0.000148209324213	0.000116653576528	0.000432457366138	0.000796492703159
ì	0.0828571496663	0.687798180062	0.130585573366	0.071466941689	0.0127888058174	0.00258600191489	0.0100006237299	0.000672506459239	0.00016133117469	0.000105320840553	0.000394649829277	0.000582918759165
a	0.0444958663401	0.566629490421	0.236034995455	0.10794662647	0.0241496921165	0.0126242449141	0.00385576159433	0.00111935752298	0.000615031532219	0.000735008060105	0.000853736926863	0.000940177056233
e	0.0195399599667	0.331794739614	0.286382299618	0.240597370023	0.0569782515615	0.039554100458	0.00227165944344	0.00283023715981	0.00211144599528	0.00293868715143	0.00587706895038	0.0091241677883
s	0.0110415269922	0.169292099678	0.217572977506	0.399837146008	0.0988861509138	0.043388251222	0.0200147525745	0.00383334642035	0.00277522207335	0.00384233585511	0.0158477781687	0.0136684149777
ò	0.00962991965073	0.0960267245593	0.150275725855	0.547463811336	0.113384152838	0.025348077066	0.0269841949014	0.00305443112177	0.00215683136453	0.0027773423745	0.0152884062678	0.00761037721736
z	0.00878172290624	0.0539440701198	0.170182667818	0.564964667779	0.140477982346	0.0216080400673	0.0198314575364	0.00360063780171	0.00178172534839	0.0017125649819	0.00752191373242	0.00559254777197
u	0.00774643418475	0.0293164189599	0.175342396753	0.445286364793	0.259994218982	0.0400875285091	0.0203560083408	0.00962744273637	0.00196238344195	0.00117108418576	0.00437325504874	0.00473647499624
n	0.00702733601085	0.0149715817883	0.134196390064	0.339205329798	0.384434323661	0.0564591548697	0.0365498075163	0.0131597110608	0.00230017941507	0.00126141860035	0.00657324191191	0.003861529293
e	0.00518900646395	0.0102980411178	0.0756014359147	0.243879304533	0.491000354554	0.0939818446232	0.0483479114721	0.0159264807156	0.00258919773669	0.00129823478095	0.00738266537608	0.00450552199771
f	0.00304786944758	0.00767817887913	0.0343394174549	0.187409513911	0.528632505518	0.140413706208	0.0629189719374	0.0186993481672	0.0032316718879	0.00158027742635	0.00719840517347	0.00485014733815
à	0.00212693358906	0.00496199506358	0.018119423455	0.15306724297	0.551917571839	0.171942470269	0.0662552591591	0.0158950357191	0.00322876432263	0.00149940408795	0.00706841776266	0.00391750437329
i	0.00302662246702	0.00368061300053	0.0119396128457	0.0785337763567	0.473318837013	0.29041019229	0.074468388193	0.0471720055497	0.00762000095688	0.00288981606582	0.00464971486139	0.00229042486593
t	0.00277587306541	0.00267324824684	0.00758993891557	0.0419529335389	0.309602306071	0.39494257363	0.144830276871	0.0714881774566	0.011263752435	0.00387372975727	0.00609027632726	0.00291692366053
o	0.00177353254194	0.00239998803641	0.00576027870579	0.0288289846076	0.24072867889	0.39591448141	0.208687802424	0.0856900922189	0.0154030702183	0.00460005439409	0.00607309504615	0.00413996666963
g	0.00310316371198	0.00323638213508	0.00652686478353	0.0179215178392	0.167357882563	0.365925912803	0.287286809475	0.10953542334	0.0201077563861	0.00580469400636	0.00788725779158	0.00530634461989
e	0.00360784940293	0.00361385947284	0.00545190738471	0.0126869310477	0.104213878654	0.345132444734	0.350290645188	0.135955638447	0.020053068102	0.00527749882145	0.00833195384813	0.0053843139771
l	0.00200770465664	0.00435595873459	0.00350638448344	0.00773140665523	0.0692455273513	0.323223159078	0.326269440959	0.189168269016	0.038739259834	0.00753215381315	0.01065975317	0.0175609780182
à	0.00131144021255	0.00413852253751	0.00269612468548	0.00576549078908	0.0463385655971	0.262972049313	0.30571097354	0.254081990339	0.068153887678	0.015592859951	0.0123671882853	0.0208709231042
o	0.00529688246132	0.0041109481947	0.00277988203823	0.00433429565369	0.026673472069	0.193342916104	0.259142787467	0.342808027446	0.115514964026	0.025503000177	0.0100566477818	0.0104361819702
p	0.00641998817291	0.00455672279021	0.00377980604734	0.00485202868963	0.014469857453	0.119667210195	0.200060328622	0.413013110482	0.157789042075	0.0361552418723	0.0229270253906	0.0163096366674
r	0.00281887207529	0.0102197974593	0.00497655973538	0.00524878678094	0.0104833563997	0.0607863581317	0.152791989527	0.474033244827	0.155663695625	0.0487937136641	0.0319743192635	0.0422093047425
ì	0.00195942689735	0.0115552667819	0.00416842307119	0.00423305037831	0.0079728792619	0.0342649977106	0.0915734992757	0.427808010076	0.200065110075	0.123677499621	0.0430551655545	0.0496666743782
t	0.00160197008258	0.00842195939457	0.002589060498	0.0028129727529	0.00558058534263	0.0227181239835	0.0799845686772	0.305656290492	0.273078288025	0.171268118607	0.0787228215182	0.0475652503007
a	0.00503145263039	0.0115300215661	0.00282755898961	0.00485853888577	0.00527512735621	0.0195161268232	0.0708830709977	0.195853662764	0.278551122408	0.217313866936	0.103450616506	0.0849088300109
k	0.00628694814626	0.0165379045764	0.00371356267132	0.00658436186046	0.0051669021394	0.0147900938097	0.0487467126846	0.120471055655	0.237163363869	0.264544254979	0.161704772835	0.114290045697
a	0.00369797216222	0.0151763545198	0.00444689885655	0.00644489223869	0.00716696236247	0.00943466931657	0.0440205329869	0.084919846685	0.181758449823	0.28147761766	0.224304648412	0.137151124932
n	0.00343077784741	0.0196102032122	0.00480204038026	0.00672012019348	0.00829663258722	0.00789459262352	0.0354713321383	0.0404852865617	0.140335834408	0.292807670553	0.290658956537	0.149486528051
a	0.0032132159738	0.0212360365884	0.00507352361417	0.00708128996241	0.00868144315147	0.00688724944184	0.026129409676	0.0242615306539	0.105230630669	0.247501391518	0.390990798179	0.153713473144
f	0.0029588173346	0.0153269028559	0.00478592645412	0.00653585207651	0.00796060869556	0.00543302995195	0.0196831915079	0.0130823490313	0.0675096470563	0.198025976506	0.483089399393	0.175608297675
à	0.00271873383087	0.0125349233052	0.0034799881795	0.00468606043428	0.00444179255732	0.00347233381665	0.0112128808896	0.0088149081191	0.0444813221854	0.138302112435	0.577384567131	0.188470364465
n	0.00238381962624	0.0107294194213	0.00341060627393	0.00412385086569	0.00312771298497	0.00239418734835	0.00770163822677	0.00602111487337	0.0333084286698	0.109799749625	0.63875827171	0.178241183162
e	0.00271849177203	0.0105400274079	0.00364107992134	0.00580040246576	0.00426023915979	0.00391631317158	0.00704615039233	0.00491309358279	0.0272734142386	0.0928340997483	0.538284249237	0.298772432254
</S>	0.00326064297601	0.00711376136395	0.00334888185767	0.00710126499288	0.0059796695859	0.00589841508079	0.00915504982341	0.0052676771214	0.0246076496303	0.0741758408641	0.420239923619	0.433851222827
