 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.902406387	0.08228736687	0.007267709887	0.00210382379031	0.00177110092432	0.00141641045669	0.00136204457643	0.00012557686351	0.00028220208342	0.000196270809688	0.000781082074965
v	0.845583479	0.0864925139033	0.047938810467	0.0115552662422	0.00245493653611	0.00192958800023	0.00149453269116	0.000146884077447	0.000490334220832	0.000199633584099	0.00171400884037
ò	0.6159754752	0.268519223828	0.090200855829	0.0167362587607	0.00271042394537	0.00216412027074	0.00105778388913	0.000146128776736	0.000443784595479	0.000177613914515	0.00186832646681
e	0.3380310136	0.462298509409	0.13102838917	0.0173349631569	0.00324007430579	0.00332261877471	0.0158006652729	0.00363245643179	0.00425715876076	0.00462630862538	0.0164278208277
n	0.2142997986	0.375198730703	0.288542624457	0.029455667429	0.0056092409586	0.0075653305067	0.0233192726868	0.0054359299738	0.00617963716115	0.00692217584099	0.0374715784965
ì	0.157260706133	0.226291949334	0.439661107752	0.0981475394363	0.0171093652662	0.00977719470957	0.0116336150183	0.00301225475087	0.0032531296325	0.00456594567953	0.029287205229
m	0.0748343137977	0.145955279011	0.463048608584	0.215307188239	0.0307715616287	0.0205161935772	0.0110859339105	0.00432186039122	0.00448507169468	0.00719231982904	0.0224816605913
e	0.0384326890559	0.0779758485037	0.418669241095	0.255566635746	0.10929430983	0.0393332366791	0.0122376259693	0.00649650753974	0.00706338256903	0.0144678364355	0.0204626639099
g	0.0270686165306	0.0675206630412	0.277189753865	0.341547033315	0.185516543777	0.0509445057797	0.0126114360518	0.00490895316591	0.00839691212514	0.0148278510566	0.00946772077142
r	0.0178521823766	0.0578042962177	0.124376367722	0.458164035105	0.227829948426	0.0660713992866	0.0211560060906	0.00413495333397	0.00772643651825	0.00767544786982	0.00720893073583
a	0.0128282287406	0.0337385037699	0.058168230194	0.337541404635	0.422535040142	0.0885589540555	0.0222275978769	0.00741934438006	0.00551369129848	0.00691958624854	0.00454942730436
m	0.00853684162713	0.0197940121426	0.0300331416113	0.242079628478	0.504807714714	0.126304524685	0.0366994852056	0.0125515346374	0.00480662087056	0.00733589216078	0.00705060222076
m	0.00482216325998	0.0170501700735	0.0222428061504	0.229712936613	0.473352951105	0.167950220562	0.0436788591152	0.0204564066925	0.00511206723485	0.00646862801266	0.00915277578232
è	0.00827797926093	0.0211433923712	0.0168673815635	0.127172878511	0.541890459235	0.220863861921	0.0282628479717	0.0204903691352	0.00485142034982	0.00540783300282	0.00477155171697
n	0.00870507529124	0.0263543987917	0.0114948193145	0.10120395709	0.497454449545	0.258749474507	0.0541950923439	0.0191384365161	0.00455164862947	0.00914786369781	0.00900477018512
a	0.00481628120175	0.0222299084946	0.0112592195802	0.0847861839962	0.395357646315	0.340993238302	0.0822143573813	0.0295518036387	0.00651492196716	0.0119101394206	0.0103663119297
m	0.00363436056392	0.0124965682635	0.0105145712047	0.0324140442483	0.335192815838	0.392486985434	0.133846473727	0.0528757564129	0.00911032216905	0.00857441427287	0.00885371624323
a	0.00482350145437	0.00884730889183	0.0122156253853	0.0142766504504	0.245123359079	0.436808548478	0.168067690909	0.0678092805376	0.0180666437297	0.0147138263676	0.00924758857901
