 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.757307012	0.20460486597	0.00595814574	0.00842182981848	0.00421845954904	0.00265788101466	0.00171081120168	0.00448411078583	0.00789488763753	0.00274198206167
l	0.55410367734	0.393188998657	0.0153484291113	0.0117762863715	0.00464839067555	0.00274882438749	0.0017612320796	0.00456969022408	0.00811296357614	0.00374151367473
ì	0.346321793273	0.561445056886	0.0683137103551	0.0120464739705	0.00272891257048	0.00131809982096	0.00070295324544	0.00167393050177	0.00301587766227	0.00243322587881
k	0.220925533511	0.619889708962	0.0917529891517	0.0306097006968	0.00676222302133	0.00241643094092	0.000832926471693	0.00093643369852	0.00202808530496	0.0238459897781
o	0.15153756869	0.623094096321	0.119222762417	0.0508456299189	0.0180920829002	0.00297941524591	0.000912025027391	0.000727775884633	0.00169729140979	0.0308913530434
e	0.0660068020007	0.57962875424	0.190153308806	0.121734704706	0.0277618829994	0.0023838396845	0.000493603248577	0.00041708411304	0.000651883479417	0.0107681463111
n	0.0402497942282	0.50169426448	0.185446041869	0.227755408802	0.0331612182258	0.00489952053603	0.000671464103239	0.000354110809296	0.000631003373166	0.005137182054
p	0.0455563066001	0.367065407113	0.16104845027	0.357874378467	0.0430494870179	0.0114335364107	0.00586381454775	0.00248944751123	0.00105428414079	0.00456488390741
r	0.0364502499734	0.243735191791	0.179869180403	0.458683405822	0.044913585582	0.0169204994156	0.00861495137032	0.00427823408881	0.00238961727033	0.00414508216081
a	0.0205334447347	0.204692671038	0.203152436734	0.411780289674	0.131005448467	0.0162993236985	0.00475094716251	0.002826326056	0.00239582939184	0.00256327737265
t	0.0116724073138	0.189734694565	0.178581564778	0.373645103558	0.202775034489	0.0211545631862	0.00487409107284	0.00186224022613	0.00664964510234	0.00905065091186
ì	0.00606412267987	0.15457823974	0.116991162079	0.392559928786	0.27459691143	0.0294441392621	0.00509653606728	0.00154089262933	0.00812082250755	0.0110072381333
m	0.00338554765909	0.0778193345327	0.0861536125797	0.411676891195	0.35347366409	0.0371901648207	0.0104585429414	0.00299313194307	0.00444081970662	0.0124082776999
à	0.00363978485356	0.0365168695642	0.0657139652866	0.370153214665	0.430735363643	0.0584778543402	0.0139750906765	0.00413472637369	0.00346668118421	0.013186445286
i	0.00558533641119	0.0144834113867	0.0312969916002	0.288998533622	0.453720201214	0.169049486713	0.0196882248922	0.00830495089523	0.00255464150007	0.0063182281786
n	0.00525870283973	0.00907306883023	0.0131644263714	0.259997885967	0.332196567338	0.304534750304	0.0546954024974	0.0113621907984	0.00444895601669	0.00526804210507
e	0.00363010856484	0.00767628173474	0.00673496479713	0.226579387416	0.258141516313	0.392279375101	0.0808023897191	0.0145964463595	0.00541731802856	0.00414217805196
m	0.00320212805921	0.00753534970251	0.00529575278904	0.162593333315	0.262322516171	0.420075276367	0.102605017526	0.0207304112065	0.00783332097252	0.00780685270092
m	0.0038425198968	0.0073687047475	0.00648754171635	0.126756222948	0.23778745279	0.372850327589	0.152499610242	0.0417578586222	0.0196994365508	0.030950304199
è	0.00511516570667	0.00722174544157	0.00877004380878	0.111261599216	0.187785525197	0.362347687996	0.190154311347	0.0671195963007	0.0225325484003	0.0376917766183
n	0.00625298011562	0.00951599981719	0.0113264349063	0.0976035260587	0.202893164286	0.306441971999	0.239249115116	0.0639480744469	0.0264103428768	0.0363583962261
o	0.014833594699	0.00808753544933	0.0101403062271	0.0735716099189	0.191484636782	0.256420018	0.266512677505	0.106749186676	0.0367552602656	0.0354451696087
m	0.0197144022054	0.00665038524071	0.00595294740403	0.0417334448603	0.159744588254	0.240740761333	0.263052109168	0.163011024485	0.0546377851152	0.0447625347162
i	0.0118529743325	0.00512208858757	0.00410903688694	0.0274215495698	0.126185436165	0.212745036244	0.251671135456	0.214682826388	0.0893774444917	0.0568324523454
n	0.0076898547065	0.00533772750663	0.00366393908011	0.0160839540438	0.0736999201897	0.208673552148	0.236457611885	0.254461205329	0.135312157231	0.0586200584885
a	0.00633498139517	0.00572184591132	0.00335146658517	0.0118363812615	0.0435658709446	0.196532534249	0.200011372662	0.263515262976	0.20257752881	0.0665527314962
l	0.00366023098239	0.00474432428464	0.00274290377299	0.00823901576643	0.0289517734295	0.16632006195	0.170821285587	0.274619961325	0.25313425927	0.0867661679121
i	0.00238396003813	0.00428953861941	0.0023920991504	0.00579984600741	0.0199603532205	0.131641441177	0.146052984029	0.262010509108	0.304031527957	0.121437745997
p	0.00235876651931	0.00316368072314	0.00227477668787	0.00402919914334	0.0142757805104	0.113687722452	0.12361163323	0.211581030503	0.373444565319	0.151572858546
ù	0.00230241384917	0.00247545698478	0.00179093876549	0.00278267368201	0.0090171585234	0.0972651110913	0.123620783783	0.147090820861	0.46310839424	0.150546250855
n	0.00204012909912	0.00479516063706	0.00195609432661	0.00271822432563	0.00757242969643	0.0907432289691	0.109872611064	0.13316842638	0.51810832388	0.129025355018
a	0.00195175157297	0.00582350307342	0.00262635324412	0.00275792567281	0.00772553916177	0.0642851815204	0.09981746068	0.128092531873	0.455425509293	0.231494227839
</S>	0.00171106314648	0.00408321453571	0.00297876445706	0.00266934658641	0.00751702846089	0.0438003568592	0.088756530104	0.115193227756	0.397024139647	0.336266319719
