 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.782321449	0.139636535352	0.0615691058208	0.00419496049077	0.0019026451962	0.000866959084061	0.000772735862881	0.00666336488728	0.00207223931266
a	0.697929219067	0.155174611551	0.0702551293423	0.00518974403759	0.0126788404073	0.00389931313412	0.0020237756188	0.0076523491522	0.0451970198445
r	0.580437293022	0.284926144184	0.0437536091208	0.00681457468453	0.0152849564401	0.00446409318641	0.00210330952929	0.00367042371148	0.0585455869096
ì	0.332179050827	0.570364660395	0.0570293209203	0.00945856211484	0.00726086992293	0.0017984874904	0.000867664420597	0.00130176978656	0.0197396230699
s	0.196534955762	0.652109926798	0.106071895413	0.0263979903649	0.00557053810398	0.00144778519207	0.000696358767559	0.000582345649699	0.010588209698
a	0.134741849167	0.655557696933	0.138505534071	0.0466274095016	0.0100378118743	0.00440091876916	0.00132832749989	0.000523912016958	0.00827654772361
e	0.0610425177357	0.513689188844	0.314758447357	0.0616498961005	0.0175706885648	0.0244786112593	0.00145958036081	0.000666326690019	0.00468475993561
N	0.0314598688752	0.285930823148	0.515625689986	0.117229380654	0.0164673097656	0.028466995108	0.00113964265185	0.000657431982952	0.00302287130806
ì	0.0172877901891	0.186466540383	0.576124739529	0.187575708171	0.0160504678125	0.0132535100027	0.00117407392052	0.000452975108351	0.0016142217706
c	0.0116452162837	0.124173078128	0.58131621251	0.237300274124	0.0197430485288	0.0173053758836	0.00276223444074	0.000485391483684	0.00526919222825
h	0.0208452417146	0.146130810943	0.450653056103	0.247034711641	0.0723109734763	0.0402383819292	0.00964934311331	0.00562131988615	0.0075161547209
o	0.0220875679055	0.122991309394	0.262798902968	0.383665043814	0.117039252167	0.0632642828537	0.0159198443348	0.00792555670942	0.00430821905737
e	0.0118492143858	0.0519404825987	0.135731750189	0.515354794605	0.152953779756	0.101737284125	0.0171221434449	0.00596394577247	0.00734659829091
e	0.0142898657293	0.0285228663676	0.0718783948297	0.435410578868	0.237055268252	0.157390370642	0.0209208184776	0.00901735729102	0.0255144829725
e	0.0180509280524	0.015766951956	0.0430545402972	0.301915832116	0.299483836417	0.231536148481	0.0333946713592	0.0129847753663	0.0438123237294
n	0.0184509514172	0.0146245834167	0.0282568076131	0.221772894799	0.252964667206	0.30240559736	0.0923404655864	0.0199845780554	0.0491994553157
è	0.0138593310308	0.0127963849744	0.019694320451	0.1648136495	0.154418233069	0.40210135152	0.174227702995	0.0214471524465	0.0366418672794
c	0.0072235509876	0.0140856845064	0.020607391433	0.104334593867	0.0988608828897	0.457487046107	0.238363503198	0.0195089190368	0.039528421494
h	0.031526875208	0.0266720968563	0.0225811778027	0.0794817452757	0.0694329322766	0.398111848969	0.257868440399	0.0459886242696	0.068336247598
u	0.0385445726935	0.0227418194743	0.01411194335	0.0484386162119	0.0518778635389	0.31631685099	0.359983575466	0.0717990233272	0.0761857177927
n	0.0151222211676	0.0117790121133	0.0101209135311	0.0233889838573	0.0308603849796	0.247970838663	0.480454756489	0.0903479341131	0.0899549374176
f	0.0126915213129	0.0147207344418	0.00934746462357	0.0160790307951	0.0194321665159	0.199720063394	0.457363477496	0.131880688815	0.138764842993
a	0.0103462656383	0.0126882218171	0.00510022147492	0.0138648781944	0.015541688368	0.133529698305	0.442861983165	0.207094458645	0.158972583018
m	0.0042377758849	0.00757663156943	0.00568644480291	0.0082480810568	0.018206540812	0.0931088509017	0.440948621055	0.250866691655	0.171120359606
è	0.0020922619149	0.00547843093608	0.0056771919513	0.00452771482427	0.0162901857533	0.0684175311806	0.389693692352	0.353047384658	0.154775610375
n	0.0129059713685	0.00458747612583	0.00591348810777	0.00296095394142	0.00797853436443	0.0452617876269	0.322839990784	0.419575910219	0.177975903185
a	0.0167966953264	0.00506419230748	0.00754320548592	0.00473308823581	0.00688655055214	0.039008932589	0.233263334995	0.440622854073	0.246081162682
m	0.0108465572385	0.00583299962523	0.00785630291997	0.00504279866947	0.0118260617467	0.0255396791997	0.152016262332	0.483488860691	0.297550486094
a	0.00881901290581	0.00629483874408	0.00732868618779	0.00408388715346	0.0125971174089	0.0177671806132	0.113915585224	0.546058651564	0.283135044518
i	0.00793031989572	0.00655401354896	0.00897296585693	0.00931202804619	0.0121273793192	0.0246034108028	0.092198248808	0.542849257455	0.295452384326
</S>	0.0108505476997	0.00807132801248	0.0121933643153	0.0135433928935	0.014016504762	0.032623753644	0.085179900234	0.456039631128	0.367481587863
