 	la	pasta	vuole	sale	</S>
i	0.836686512	0.1487433819	0.00794246758026	0.00225010558022	0.00437752996027
p	0.688551256	0.244574731233	0.0282768849201	0.0206814729754	0.0179156581745
à	0.501868545333	0.391354799344	0.0552867335067	0.0271252821215	0.0243646687638
s	0.269927530111	0.589446193781	0.0890453040356	0.0308291815435	0.0207518200979
t	0.131507002537	0.71723036926	0.0973189788785	0.0326773613392	0.0212662902159
a	0.085059617819	0.61881575642	0.247011567693	0.0224961370877	0.0266169124883
t	0.0417968840757	0.3232151381	0.561000417564	0.0432991713826	0.0306883897668
è	0.0203523589612	0.129298425793	0.729287033188	0.0947078155942	0.0263543596196
l	0.0129446329111	0.0677707459377	0.758200369729	0.132032205731	0.0290520325472
i	0.0183344074877	0.0399700028126	0.585799397243	0.285044476844	0.0708517162764
à	0.0218408135599	0.0177052038749	0.291240321281	0.560948859615	0.108264814959
l	0.00951199415883	0.0084574334063	0.160849054427	0.705574444538	0.115607090286
a	0.0101197518278	0.0046812543121	0.103755007042	0.616794822846	0.264649172995
</S>	0.0150915434139	0.00370398721505	0.064582225171	0.509991683423	0.406630562197
