 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.5758431336	0.3274114753	0.018811053467	0.0020760977458	0.00071753744389	0.000893272370286	0.000794125918437	0.000928177613228	0.000949520373878	0.000455414705296	0.00115489388238	0.00362402744402	0.00290344757702	0.0634378430287
n	0.273002314547	0.596770241433	0.0452356615557	0.00456991846393	0.00090486854279	0.00149804585863	0.000829281334813	0.00147250614995	0.000848614208007	0.000739672269292	0.00142965673101	0.0041209191416	0.00359684825357	0.0649814751179
ì	0.0961429813077	0.767197639811	0.0939091157852	0.00618346119464	0.00103218834003	0.00169304203082	0.000779282482528	0.00215980160286	0.000422385704732	0.000753564648305	0.00139782354236	0.00211496871449	0.00216456994598	0.0240492013459
c	0.0523988159679	0.773512856604	0.130928623395	0.0128213157022	0.00530236440204	0.00251251552022	0.00172049647567	0.00192173156233	0.000245398560663	0.000551065725848	0.00110321005343	0.00091087227294	0.00103699377761	0.0150337689989
h	0.057606746176	0.741920611535	0.149609071598	0.0184859915614	0.00839819089561	0.00288377093719	0.00296520774815	0.00296546331747	0.000219484313618	0.000792874720277	0.00121954599809	0.000605549811266	0.00100400258638	0.0113235197498
e	0.041784682392	0.544196820345	0.371688459599	0.0206209117971	0.0055160515752	0.00257157919092	0.00243577742048	0.00334381400916	0.000201600344146	0.000807799397461	0.00125674574896	0.000815229473874	0.000933157821648	0.00382739984251
t	0.0288412037009	0.292391253282	0.5829837592	0.0567362429324	0.0101524240024	0.00761300705404	0.00235380979875	0.00438145294879	0.00130181733783	0.0015365393819	0.00070432188764	0.00327298859349	0.00581555022923	0.00191564488973
o	0.0250503541459	0.166445781261	0.653360261067	0.104396331911	0.0156284711741	0.0101871101587	0.0026349998295	0.00513074653026	0.00173586684804	0.0017889693244	0.000621410393287	0.00375802392051	0.00743059503138	0.00183107557747
r	0.0122454790393	0.076664687987	0.694293630356	0.171840971904	0.020522904414	0.0092113306089	0.00192472676383	0.00254859270809	0.00176930243413	0.000773173867709	0.000392769390395	0.00247820434097	0.00389362116591	0.00144060380205
ì	0.00823664181397	0.041119131129	0.589733452785	0.298637322635	0.0400593579073	0.010172208163	0.00290815776194	0.00121388769323	0.00176510757866	0.000361426078854	0.000168436878174	0.00212187078655	0.00272419972405	0.000778789793685
s	0.00580792593686	0.025353473923	0.518164141595	0.341465046212	0.0824397248358	0.0103476941077	0.00647516137685	0.00482329071961	0.00119812899884	0.000418421463685	0.000216603215187	0.000933376327111	0.0012953167239	0.00106168179777
o	0.00481318308295	0.0147737673717	0.387619484332	0.392405604071	0.157471115412	0.0198697736626	0.00877982443848	0.00808674920614	0.00160143509515	0.000820131497742	0.000322936043356	0.00117948769234	0.00100858361841	0.00124789970143
n	0.00433091896698	0.00792325781123	0.228796243244	0.51550348869	0.184918237471	0.0366138239542	0.00659886722349	0.00605731611498	0.00234555221325	0.000902642343634	0.000256021771659	0.00189337080971	0.00317527126804	0.000684965274788
t	0.00683032455686	0.00514223502174	0.156950233648	0.52366492223	0.216632080824	0.0469637824514	0.0140412946452	0.0151689546597	0.00334196560775	0.00200641373458	0.00125015426132	0.00203742859775	0.00528093024698	0.000689277505818
a	0.00744938743335	0.00438243296191	0.0787715516827	0.457031098077	0.343036884275	0.0547439199505	0.0216738694951	0.0196284609306	0.00352734910258	0.00232915990431	0.00163565000037	0.00170539217438	0.0034817051941	0.000603124163679
c	0.00555088090785	0.00463639280197	0.0498803743276	0.429004603359	0.369997254092	0.0913808697835	0.0162718511477	0.0128386508009	0.00634746099953	0.00152504406298	0.000919028643713	0.00244884832893	0.00669846720805	0.00250025119864
e	0.0213277870046	0.00650461328666	0.0388752792559	0.379712975853	0.354465042031	0.145656781595	0.0185643990652	0.0124260338983	0.00711212602351	0.00116488077172	0.000621372492696	0.00266508090074	0.00770269875748	0.0032009242741
r	0.025537890848	0.00587604429155	0.030758126152	0.320260737351	0.354158320077	0.205523270198	0.0215077773217	0.0136552190441	0.00943798651817	0.0015893694397	0.000632992508291	0.00320355074821	0.00587200469538	0.0019867222457
ò	0.0122718975738	0.00334141145785	0.024963077998	0.261761180917	0.355301596026	0.263984264733	0.0341496126739	0.016253665788	0.0135213862561	0.00230882853175	0.000826628749708	0.00443313869421	0.00535652272298	0.00152680982261
o	0.00733177781173	0.00221705829488	0.00963563218507	0.153980017412	0.322722204429	0.346174074244	0.0681366358246	0.053164519216	0.017956469562	0.00296728385284	0.00127105767545	0.0110633411871	0.00261125776684	0.000768692095408
c	0.00461872495258	0.00212265445056	0.00616724736009	0.104815986044	0.257985582963	0.426621716081	0.0664886893415	0.077639260972	0.029289979114	0.00422994661708	0.00174046348775	0.0128607453764	0.0035640421833	0.00185496843142
e	0.00495734035373	0.00227663078385	0.00503341518592	0.0814808751347	0.211578085688	0.471998252694	0.0821078863138	0.0909058460307	0.0310687373647	0.00405357808436	0.00150117536218	0.00748659155083	0.00335471877666	0.00219685059458
r	0.00592405117878	0.00195280340922	0.00320861090013	0.0466536707982	0.164736776643	0.497849864898	0.0923367463046	0.11349236085	0.0508206060082	0.00564529728012	0.00187127804499	0.00675706923631	0.00551979048331	0.00323106110592
ò	0.00505539856293	0.00131943928934	0.00223022053564	0.0313865099727	0.127501161828	0.449504486966	0.126742734402	0.147525746083	0.0751139946894	0.00982698647071	0.00313428580233	0.0103933224005	0.00665939202668	0.00360631827468
e	0.00344059815771	0.00186874888478	0.00143331964035	0.017548886199	0.060927018716	0.333969676989	0.161919057767	0.253339534294	0.113850599316	0.0144270604342	0.00515398662144	0.0256652726939	0.00450000495294	0.00195623266132
n	0.0041043591593	0.00190026236701	0.0013526051884	0.0118944218971	0.0302917454653	0.276394910063	0.108336046122	0.311896553965	0.180514120372	0.0267209988381	0.00853723178048	0.027805247294	0.00784909571105	0.00240240946086
ì	0.00365808827557	0.00181407749442	0.00122802656129	0.0105670927577	0.0189900132351	0.257859636754	0.091052129774	0.314631861588	0.199791895857	0.050861286106	0.0152291580735	0.0219153876447	0.00988373148764	0.00251761976772
c	0.00376912061035	0.00222307395806	0.00143542203425	0.0104080552632	0.0140238048584	0.230168162385	0.0897791701913	0.300271119029	0.232559010486	0.058245707102	0.0171860776912	0.0180152480549	0.0143277696872	0.00758826373421
h	0.00989144748747	0.00252402688361	0.00175559671842	0.0096585090394	0.0205037156928	0.211488924962	0.0840738709084	0.27551622971	0.241729411562	0.0630466770607	0.0281175479771	0.0169969262696	0.0194807502619	0.0152163739465
e	0.0103822549661	0.0026882210448	0.00153306318174	0.0059777986288	0.0177783204843	0.139133464367	0.101588062347	0.230013629103	0.262645686654	0.120916038114	0.050815237739	0.0268078971612	0.0156771277438	0.014043194984
è	0.00478430781497	0.00342754348387	0.00136601406671	0.00371917825733	0.00834486059723	0.063621329869	0.084994738111	0.206846350268	0.340990444085	0.152602741638	0.0646211686463	0.0438807520204	0.0117516446006	0.0090489218
r	0.00257154353252	0.00322545896416	0.0012253597553	0.00302554633084	0.00541570446554	0.0610506948963	0.047654175599	0.198967935923	0.372896763228	0.163078550813	0.0697654711488	0.0442450137068	0.0184180536865	0.00845972660933
t	0.0130222782627	0.00378657267443	0.00235664466709	0.00566878078311	0.0130105908033	0.0723592337054	0.043208263033	0.172819435728	0.313393161476	0.179573354271	0.0876824120496	0.0331689901423	0.0291985933502	0.0307516780871
o	0.016457106876	0.00423209568832	0.00252988632109	0.00584017219787	0.0140665027432	0.0448357696625	0.0383079190777	0.125960091623	0.227716434759	0.239954798757	0.15763565735	0.0521856332208	0.0293781553714	0.0408997810604
n	0.00669965428833	0.00348324772717	0.00198590955711	0.00298076270662	0.00573533626253	0.0200159207368	0.0209990546812	0.0670787897143	0.251410374586	0.299570481386	0.191659454183	0.0593436276069	0.0385694796171	0.0304679346135
t	0.0132180455724	0.00301544827842	0.00209112351435	0.00247227517527	0.00353380439774	0.0115721321076	0.0171160797385	0.0524832387581	0.263421572262	0.277863169595	0.202801804461	0.0559518045356	0.053783331159	0.0406761993512
a	0.0144765370309	0.00174392506444	0.00125940303662	0.00222158535802	0.00249708721601	0.00867761194787	0.0184868579623	0.0315309872327	0.187996024154	0.277242014532	0.25046178682	0.109343557779	0.0519959132063	0.0420667272571
n	0.00715759204777	0.00323381132415	0.00161898587762	0.00197620495005	0.00178151609234	0.00682263214329	0.0137068240941	0.0252972474709	0.155284086651	0.275905355511	0.26029123094	0.13274269826	0.0665733772554	0.0476084447724
a	0.00491288543779	0.00417128896272	0.00168415857029	0.00183091870486	0.00162324382911	0.00442094125576	0.00969716887137	0.0248543160876	0.12170538115	0.24299286377	0.264630421647	0.180248810353	0.0866992356851	0.0505283644708
s	0.00455169812293	0.00281914807682	0.00107650379732	0.00150633650227	0.00128006896344	0.00295560285659	0.00709157533112	0.0185299593465	0.09325224085	0.218250490523	0.279190199882	0.219531857918	0.105288137295	0.0446761699769
e	0.00430833930018	0.00225128104259	0.00088672514402	0.00162614220274	0.000991672821547	0.00260746414886	0.00537567472771	0.0127072652848	0.0778967678367	0.181230914174	0.273034506627	0.254469983773	0.131381535365	0.0512317071456
g	0.00401421884879	0.00217605583886	0.00114327050945	0.00193512214693	0.00134005081525	0.00263324095562	0.0064354801639	0.0082576749736	0.0479352876322	0.130714972458	0.253762667142	0.271578587324	0.192533819988	0.0755395377019
r	0.00431354290364	0.00287480281121	0.00190064965697	0.00285518765172	0.00243353719448	0.00395525911007	0.0068150458098	0.00627040052587	0.0487141107807	0.113517940419	0.240886818647	0.177052010108	0.271141738863	0.117268955101
à	0.00216621223359	0.00261895863573	0.00149260023967	0.00279367990763	0.00243343253949	0.00586910197156	0.0068448267271	0.00459664186462	0.0332054221289	0.094134360633	0.204567216216	0.224554804303	0.284474947154	0.13024780348
n	0.00156518333169	0.00222504750802	0.00161585628228	0.00182357441916	0.0013414323246	0.00442449791119	0.00486187546303	0.00344358343954	0.019980896515	0.0677621929043	0.201882492872	0.285069755701	0.289068295718	0.114935324427
i	0.00165611691526	0.00349051031012	0.00187684519273	0.00203329726201	0.00317497246763	0.0027579403464	0.00669049999901	0.00697765867385	0.0178479506583	0.0597926703214	0.198444471224	0.233199432567	0.303088001906	0.158969642162
ò	0.00120262215073	0.00316449350784	0.00101589615771	0.00173751666954	0.00372728255834	0.00214597136147	0.00734047037034	0.00787127497128	0.0125003982194	0.0426336342205	0.133843657288	0.260139875522	0.325325073635	0.197351850259
l	0.00093383131587	0.00211118666248	0.00084400233517	0.00117501803271	0.00164301081691	0.00121176232296	0.00349096847978	0.00402571452203	0.00964361011513	0.0295505071002	0.130776835443	0.270735101507	0.382193788878	0.161664650578
o	0.00087706270061	0.00244242579289	0.000884057311523	0.0015818623249	0.00158464168064	0.00140327488145	0.00431456516293	0.00477815241028	0.00980153824704	0.0415134799001	0.135199398128	0.196784871502	0.389663509626	0.209171141079
</S>	0.000820033843305	0.00280335210444	0.000734801793762	0.00199753436245	0.00190731988032	0.00179601162673	0.00572235219147	0.00599693436214	0.0105089866035	0.05190617595	0.113436813134	0.159067752151	0.365918576813	0.277383357339
