 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.816385299	0.136708097477	0.0093339902513	0.00771031867001	0.00353726631161	0.00440016004837	0.00283801457206	0.00122271531901	0.0149853664733	0.00287877729171
a	0.620361293447	0.326043005526	0.0146135347529	0.008228632672	0.00374752238372	0.00450049928044	0.00268944669844	0.0012395247762	0.0150515089642	0.00352503897078
p	0.390447104309	0.569935342242	0.0208678065243	0.00537862390067	0.00188804425707	0.00215239272383	0.00126278138632	0.000477756577009	0.00531205193386	0.0022780909119
e	0.23675783325	0.715243602081	0.0363372320901	0.00466047856022	0.00124368491887	0.00122195957419	0.000709040040416	0.00060633410866	0.00190741320745	0.00131241381395
s	0.14084847971	0.797063722694	0.0487881528234	0.00696630281341	0.00106498313507	0.00118740274638	0.00108847417515	0.000646798108013	0.000886842083267	0.00145884076401
a	0.0847365793233	0.801111340231	0.0971684804011	0.0113813616045	0.00101377899776	0.00115625324819	0.00120745288399	0.000271115565704	0.000526530210936	0.00142712388601
m	0.0595724222478	0.724223106077	0.1797692196	0.0265987348015	0.00245838889439	0.00267292651233	0.00170913430897	0.000226496287488	0.000442065871244	0.00232752800191
m	0.0304646409426	0.637636166359	0.237709185	0.0738529880005	0.00568473455746	0.00810512383104	0.00254292889082	0.000571991334209	0.000787943691368	0.00264431789648
è	0.0236829492147	0.48651484512	0.372866211667	0.0959469221535	0.00827427444515	0.00839155187161	0.00170079903777	0.000861324645236	0.00069058116254	0.00107056101473
n	0.0161590062454	0.452074644373	0.422872319222	0.0910765806712	0.00913687596838	0.0043874649502	0.00103075786706	0.00105457493655	0.000666479173327	0.0015412988614
o	0.0224310004021	0.354386676191	0.430406669074	0.14599117409	0.0288465293095	0.00787801373473	0.00401899466549	0.003275466598	0.000842410098572	0.00192305945443
o	0.022841297759	0.13757223769	0.407055219891	0.329019770697	0.0582752736365	0.0244339793742	0.0082322851005	0.0104958279754	0.000713963154524	0.00136016060666
k	0.0107962178003	0.0542726201833	0.27274188443	0.508628267566	0.0952824057455	0.0357853782247	0.00840706943217	0.0109536579771	0.000754522160775	0.00237798784834
l	0.0195853832167	0.0328743099911	0.21121947641	0.540210597855	0.138619156982	0.0345112991749	0.00849405789072	0.00527103394877	0.00122413038526	0.00799055901765
è	0.0237037760796	0.024304160781	0.20907217707	0.466889701952	0.220020889594	0.0334728587583	0.00906104300024	0.00394685395426	0.00112254139759	0.00840600739737
o	0.0116847116867	0.0110974553617	0.157714161523	0.360706565984	0.320579750198	0.0740435495861	0.0414019685634	0.0181167312454	0.000941427550097	0.00371368441981
n	0.0061103108771	0.00639191208937	0.063609982321	0.349114409995	0.333127414866	0.151472737729	0.0579485476478	0.0236962791418	0.0019317101891	0.00659670801207
e	0.0034007833439	0.00458402585059	0.0306015696377	0.294124584665	0.339531736089	0.24250765751	0.0552952375093	0.0188748706739	0.0024300123679	0.0086495411664
o	0.0029605138633	0.00379899612973	0.0146676467096	0.147144437648	0.305732669563	0.364797842503	0.0872755825698	0.0592623244026	0.00365071145582	0.0107092881593
k	0.0022432587197	0.00297116070811	0.0069103449962	0.0852883997093	0.241058694054	0.460047685501	0.109910921123	0.0721156230522	0.00505729711759	0.014396617731
l	0.0064420640992	0.0077148173782	0.00733037350007	0.0798815978364	0.249398612018	0.452831777167	0.108744134774	0.0406725024641	0.0102475824792	0.036736551991
è	0.00839977604443	0.0089718078309	0.00793435141002	0.0560001639455	0.292277786006	0.385179758722	0.138259713525	0.0509834699614	0.0118751858117	0.0401179986889
o	0.00561649719214	0.0040575472644	0.00498283775847	0.0238510097598	0.233001961669	0.308965688574	0.288320998842	0.10663143622	0.00863569280923	0.0159363328555
n	0.00434316597633	0.00268362514757	0.00314928016729	0.0138558237646	0.106326352663	0.311738334191	0.378111188281	0.148007477513	0.0134297312831	0.0183550137385
e	0.0023052367534	0.00233823404346	0.0040104746901	0.0130599073169	0.0557518398077	0.30619974793	0.37803285576	0.198927174544	0.0189305570277	0.0204439563928
