 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.6281540384	0.34953407159	0.0092091062584	0.00232516630301	0.00438326761617	0.000308184573513	0.00281167664746	0.00327450188272
p	0.453470656853	0.508578383063	0.0224818219861	0.00348910667016	0.00466511240327	0.00032159740428	0.00301282499641	0.00398053552537
e	0.349063679051	0.608728997821	0.0269052358287	0.00695890051212	0.00255879988369	0.0013623419614	0.00141214594833	0.00300993267749
t	0.269518237681	0.68144773594	0.0325377065629	0.00933285498584	0.00183564672936	0.00176391835699	0.000864340798914	0.00269957772553
à	0.198545894284	0.69763027398	0.092266085941	0.00742904108741	0.00113548302681	0.000707731373953	0.000605208944338	0.00168029663757
c	0.112467315375	0.71011302686	0.12088523458	0.00596454890914	0.00129603145756	0.000524549600881	0.00222758270727	0.0465217291097
i	0.10308483123	0.539719395687	0.258009657593	0.029519346683	0.00285171823652	0.00213264934287	0.003049297572	0.0616331090323
a	0.087878190616	0.265608447129	0.470752543398	0.117708577074	0.0136100904795	0.0157299417016	0.00200627980969	0.0267059209542
k	0.0398756105013	0.12836613551	0.578556792466	0.174050178625	0.0267233101298	0.0196909863515	0.0118666058302	0.020870377365
è	0.0264332534731	0.07360456489	0.661314685489	0.170098126942	0.0300799884833	0.00897517982475	0.0157722933927	0.0137219153539
c	0.0583419000294	0.0637388637167	0.60488012683	0.182886701914	0.0426807303344	0.00592663163784	0.0130751246542	0.028469926998
c	0.112022209977	0.0843238723336	0.41140313041	0.250789954705	0.0700039158315	0.0109102129824	0.0153918960121	0.0451548228211
i	0.112823807925	0.0727487246965	0.237946723937	0.410908293568	0.0912003792638	0.0317702573373	0.0143112880394	0.0282905446074
a	0.0719246210801	0.0443175797555	0.136669616712	0.527278369856	0.0986230551546	0.0730688547811	0.0129690389425	0.0351488697873
u	0.0372197825307	0.0325924132692	0.0750057470373	0.506401492285	0.144367008185	0.113405105169	0.0116749390708	0.0793335220089
s	0.0187143677318	0.0209213419463	0.0410938412771	0.404329537715	0.257148313395	0.108124224856	0.0671518592709	0.0825165248285
e	0.0116290980942	0.018960247878	0.056061655357	0.293305739805	0.359290087665	0.106702555819	0.102431329657	0.051619286021
n	0.0097999978878	0.0198465439315	0.0577559917117	0.212401773266	0.408941749088	0.11727798334	0.130240572952	0.043735379853
d	0.0118608894391	0.0321458609219	0.0379699758619	0.155215388073	0.354860702029	0.118352017247	0.239224187551	0.050370963353
ì	0.0105643315265	0.0310845549572	0.0273532804483	0.102859349891	0.362734216343	0.199570240216	0.22365154377	0.0421824646783
n	0.00793138616057	0.0177460490709	0.0142978904384	0.0776198477637	0.427228609448	0.225961617605	0.190879976243	0.0383346046801
n	0.0256403904961	0.0273628324531	0.0264730200284	0.101584460988	0.333848195769	0.179452987068	0.211363829348	0.0942742696534
u	0.0323801452715	0.0298018057587	0.0352706514451	0.0905315371827	0.203364755076	0.295914454889	0.181845781983	0.130890879618
n	0.015720700913	0.0208217152721	0.0216020031501	0.0452246056062	0.163167066472	0.35153774963	0.277908262661	0.104017892453
e	0.00899781731013	0.0158028940539	0.0162106950034	0.0265450942074	0.140484688671	0.33703895921	0.34905287622	0.105866951064
i	0.00805831252271	0.0132928412373	0.0231961410961	0.0180966556785	0.0958371782037	0.410639611537	0.317759865407	0.113119383021
g	0.0057476798421	0.0158095883978	0.0193999489632	0.0101209786908	0.0615068368546	0.366303343183	0.423662655136	0.0974489628403
e	0.0058305586019	0.0180210746593	0.0107431624555	0.00814432776427	0.0397659014782	0.284367783465	0.513210029712	0.11991716082
n	0.0050128203271	0.0173817819768	0.00687115498413	0.00613120273409	0.0301733863061	0.232885895608	0.573092506571	0.12845125058
i	0.00380177679283	0.0146504342711	0.00410180500234	0.00466728440536	0.0229662804287	0.170308724209	0.59346393619	0.186039762367
t	0.00339183944388	0.0136286372526	0.00345898817575	0.00417207650885	0.0210734170096	0.133616352476	0.612165488063	0.208493185596
ò	0.00242839577423	0.0117155852687	0.00341196455088	0.00361379053202	0.0148276335299	0.0934111083453	0.686882048688	0.183709442565
r	0.00224106078474	0.00959440916527	0.00324522026561	0.00368024846211	0.0103529655798	0.0683797415324	0.735598452896	0.166907875238
i	0.00197407854225	0.0107817202868	0.00783577729785	0.0163766014508	0.0098708797762	0.0648941372748	0.574588590899	0.313678181463
</S>	0.00224690463812	0.0106299168034	0.0133219934289	0.0295341750964	0.0122300335978	0.0610146754574	0.36497180135	0.506050466732
