 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.874856746	0.11278420369	0.0041820065125	0.00199685412713	0.000457712913105	0.00129921904608	0.00067594854476	0.00049270815826	0.00325459644923
o	0.676376995333	0.283006818357	0.0148004242162	0.00356282115371	0.00211200537999	0.00257023376923	0.0100391685602	0.0031288117708	0.00440272644447
f	0.453783306724	0.481670674119	0.0321018117454	0.00641695331124	0.00267866249206	0.00228599847261	0.0129881156603	0.00433512637865	0.00373935249972
à	0.291048284388	0.60059019164	0.0897751218485	0.00748453615975	0.00121763084109	0.000902122720617	0.00461306342701	0.00200963307846	0.00235941553501
i	0.137924128523	0.676983185747	0.166416034616	0.0137636052252	0.00077913203243	0.000490904623786	0.00181722658164	0.000805825950732	0.00101995545052
e	0.0513500610143	0.623688001282	0.267216527339	0.0364413465777	0.00162674505181	0.0012232355804	0.00267051933275	0.00115812686934	0.0146254322519
e	0.0248095086288	0.407108634274	0.401471766446	0.0988718391126	0.00460268853194	0.00258213873053	0.00671112323309	0.00206529756082	0.0517770000382
t	0.0137815102936	0.208855049427	0.463357638415	0.229951777704	0.0118153599773	0.00297070417684	0.00805596794973	0.00584309294425	0.055368891265
è	0.00642004139267	0.102380194038	0.519608761072	0.312801639101	0.0180074007724	0.00402646699561	0.00585630194224	0.0066690947069	0.0242300926901
l	0.00376628605236	0.06157100598	0.524193467291	0.358944985967	0.0285123589708	0.00488203597787	0.00440630104775	0.00437655378988	0.00934700232069
i	0.00839448794212	0.0448257198933	0.421876411364	0.389389398656	0.0997516772903	0.0190945736246	0.00735963445725	0.00483876938532	0.00446932595796
f	0.00971300562631	0.0242298828431	0.288795975655	0.454034599552	0.164349961963	0.0252920841949	0.00965263513908	0.0208536399701	0.00307820735019
a	0.00549140246817	0.013031340013	0.153820042752	0.499175246517	0.257329602854	0.032490502385	0.00956213691969	0.0260532594232	0.00304645234969
m	0.00441987854052	0.00741886113733	0.0772956161707	0.485835318172	0.339478426951	0.0476369744617	0.0146489705132	0.0187805877296	0.00448535996466
è	0.00456363766424	0.00648350730478	0.0411325456969	0.429145618724	0.401708214317	0.0806576104206	0.0165071732844	0.0155142907371	0.00428740893635
n	0.00653565309001	0.00756679417893	0.044944876339	0.369053570908	0.441860621439	0.0986427333402	0.0159670766881	0.0083690145663	0.00705966890692
o	0.0184100798062	0.00687384792131	0.0452287210843	0.267310109489	0.40840812848	0.16916101138	0.0538765917294	0.021608292421	0.00912321138564
s	0.0215951938629	0.00435300035045	0.0194977719077	0.13545559567	0.408176003493	0.248154503127	0.10684776531	0.0448789371125	0.0110412126365
ù	0.00959253483377	0.0022922488205	0.00811892009483	0.0890250682033	0.352689999431	0.334000199709	0.142800025103	0.0497619339188	0.0117190617208
b	0.00408661102133	0.00136982822043	0.00365173435348	0.0456773585078	0.331930497277	0.373025130903	0.185181226834	0.0413592179743	0.0137183878109
i	0.00551709186892	0.00149737030774	0.00306353106236	0.0278550669906	0.261027153359	0.323450261834	0.280539893878	0.0706580354381	0.0263915941836
t	0.00638225350464	0.00147166076945	0.00260291401569	0.0130504826782	0.125220200113	0.320328330478	0.350756098226	0.135597496293	0.0445905802412
o	0.00337153382921	0.00129409176936	0.00201783716947	0.00805345644273	0.0720023236043	0.251748940226	0.368494459675	0.233855844931	0.0591615353871
è	0.00244498827707	0.00132013601379	0.00263655019716	0.00536419535558	0.0355357621648	0.174369771875	0.322216287892	0.37184023881	0.0842720798624
p	0.00280214012128	0.0011395739564	0.00221408389282	0.00325386893226	0.0203996287276	0.124432928238	0.247679591964	0.48665397027	0.111424197158
r	0.00448297735041	0.00321049538523	0.00200547560277	0.00414337385249	0.021485012189	0.104041706986	0.206368749517	0.528368971423	0.125893227617
è	0.00441326185014	0.00390943193704	0.00297429246366	0.0051784616995	0.0198205763255	0.082937696062	0.143130456995	0.580601936474	0.157033893766
s	0.00277946195661	0.00261262011196	0.00239355923655	0.00329268070197	0.0103909359256	0.040393520004	0.112508902732	0.661893646825	0.163734677035
t	0.00286132578684	0.00349793636893	0.00204350519084	0.0025387126833	0.0068042504457	0.0228210922767	0.0983175990507	0.720443446275	0.140672125758
o	0.00231776198328	0.0032229422018	0.00338342624847	0.00347906913861	0.00916751642883	0.0241067557222	0.0689722935233	0.624623961492	0.260726259953
</S>	0.00165461371064	0.00240676132015	0.00403637395653	0.00393714938081	0.0131833381568	0.0348375628081	0.0535973024713	0.497960450846	0.388386435576
