 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.946432985	0.044164503307	0.0012705825587	0.00533276806115	0.000613428110076	0.000240731943348	0.000190414459628	0.000150936651219	0.000136141557587	0.000204668952255	0.00042299540754	4.958046042e-05	3.73589282579e-05	7.49146209158e-05	6.2867336314e-05	9.98202820917e-05	9.24524568407e-05	8.36822324425e-05	0.000157178418501	0.000181993460951
M	0.763964437133	0.223901921522	0.00335269829717	0.00591341279772	0.000605644067659	0.000237604177438	0.000193431201684	0.000160549378518	0.000135279666953	0.000204085313698	0.000425890052523	5.29277870714e-05	3.88538038771e-05	9.02102256469e-05	6.21974635459e-05	9.93647447829e-05	7.94461332482e-05	7.48372491988e-05	0.000192665988236	0.000214541922512
a	0.668132475178	0.321891392594	0.00402806471506	0.00337570693834	0.000294064456962	0.000110028896974	9.24304187607e-05	9.99229551569e-05	6.33350009973e-05	0.000108268686937	0.000181176820567	5.34576592386e-05	3.52144652628e-05	5.4974457737e-05	0.000105672989259	0.000132406195063	8.57813545991e-05	7.38255826433e-05	0.000122034014068	0.000959764712894
r	0.569923851526	0.402350433398	0.0133103399077	0.0112578658819	0.000453524709063	0.000134248123186	9.4453623549e-05	0.000132666364003	5.31973504634e-05	7.80800822406e-05	0.000100779383302	5.49873060543e-05	3.23043881827e-05	4.29080544091e-05	0.000121433787842	0.000144091074729	9.37767639597e-05	7.71235637833e-05	0.000202322675637	0.00134163419046
ì	0.306786786842	0.636690028466	0.0394898238359	0.0147874949273	0.000617309371861	0.000157342489749	8.45464300583e-05	0.000130730502561	4.24368963201e-05	3.21388513647e-05	4.02117104934e-05	2.74685401206e-05	1.68373457342e-05	3.762810854e-05	4.36631106014e-05	5.1219507315e-05	4.03428434496e-05	3.96817980002e-05	0.000221938507908	0.000662383377323
a	0.153285370147	0.737009588822	0.078515214812	0.0260492716758	0.00165714270213	0.000305770207036	0.000123036116181	0.000267969733927	0.000104915970411	0.00012258178003	0.000175339788243	0.000143867278726	0.000144959270381	3.26126981854e-05	0.000443442007976	0.00048698865774	0.000250081008322	0.000204964266426	0.000150554348938	0.000526330895599
p	0.0625220967003	0.724793194274	0.143687473271	0.0502639651853	0.0111437356274	0.00190392397605	0.00132047523881	0.000503349079376	0.000180484962883	0.000179393147706	0.000283759602487	0.000204899817652	0.000196745834519	6.63268090862e-05	0.000583929608172	0.00065095856927	0.00033056474034	0.000271483213552	0.000338468488086	0.000574767968676
e	0.0290780170848	0.688552678758	0.186337812024	0.0729484181551	0.0136305167875	0.00249930582675	0.00174308170191	0.000452164299749	0.000179508934814	0.000213897470584	0.000317660110591	0.000149946240974	0.000124379206037	6.93923305897e-05	0.00069269274249	0.000820576954817	0.000459449087741	0.000316628077368	0.000385722493498	0.0010281343591
r	0.0174928433609	0.575444056919	0.257728151675	0.129623072325	0.00980832640483	0.00212687691852	0.00115122280681	0.000698203063854	0.000246223489157	0.000557142322311	0.000307431518406	0.000188203258688	0.00010603462233	0.000140466121734	0.000834815254143	0.000882053731159	0.00050193643356	0.000334280085431	0.00036495473796	0.00146370056835
ò	0.011235714933	0.372728457306	0.446490892558	0.150075710375	0.0114516481843	0.00262066871804	0.000991722639003	0.000755719787867	0.000258330445649	0.000594129688723	0.000162721316939	0.000152792446475	5.93076982634e-05	0.000156841029265	0.000402888268831	0.000327759304047	0.000183804411613	0.000131617195451	0.000307919731682	0.000911353048785
