 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.815352845	0.07945726508	0.0884000277312	0.00157607398337	0.00199257789666	0.00317992583064	0.000398644796804	0.00107722664659	0.00177243569933	0.000850421584972	0.000658364322481	0.000878890299073	0.00104848516364	0.000727600918057	0.000942530285945	0.000215107600123	0.000247708404117	5.82171583875e-05	0.000320221569435	0.000417329292458	0.000428096006603
l	0.694086499267	0.144588486067	0.14297517253	0.00282666725852	0.00208117324635	0.00322418768142	0.000419076460315	0.00109930331124	0.00179666582863	0.000858677855719	0.000670258566319	0.000883972751519	0.00105716149637	0.00072554146209	0.000971468276185	0.000220620806623	0.000250945363833	5.59548308277e-05	0.000326618020318	0.000389428573008	0.000492114601795
l	0.616931813689	0.222262689689	0.148635516743	0.00385237592884	0.00195349627072	0.00155599936287	0.000446008027558	0.000492222381523	0.000738555128467	0.000363214836254	0.000268536222032	0.000329067878872	0.000379412138822	0.000267445558986	0.000422284926126	8.91902499137e-05	0.000120233824393	4.35629426454e-05	0.000254105108107	0.000198291702426	0.000395984345384
ò	0.461474551483	0.39885048343	0.124700614781	0.00800481905561	0.00312116852997	0.00106128396782	0.000463856468953	0.000291907907912	0.000389429129096	0.000195517697449	0.00012603539542	0.000151306555836	0.000143007246207	0.000107022241441	0.000201996429004	4.03761206927e-05	6.624361143e-05	3.46784487155e-05	0.000211647946393	0.000105991583706	0.000258071205324
r	0.376036571748	0.44099261201	0.138910943727	0.0322773675752	0.00448325644606	0.00117447074395	0.000279575037218	0.000601680987282	0.000385927213534	0.000235513434861	0.000216615798895	9.9812704868e-05	0.000120868745754	6.52082834159e-05	0.000199870032301	2.79980055063e-05	7.459952338e-05	4.49722280226e-05	0.00014854204672	0.000102392720077	0.00352120370202
a	0.282981462756	0.482461044203	0.159387226109	0.0548531495397	0.0105290767248	0.00159664126499	0.000352293994673	0.000812927318607	0.00056664680862	0.000354648288634	0.000374173247281	0.000115557200909	0.00016918041426	9.03282574232e-05	0.000204804243422	4.0923844615e-05	9.48582059843e-05	5.55508704021e-05	0.000204820096231	0.00010502602852	0.00464965467265
e	0.113044408559	0.541253885401	0.283875243103	0.0436153883266	0.0114144658969	0.0012631381882	0.000380738505078	0.000464810316427	0.000451827344649	0.000268674307869	0.000344956571091	0.000150691745343	0.000175283829704	9.41543840867e-05	0.000104793535953	5.18754511986e-05	9.39098792451e-05	4.54384027707e-05	0.000382815290663	0.000215402449178	0.00230807733069
v	0.053795845653	0.4060904296	0.435344397701	0.0876202347182	0.00963253874763	0.0022423531986	0.000962676403746	0.000351382848027	0.000341215379838	0.000220234536334	0.000382990299497	0.000163554119923	0.000212406101029	8.03524432846e-05	0.000139725383209	6.29730922062e-05	9.11053368454e-05	4.46740506606e-05	0.00038491336066	0.000292441352053	0.00154353988848
ò	0.0324804739277	0.306134418733	0.5176963899	0.123431381639	0.0118723601159	0.00333373857833	0.00120106494572	0.000470157031493	0.000476686400906	0.00026589635956	0.000661299418546	0.000173231177506	0.000305815887139	8.11122334822e-05	0.000210678188615	6.17576247773e-05	6.12081618672e-05	3.04198617959e-05	0.000228472597048	0.000156928434743	0.000666513228552
à	0.0162120242639	0.199709081978	0.656626703967	0.10745610548	0.011081622652	0.00270148488224	0.000745072812773	0.000484461763872	0.000516383767862	0.000248475020035	0.000757710732999	0.000361589690481	0.000382956603412	8.42693733481e-05	0.000233107646245	5.08056568103e-05	0.000403163500199	2.81099569922e-05	0.00102081130378	0.000335388898361	0.00056070674342
