 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.6087786018	0.3195950569	0.0164771423905	0.0029712028381	0.00105248424619	0.000744717990235	0.000419655778026	0.00259059211203	0.000665659219326	0.00345671312764	0.0432481714544
n	0.301451356987	0.612742443633	0.0276930632968	0.00387996730003	0.00147560361305	0.00105773800592	0.000451750337904	0.00254127999566	0.000686808869102	0.00347823873001	0.0445417719442
è	0.108475628122	0.805621269211	0.0547967596989	0.00800337676001	0.00155660788202	0.00108338238324	0.000497226635481	0.00105432028503	0.000719314629407	0.00147566197963	0.0167164882615
r	0.0569358555873	0.782916734404	0.1182018579	0.02065901	0.00267767298541	0.00244860843515	0.000725557216758	0.000644466463941	0.000750371811708	0.00079408708745	0.0132457946458
k	0.0523313658158	0.658248542135	0.207277934767	0.0366023045733	0.00577699747954	0.00404876627625	0.00455375255467	0.000702483254931	0.0145317689323	0.00305442148109	0.0128716652532
e	0.0338553917513	0.435098523445	0.436769034656	0.0490030336244	0.00655927991785	0.00362428889608	0.00563935233709	0.00069955977431	0.0192194925925	0.00389473746214	0.00563730208007
s	0.022599452288	0.276189613682	0.602495527552	0.0735343249415	0.00644266475928	0.00464458870003	0.00226993652203	0.00146585426777	0.00667429743047	0.00155075809991	0.00213296690507
e	0.0189705815883	0.184866570254	0.641616849184	0.131886938247	0.00911598547176	0.00543637282268	0.00135015114276	0.0020353045811	0.00268456463905	0.000845868381486	0.00119079627686
k	0.0107827396848	0.084906473578	0.628214369728	0.232884311749	0.0234042808959	0.0102016241116	0.00108367218434	0.00537439919801	0.00133167899238	0.000576329703518	0.0012401040836
a	0.00843002160027	0.048453145494	0.487363081243	0.386243455583	0.0421201750986	0.0146382919505	0.00154714547811	0.00711996369387	0.000792385807805	0.000637964874789	0.00265436574896
i	0.0110173991441	0.0229209456973	0.304399073481	0.530388385861	0.0822402968662	0.0244851224255	0.00520864014404	0.013150673397	0.00185261691434	0.00091863285132	0.00341820821675
m	0.0153534797614	0.0143448058238	0.169197451027	0.55036452062	0.161531230055	0.0552491350372	0.0104723580147	0.0177824247655	0.00228361763277	0.000970341026933	0.00245062508997
è	0.0110982239137	0.00952236568127	0.117082278942	0.54387416754	0.213842625018	0.0786003609457	0.0112805634269	0.0107028542752	0.0014335290872	0.00118409162023	0.0013789284846
r	0.00713730164383	0.00818171028309	0.0713562106473	0.547004926513	0.243120131739	0.0932352771152	0.0179269975243	0.00608273657507	0.00127458043267	0.00115729704356	0.00352282600344
i	0.00693733843661	0.0081665683437	0.0402616911491	0.404461813371	0.266437574313	0.190236880172	0.0614924176414	0.0127129109684	0.00348473904089	0.00132222025999	0.00448585449711
è	0.00599074944314	0.0061429377059	0.0216337191597	0.225983444924	0.241625957104	0.331730461657	0.0996359079471	0.0520823173428	0.00749045831363	0.00462325189286	0.0030608010637
s	0.00386963583092	0.00365101154133	0.0120614976199	0.126504939975	0.218044975768	0.431299333219	0.117894422316	0.0688226290809	0.00748643933521	0.00663708679702	0.00372802453943
s	0.00445460793791	0.00702094100614	0.0103899465529	0.0792858864317	0.175258275056	0.482025536406	0.127027332505	0.078511007347	0.00857579915307	0.0216889039873	0.00576176549541
