 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.7719784235	0.20664501347	0.0007158715492	0.008744795631	0.00120010218646	0.00182669511695	0.00098892221616	0.000349351861916	0.000639860144125	0.001348095215	0.00556287032933
a	0.595439083167	0.375100239337	0.003937279025	0.0110523597403	0.00171386666278	0.00190851116998	0.00115386557809	0.000485775361785	0.00157088719832	0.00198884911105	0.00564927556201
p	0.388470930416	0.544711003226	0.030663492615	0.0245361987965	0.00255343521123	0.00116580612179	0.00216061952857	0.000358892967973	0.0015365465057	0.00146291537271	0.00238014258784
e	0.258120118712	0.658721080409	0.0422130333423	0.0318606234646	0.00253705786821	0.000992061310516	0.00225636628638	0.000182299101237	0.00107512186911	0.000593229800512	0.0014489870706
t	0.169767580627	0.729197734136	0.0409738221541	0.0422637233482	0.0070011006182	0.00140949262639	0.0061372419815	0.000260669704579	0.000974457383166	0.000415884691798	0.00159828367586
ì	0.10416620341	0.723070149379	0.105090412671	0.0478412312227	0.0085914070404	0.00142985630004	0.00742791969815	0.000260144839119	0.000403588060852	0.000339112444721	0.00137998323076
a	0.0507278659613	0.56926604966	0.243149546624	0.0961092777676	0.0193637341011	0.00886720334132	0.0030047854699	0.00177613710507	0.0043639442695	0.000725700692419	0.00264577526736
e	0.0217122102671	0.315930399653	0.316341690741	0.224528091323	0.043827252047	0.0302969568491	0.0018771544153	0.00396512799953	0.0244224955334	0.0026986186395	0.0144000160942
s	0.0119978206657	0.171422433451	0.22698429898	0.393049319508	0.082488457349	0.0350855881357	0.0191897895951	0.003502386295	0.0282748659176	0.0094575728724	0.0185474651282
ò	0.0103253577752	0.096974134217	0.153333419753	0.551100410503	0.10250884645	0.0212202059192	0.0261003781454	0.00273357532883	0.0147448856863	0.0110716569705	0.00988712392971
z	0.0094321413484	0.0540265423657	0.174944739778	0.561637492768	0.135340277817	0.0199490323937	0.0181356945827	0.00406678091704	0.0091160240026	0.00547291795816	0.00787835811472
u	0.0085944170588	0.0297587743219	0.183750596199	0.442614949523	0.253981595606	0.0349695534446	0.0188799421574	0.0141363762837	0.0038290218316	0.00280874089934	0.00667603879346
n	0.0077852887444	0.0153843162641	0.142577375173	0.338565875774	0.380660217202	0.0494163183482	0.0374805056658	0.016902411443	0.00220352063053	0.00313467466485	0.00588949919325
e	0.005478713612	0.0104449240002	0.079490855791	0.246913148491	0.499250751734	0.0817887587827	0.0490600129219	0.0138814776893	0.00196557848098	0.00359050839898	0.00813526119472
f	0.00317266564133	0.00781586930867	0.036346413947	0.194279493244	0.541947253245	0.122809110194	0.064138385234	0.0142622646448	0.00237763774813	0.00355458813969	0.00929631138454
à	0.00222256899691	0.00508957430749	0.0193836598923	0.161487862795	0.560701659082	0.158019563665	0.0689743842047	0.0112314064356	0.00278553010351	0.00331941893748	0.00678437439394
i	0.0030918813865	0.00365953265583	0.0129293167361	0.0843783394183	0.484486945427	0.280872170555	0.0855217963682	0.0328592242059	0.00510473295997	0.00293752276935	0.00415854815231
t	0.0027977039729	0.00259222763159	0.0081787363305	0.0459278394061	0.322468513542	0.391253354852	0.162797388856	0.047386008242	0.00712362258466	0.00432473572472	0.00514987076214
o	0.00182164443637	0.00246483459151	0.00616445986963	0.0322049887174	0.251271080314	0.403384253617	0.222310249152	0.057139898014	0.0102924410176	0.00592667344671	0.00701945764089
g	0.00301965523879	0.00327089165644	0.00655051679154	0.0189900914811	0.175266889838	0.379164855006	0.301521775317	0.0794234060047	0.0145808831819	0.0095902494637	0.00862077655884
e	0.00350080578493	0.00355629692008	0.00513476559805	0.012700336233	0.105397321213	0.368054045535	0.364285076352	0.102996828535	0.0153850981473	0.0107168745575	0.00827255494551
l	0.00205247848698	0.00455361298185	0.00341570047755	0.007849617509	0.069448591471	0.367325149178	0.339424239697	0.144017754178	0.0261714746824	0.00966404409477	0.0260773300719
à	0.00145067200299	0.00437406572777	0.00258892838518	0.005981482495	0.0465623256637	0.313699934939	0.305311263766	0.195215028726	0.0830051039275	0.0108099431249	0.0310012432866
