 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.841124627	0.138600819944	0.0104412414473	0.00157514281223	0.00158230666008	0.000601104065615	0.00607475856247
c	0.775464552733	0.181782653379	0.0277006366131	0.00618567841456	0.00133992519053	0.000514850957368	0.0070117136624
h	0.705982854644	0.227780906581	0.0379890458866	0.0207133581532	0.00110982502681	0.00051973645252	0.00590427458991
a	0.660016082548	0.291066036127	0.0226305818872	0.0208030857643	0.000860280601493	0.000345505124418	0.00427840494326
n	0.483946437283	0.469361744729	0.0352421583191	0.00809076417677	0.000565627699064	0.000837770579053	0.00195547293269
a	0.308807713241	0.614345131043	0.0662913453304	0.00729060953979	0.000930854773288	0.0011237992571	0.00121054870818
v	0.19893276318	0.662911109414	0.119349305463	0.0118203374941	0.0016083376231	0.00260366414387	0.00277449728439
o	0.0944660211133	0.627490147205	0.191381281888	0.025213880668	0.0026145077817	0.0135772414542	0.0452569157915
r	0.0514824373178	0.506883640868	0.253409033696	0.0812836691993	0.00954580605323	0.0261326350863	0.0712627663692
à	0.0343125694393	0.334666690223	0.382324391432	0.1703943926	0.0178542188511	0.0205607265745	0.0398870181366
s	0.0183642357798	0.221335410674	0.519159661144	0.195400732013	0.0155182707104	0.00965561670463	0.0205660905043
o	0.0199940161246	0.149983410225	0.566546067715	0.216897894884	0.0220549666635	0.0106909118307	0.0138327473254
t	0.0194463399369	0.0635470338617	0.521762779905	0.338154281128	0.0314529596212	0.0154611857849	0.0101754202971
o	0.0226792145863	0.0322597977712	0.394778684768	0.419634727876	0.0959485652737	0.0206512616683	0.014047728522
t	0.0239331824674	0.0155294570811	0.265345014989	0.484386213092	0.139677624825	0.0453428840028	0.025785620587
s	0.00998963612487	0.00845570660917	0.21389202723	0.577446920717	0.0954883208083	0.0555511782009	0.0391762333197
o	0.0104800091814	0.00531202890146	0.157113198863	0.520437482126	0.198417428136	0.0632012600136	0.0450386242439
m	0.0183936115298	0.00396694279475	0.0771756219743	0.496350682709	0.264924463245	0.0781312840312	0.0610574264346
ì	0.0164395172925	0.00227217227232	0.0423261919361	0.419376577003	0.344763350948	0.11306962857	0.0617525858515
k	0.00907381520543	0.00149189899884	0.0199467582834	0.248428175301	0.453240180983	0.196944793923	0.0708743838705
à	0.00629816512981	0.00114196600188	0.0115808088101	0.157825346534	0.429935028328	0.312750619774	0.0804680639368
i	0.00554753814927	0.00123062753478	0.00760068545317	0.0703119946293	0.333408749443	0.446749555925	0.135150858392
m	0.00452187619822	0.00145818997368	0.00580724684086	0.0355008206384	0.187720606014	0.549084123308	0.215907152131
è	0.00457807474167	0.00177052987236	0.00379081431862	0.0213786160341	0.120856987938	0.662234453769	0.185390528377
r	0.00802490092232	0.00180897621972	0.00259214260241	0.0103366249728	0.076755649586	0.761307395923	0.139174311026
i	0.0311417160341	0.00267174429324	0.00739597961434	0.00781920756167	0.0521785840153	0.600391112174	0.298401650175
</S>	0.0523924199751	0.00394826363762	0.0123072642472	0.00806425711083	0.0476502994276	0.414514521387	0.461122959387
