 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.946528582	0.04807776155	0.00228198001491	0.00109859030008	0.00072805680658	0.000620831122847	8.202688924e-05	0.000582169409951
r	0.795990089067	0.09475166645	0.0883580285903	0.00610920757449	0.00172174627743	0.00150317400518	0.000350751080454	0.0112153469623
t	0.556410297022	0.221723965817	0.154577458197	0.0169511007757	0.00635713407002	0.0259521204993	0.00280349998692	0.0152244315954
e	0.323167962341	0.458753635272	0.147214841272	0.0203340554911	0.00715067580907	0.034158992558	0.00332696506008	0.00589285840439
n	0.181241495647	0.613139559757	0.168405728031	0.0141456765837	0.00360448914402	0.0136644970267	0.00156525655178	0.00423327555406
a	0.111954295305	0.668690468586	0.187791328677	0.0173682433679	0.00276467686694	0.00676338113791	0.000970994827333	0.00369660764607
i	0.0421104167843	0.714107235529	0.200201539892	0.029395667296	0.00475397999991	0.00678410609394	0.000365949332465	0.00228110939676
v	0.0198389419548	0.61261471871	0.318266740031	0.0346559336253	0.0060359478373	0.00622687443841	0.000347502090282	0.00201335125215
ò	0.0117784508316	0.388744311303	0.524422869077	0.0603454910751	0.0094906112991	0.00380151943493	0.000357611469676	0.00105914519306
s	0.0057855587572	0.214128190154	0.663506592359	0.093803930425	0.012988599193	0.00461771444004	0.000940941011941	0.00422848586583
t	0.0057212526104	0.112390417505	0.72713379812	0.108907809742	0.018358298131	0.00803546014461	0.0100662214776	0.00938675809398
è	0.00615588250747	0.0516463948283	0.624277564707	0.252734740781	0.0341372331903	0.0105264490705	0.0129912845516	0.00753047610009
o	0.00633095937516	0.0269580563161	0.357810832436	0.49518209226	0.0720077812634	0.0324795486728	0.00530953669593	0.0039212079839
s	0.00608873665405	0.0147289005387	0.200429319279	0.606728008087	0.123081250221	0.0411807277043	0.00296991442504	0.00479312885811
t	0.00319211236936	0.00749105578757	0.15028597916	0.624337113362	0.174830191007	0.0266634023014	0.00607724293008	0.00712289480112
u	0.00176994133707	0.00386522090986	0.0744389685467	0.625676337121	0.249157503736	0.0321318844271	0.00657629044736	0.00638386286033
d	0.00153243806356	0.00324157853462	0.0424639965422	0.592670838374	0.308854694379	0.0360053419624	0.00584447265845	0.00938665452794
i	0.00242059548679	0.00444319420821	0.0332415781265	0.500086851325	0.376476684126	0.0635094665875	0.00878972754015	0.0110319230086
è	0.00353360219493	0.00479080618007	0.0155388534099	0.369806752842	0.451559022442	0.134204256863	0.0125543561241	0.00801238200553
o	0.00701313966364	0.00401745014656	0.00769775306557	0.247217366147	0.442625262814	0.254916889821	0.0198869374014	0.0166252191845
n	0.00817185441768	0.00455575028139	0.00494369012546	0.158809302716	0.374409636538	0.356454236607	0.0618882501338	0.0307672749375
a	0.00500856597969	0.00507199017546	0.00527497413735	0.103644121899	0.268455342779	0.490253376202	0.0899714441246	0.0323201730192
g	0.0041174993379	0.00654852640815	0.00624368925665	0.0626779680263	0.192980221526	0.538859109401	0.141223167722	0.0473498040597
h	0.00452618856226	0.00706822418403	0.00504678097092	0.0485305425688	0.147441558575	0.440595610467	0.240958932574	0.105832155153
e	0.00576142514711	0.00710836769572	0.00395184931634	0.0374685704963	0.0875048901183	0.456916717489	0.269490535525	0.131797652431
t	0.00547535152201	0.00642078758545	0.00317816250871	0.0228204286961	0.0660741426328	0.43551353583	0.340174095175	0.120343505857
t	0.00284167412041	0.00339995478193	0.00207642248222	0.013161126047	0.0523572118776	0.358153905743	0.434016655725	0.133993045086
ò	0.00301196861233	0.00271156639541	0.00181419099375	0.00793227788733	0.0293779598592	0.325007602381	0.483473601242	0.146670839682
m	0.00339043694234	0.0029625416643	0.00193154446035	0.00543862989178	0.0184367422531	0.25424182986	0.564675241747	0.148923048227
e	0.00380766320831	0.0053351207488	0.00731126505492	0.0116763265646	0.0174523224644	0.182096200087	0.560603620582	0.211717483289
s	0.00417751968259	0.00581156893683	0.00890365902991	0.0129988897711	0.0137140096548	0.150365128362	0.574564622861	0.22946459543
s	0.0025620475398	0.00255029445479	0.00378594847446	0.00585478719417	0.00735136619493	0.133817464121	0.683926934954	0.160151152277
è	0.00231329311651	0.00146359670395	0.00234489360037	0.00450669387672	0.00479266597031	0.0998302895737	0.726297510985	0.158451052492
r	0.00257897591038	0.00157117609451	0.00189191051096	0.00355729273631	0.00383332085077	0.0623651645512	0.760022450328	0.164179708704
e	0.00604471719954	0.0088736195121	0.0116027404885	0.0161081484458	0.00948999987266	0.0569178833904	0.619304604776	0.271658286841
</S>	0.00983961390877	0.0159973147178	0.0215435379242	0.0297849163759	0.0158077501019	0.0691469626652	0.440305000388	0.397574898121
