 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.934838399	0.05526261703	0.005174181851	0.0007619645759	0.00094470452362	0.00071288104031	0.000465089499012	0.00184014867081
n	0.809350864333	0.161895985077	0.0183903506623	0.0015762233533	0.00116053258154	0.0010694260851	0.000964259177681	0.00559237104743
k	0.605923318311	0.301299711026	0.0590994822608	0.00447348386443	0.00108965880245	0.00235418047003	0.0172289935738	0.0085311938991
ò	0.432612535104	0.402114337675	0.122015399867	0.00894254887481	0.00341368033348	0.00269401725921	0.0223599003077	0.00584758613699
r	0.330358565168	0.512071789225	0.120474363256	0.0112903239449	0.00616245081496	0.00272935153298	0.00995907908167	0.00695406487683
a	0.213980682869	0.544807456408	0.198455935119	0.017836226195	0.00775518343679	0.00325088600737	0.0064853570716	0.00742826047298
s	0.102923987843	0.560303288803	0.26850187784	0.0273923841317	0.0115057517843	0.00441273953166	0.0125467613111	0.0124132162115
t	0.058733280721	0.548251389201	0.27959481908	0.0563352229772	0.0136284349554	0.00660190400242	0.0226817684108	0.0141731896263
e	0.026896007437	0.3635839582	0.48154128736	0.0861490251257	0.0127939704718	0.00604788048334	0.0173489433065	0.0056389188314
m	0.016032146169	0.2307213502	0.573473392453	0.121188234775	0.0162167357173	0.0110745725063	0.0167534878184	0.0145400792977
a	0.0129917352143	0.15916703096	0.543862179484	0.189110062258	0.0354999857524	0.0178050543314	0.0196498002622	0.0219141568948
r	0.00967436294743	0.0674963323667	0.491398178495	0.291265408419	0.0592884953175	0.0383027426331	0.0219707144701	0.0206037569025
è	0.00579602917648	0.0336438283896	0.393384224832	0.382588484806	0.0906359502392	0.0577891828977	0.0202772014452	0.0158850881974
o	0.00471174987149	0.0158959546345	0.299055039877	0.398893729602	0.163500796746	0.0897478631859	0.0187614611502	0.00943339694435
c	0.0129539357385	0.0119563551822	0.178176147492	0.424215371867	0.164770685515	0.135247206662	0.0317654052901	0.0409148814375
e	0.0184090352055	0.0113926133627	0.107367604077	0.381024628956	0.184964340638	0.192701884421	0.05374611821	0.0503937720592
e	0.0133307172048	0.00751491370037	0.057549892305	0.234244184319	0.258152710346	0.29444928414	0.09320254867	0.0415557573664
n	0.0104096177865	0.00577034288579	0.0272330236303	0.14554304044	0.203437998869	0.399425842047	0.136020203623	0.0721599301221
ì	0.00931535606217	0.0070705852368	0.0189198184154	0.0952199869467	0.13026420067	0.439951303349	0.227239845541	0.0720188878407
n	0.00628243244983	0.00562333382853	0.0112248265953	0.0622224812489	0.0860947783833	0.482314289783	0.276494620847	0.0697432181936
e	0.00458176855905	0.00583404660178	0.00856250796323	0.045635936243	0.0456332227278	0.415153191661	0.338523808616	0.136075522845
p	0.00475769471035	0.00654629371726	0.00923585604441	0.0242500693543	0.0253895262159	0.253742173154	0.481863294205	0.194215115148
r	0.0030353309256	0.00396029780607	0.00676051644787	0.0153234174868	0.0144788546338	0.196822480618	0.560949267402	0.198669847383
ò	0.00220963699135	0.00279198149634	0.00444324367636	0.0109895763403	0.0116250732464	0.144384259706	0.584184973134	0.239371253194
n	0.00212650980578	0.00181523445038	0.00292534771719	0.0064292122361	0.00777959380213	0.097129856502	0.612936442378	0.268857808931
t	0.00274691169773	0.00363056179993	0.00419990831873	0.0056244883067	0.00814809872104	0.0766176279873	0.681319226793	0.217713190977
o	0.00324129841438	0.00650360413151	0.00794129441551	0.0101088326169	0.0135788365107	0.0603357869958	0.569171464531	0.329118895726
</S>	0.00253104150719	0.00699688373376	0.00960967048975	0.0140337173384	0.0168373409903	0.0576367529679	0.415005321665	0.477349291163
