 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.794893458	0.088769005056	0.0204911115064	0.083131900139	0.000517553654454	0.000567781695865	0.000667820211333	0.00370515443524	0.0026225191739	0.00463368623804
ò	0.727044900667	0.146936669685	0.0241805068143	0.0881648219923	0.000636527046223	0.00063363403886	0.000813836392721	0.00373076546668	0.00262988510735	0.00522845312
t	0.678720159556	0.235402812462	0.0310811582941	0.0432340057664	0.00146256793105	0.000449708354651	0.000597459091901	0.00136261995366	0.00103538502945	0.00665413963174
t	0.522254879185	0.359636055654	0.0392208380647	0.0248968134808	0.0127833262841	0.00465800915526	0.00285535960592	0.0249219923206	0.00156037904648	0.00721236633023
i	0.333965364662	0.539558484418	0.0420293502882	0.0155628171436	0.018158973222	0.00629256370955	0.00363984574677	0.0354897569506	0.00169604856532	0.00360681781713
ì	0.151163910067	0.757353903473	0.0471391480294	0.0126516866012	0.00911877850281	0.00258023257484	0.00147204821123	0.0157217649351	0.00081524786766	0.00198329975809
r	0.0770080337023	0.794995921824	0.0772923543431	0.0224492937644	0.00972090064867	0.00145577470631	0.00120577120959	0.00680010746797	0.00113610574239	0.00793575790674
t	0.0691105570741	0.696996054608	0.130053223714	0.0267496814788	0.0193987713588	0.0066013528834	0.00297202433119	0.0337541955427	0.00398908797528	0.0103750698597
e	0.0449528241247	0.589345414203	0.260422633505	0.0226572494729	0.0194142494601	0.00821727664272	0.00314763861422	0.0431672589235	0.00426715367038	0.00440829966592
è	0.0178694672176	0.486787937401	0.423083797835	0.036150407291	0.0108623843929	0.00390435633963	0.00223322063843	0.0154957802215	0.00167641753544	0.00193623413619
t	0.0074650831834	0.357022769134	0.524583821278	0.0748883961637	0.0234037553616	0.00263233308048	0.00197925175928	0.00560550247471	0.000933170713704	0.00148593435802
t	0.0105551421895	0.234662984245	0.562247443093	0.106415914388	0.0460710356105	0.0130268434863	0.00586935790783	0.0157870023912	0.00323466845442	0.00212962622932
a	0.011586375706	0.143150496215	0.619599749031	0.135752890663	0.0399026699806	0.0170369332149	0.00758265088984	0.0195203637772	0.00388051175938	0.00198738826679
s	0.00544365490281	0.0658321086717	0.628543292344	0.208782379688	0.0655852199406	0.0101550813858	0.00452523760938	0.00721184166589	0.00221892429665	0.00170229052815
e	0.00564396749641	0.0348971516372	0.514542461915	0.342579110563	0.0810036804535	0.0093523008906	0.00439900761439	0.00313924372434	0.00169888752916	0.00274418586876
o	0.00709097905814	0.0170763556257	0.372669486238	0.521348488854	0.0558631941112	0.00991004140553	0.00583786098206	0.00550405928015	0.000946246453986	0.00375328960972
G	0.00466114422045	0.00859148409857	0.266714537753	0.567945484951	0.124401007077	0.0123106427592	0.00559679620575	0.00590315690618	0.000796003616655	0.00307976067249
i	0.0203649315532	0.0221327971962	0.240161543858	0.537715060984	0.155484771172	0.0138205588757	0.00494103623365	0.00287967903197	0.000567486023794	0.00193214445577
u	0.0284528683611	0.0278048582407	0.169641726153	0.549218948328	0.161410760231	0.0305228134252	0.0133285176352	0.012274018578	0.00120087161204	0.00614461997915
v	0.0148611646299	0.0137736028136	0.101387502516	0.481461599243	0.30146286401	0.0473201818084	0.0151254581784	0.0150637575408	0.00140028850821	0.00814357281278
à	0.0127170050272	0.0080156810892	0.0726408040673	0.390315220348	0.422758459337	0.0682033125961	0.0139168091461	0.00597171979875	0.00116785243685	0.00429312957945
n	0.0107975904251	0.0046440751624	0.0730301364264	0.319089498796	0.491840243112	0.0730018121854	0.0169333295987	0.00290551444593	0.00407227222487	0.00368551927714
n	0.0320138667122	0.00459548770841	0.0758437680488	0.238481032145	0.481914281304	0.0782462235285	0.0159971982162	0.00869938057451	0.0202100014938	0.0439987338916
