 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.850499796	0.066736523335	0.0536242641263	0.00610491484552	0.00361727999168	0.00307098609679	0.00217726986165	0.000558612407555	0.0136103412338
a	0.634048114667	0.253303880712	0.0791325208728	0.00953010252431	0.00401158824088	0.00328958123918	0.00236172173393	0.000657494947747	0.0136649721924
m	0.368576737622	0.519955080904	0.0895797098243	0.00896203992317	0.00251258036903	0.00169720516573	0.00115240418548	0.000496549562542	0.00706768508487
à	0.188676640867	0.672127078301	0.118223908275	0.0119255655308	0.00201050630582	0.00133256658999	0.000598217991349	0.000341276219555	0.00476424169128
t	0.114494356129	0.725353002767	0.132416673025	0.0177936064	0.00398750621239	0.00132867248845	0.000537163134229	0.000304695173562	0.00378433407362
i	0.0876413210863	0.568459587922	0.286055354408	0.0399904811	0.00626535453577	0.00641270723486	0.00104251963259	0.000426297457207	0.00370638205449
è	0.0382082447061	0.312505009494	0.564972047469	0.0637235379267	0.00651190192859	0.00897967502695	0.00124479366464	0.00151468380112	0.00234010072032
n	0.0387527955794	0.191836890418	0.623187395156	0.108319612442	0.0205457273422	0.0108474811816	0.00124019942248	0.00190159389433	0.00336830581991
a	0.0431052010498	0.127186622246	0.530964487719	0.216957428547	0.0450209835741	0.0290188170012	0.00319453406549	0.00117071129138	0.0033812194003
p	0.0390450623433	0.0579302067953	0.479521692573	0.299503481249	0.0803547521914	0.0353117240471	0.00491003119783	0.00089646953206	0.0025265958573
r	0.0349164887118	0.0318853721383	0.338937766191	0.426989957083	0.126234208397	0.0275573457557	0.00544730076661	0.0010746496736	0.0069569289455
à	0.0165864856219	0.0190862913103	0.224135966197	0.470231454094	0.208076276306	0.0454524404226	0.00731120323137	0.00118730044759	0.00793258085575
m	0.0108833403743	0.0111783017212	0.209348345832	0.387131140431	0.272474321275	0.0747619585115	0.00911450601696	0.005611448815	0.0194966374362
a	0.00936252395442	0.00789076839707	0.147112898797	0.276132920677	0.353901871758	0.157848718637	0.016366426329	0.00746149047233	0.0239223876985
n	0.00807766282347	0.00797091955559	0.0785764674123	0.156484541959	0.470518163919	0.235644430012	0.0203642278897	0.00393882017344	0.0184247724362
a	0.00603879053116	0.00720137934843	0.0420963498046	0.100600036573	0.450728739306	0.341281278471	0.0314386848499	0.00309226377421	0.0175224779644
s	0.00434686434619	0.00512350540101	0.0243864738447	0.0722205408177	0.397112328035	0.43760614749	0.04106156437	0.0033570766718	0.0147854937543
t	0.0084235906298	0.00431985710554	0.0134130446012	0.106212935233	0.358609479212	0.39230259803	0.0558249683233	0.0202063388493	0.040687195578
u	0.0090066160572	0.00266782524025	0.00767488351347	0.102649661783	0.241080083271	0.458958096877	0.104403197041	0.0266772710455	0.0468823631157
d	0.00425896454707	0.00273721681855	0.00737933058929	0.0615136335797	0.190682638357	0.549924949626	0.11844349808	0.0200987726876	0.0449609841563
i	0.00455784071169	0.00349400394305	0.00866162999576	0.0373669528346	0.159930096652	0.499715000875	0.20360488696	0.0351555355025	0.0475140604961
è	0.00528162170856	0.00290386865215	0.00891731682792	0.0155312539473	0.0759099159573	0.481189312625	0.302765716987	0.0743491243408	0.033151881936
t	0.00414253341339	0.00188626961327	0.00583734926373	0.00861287511023	0.0437966331258	0.484913731542	0.306567930996	0.108627780054	0.0356149064487
s	0.0174459130086	0.00231248772528	0.00745193302067	0.0190897097725	0.0427155837319	0.383179443847	0.280734982332	0.172443726951	0.0746262403062
i	0.0214308133591	0.00272138654139	0.00968797592589	0.0221958698945	0.0313862818473	0.253086654416	0.311593386111	0.22124963125	0.126648018395
è	0.00827712112637	0.00210918371046	0.00899336427063	0.0098157481955	0.0140999518138	0.171448884885	0.396275360704	0.249073836417	0.139906562665
n	0.00632200143139	0.00172517607175	0.00973784530384	0.00737708006823	0.0096490615426	0.105159277108	0.386675898901	0.326696768806	0.146656918155
a	0.00695624225306	0.00347325519885	0.0105459944882	0.0101475833831	0.0110128424009	0.0769818886627	0.290639521834	0.379804513602	0.210438174718
p	0.0106964408952	0.00584249266988	0.0120490962898	0.0109447296288	0.0171049902963	0.0544354372609	0.177552327611	0.438879038534	0.272495438906
r	0.0120089730316	0.00487395521643	0.00935358286666	0.00779163850647	0.0164284001834	0.0272194313236	0.101518399804	0.561754748178	0.259050874369
à	0.00658222765022	0.00321450615988	0.00573260150478	0.00448645371902	0.00866805170773	0.0145563645625	0.0935249576013	0.625341754726	0.237893104123
m	0.00378661891876	0.00241877925098	0.00466277146494	0.00322333493634	0.00567059700184	0.0102554214955	0.0897039457338	0.675746253575	0.204532303508
a	0.00741206031894	0.0107255913218	0.0127230292248	0.015673278901	0.0119863314305	0.0173029853325	0.0687063112379	0.566318297858	0.289152150036
</S>	0.0113050134515	0.0194450198789	0.0214077554614	0.0290276340405	0.0192875388482	0.0254029387023	0.0703741606089	0.394768830929	0.408981149318
