 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.766282313	0.170434032243	0.00736075027	0.00527458841769	0.000957933692537	0.0149279563503	0.0347624137557
g	0.59948640592	0.326411346081	0.0117525955331	0.00651825150563	0.00104764306183	0.0153062277221	0.0394775213211
e	0.401828403693	0.508470928694	0.0450260655674	0.0130594732226	0.0016354006297	0.00672693270529	0.0232528124492
n	0.238819070631	0.662978607565	0.0590522068791	0.0160868408881	0.00184244087054	0.00367928080203	0.017541564503
i	0.17220276257	0.712897271855	0.0888437644164	0.0112912804074	0.00122905525569	0.00174159992812	0.0117942556374
t	0.09490363629	0.741220894618	0.117739434725	0.0296218816558	0.00320560010408	0.00139595430393	0.0119125844314
ò	0.0443653541967	0.718415078206	0.178607429595	0.0433130073666	0.00359707374729	0.00111376105452	0.010588289392
r	0.0274761357256	0.673081922735	0.213056689825	0.0541481262955	0.00432483506939	0.00672834485551	0.0211839451734
u	0.0393247521685	0.487759282578	0.268758749235	0.124532624438	0.00979481202742	0.0378994422398	0.0319303276244
e	0.0403938325295	0.210738025526	0.373986527778	0.263238846746	0.0207359485158	0.0448921865079	0.0460146308919
n	0.0276161636798	0.171554394909	0.289026581379	0.378750801582	0.0387177461386	0.0330170807926	0.0613172413104
è	0.0235217176053	0.16921026499	0.17576614408	0.483697940527	0.0505492854462	0.0487549192442	0.0484997415932
n	0.0340209251041	0.146687582663	0.123248535893	0.483433227176	0.0793852310821	0.0846063271151	0.0486181991175
u	0.047550491527	0.121219108884	0.0914198071643	0.446528426525	0.118900074827	0.114333719399	0.0600483962258
s	0.0311657026385	0.0509984170447	0.0618933988548	0.476696742242	0.167471244309	0.147520745859	0.0642537632486
s	0.0119968457835	0.0211535112906	0.0313352999649	0.441386317881	0.233171834003	0.192803629096	0.0681525708462
c	0.0309197490616	0.0342174080019	0.019376299012	0.325731681894	0.330227604268	0.185482770682	0.0740444925387
e	0.0575037742345	0.0424346313229	0.0273912251277	0.233740628965	0.337646501823	0.210372379847	0.0909108570929
r	0.0405970589802	0.0198741789606	0.0316150468052	0.216956594068	0.291063484274	0.273936909669	0.125956720544
r	0.0174203730753	0.0104899187839	0.0213077399651	0.200791980396	0.278183630225	0.323553208723	0.148253140648
è	0.0103913979888	0.00700793121257	0.0176540421724	0.174870273379	0.219194819888	0.442123211374	0.128758319336
t	0.00642029613256	0.00419130411319	0.0166549647675	0.151740909626	0.201601012943	0.503438654191	0.115952852832
s	0.00761074377801	0.00599096377443	0.0414133544074	0.125934225015	0.195306816881	0.49739971473	0.126344187277
u	0.00637316618067	0.00593098138071	0.065475010096	0.075848584275	0.136319026767	0.51821189451	0.191841354492
m	0.00350420499418	0.00317034339026	0.0466644151853	0.0487532613283	0.079154296089	0.51130011457	0.307453365231
e	0.00609564210322	0.00734567286577	0.024353185008	0.0355399129033	0.0467189405497	0.55130206259	0.328644571844
m	0.00655137409774	0.00856572361592	0.0168767752328	0.021758313985	0.0307942702966	0.569447935397	0.346005604715
à	0.00631240662831	0.012077902603	0.0126949162815	0.0167661181517	0.0297929297989	0.602922014332	0.319433717172
i	0.0110524694597	0.017856777311	0.0333293270408	0.0125652264452	0.027273950993	0.562335763377	0.335586492391
</S>	0.0134685695899	0.0162323510355	0.0514429221179	0.0114772963546	0.0230206583665	0.456199013589	0.428159197195
