 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.948757621	0.02311154106	0.00718520397326	0.0098481634665	0.00120475149157	0.000389927183923	0.000268245294395	0.00923455689228
t	0.935140969667	0.0353007120867	0.00839341170442	0.00985626193063	0.00129302306757	0.000423577319246	0.000372534434837	0.00921951282491
i	0.827980243889	0.139712866696	0.0203784070301	0.00700446540134	0.0010946846837	0.000319580730788	0.000335371423886	0.00317438596603
p	0.53902649963	0.268542231365	0.132723928477	0.0432866740604	0.00695792662457	0.000328825985951	0.00717044138333	0.00196348894984
à	0.30087864321	0.421072844455	0.201907548459	0.0547791565321	0.00989077079686	0.000315696749898	0.00952635559814	0.0016289857921
s	0.18018874559	0.562138090818	0.197557246786	0.037330106576	0.0112914490893	0.0008450572435	0.00485604929357	0.00579324382247
t	0.114426302997	0.589296244273	0.206236255395	0.0327637346987	0.0110167285449	0.0322846684478	0.00377464585531	0.0102014211463
a	0.076801982699	0.449373511024	0.363450999798	0.0493423141596	0.0080958275499	0.0435583533592	0.00244101370754	0.00693601782556
v	0.034065364383	0.236797432141	0.537360814599	0.13193345014	0.0306705520068	0.0167440607108	0.00812276253021	0.00430557164205
à	0.017048243983	0.127090317347	0.5717178362	0.22284749398	0.0411806456756	0.00710243797647	0.00983266238132	0.0031803556775
l	0.009424244395	0.0696832688423	0.535580410733	0.294535357927	0.0522099244919	0.00937507803169	0.00746992858016	0.0217217749836
e	0.021127676447	0.0409399435608	0.367656055511	0.420444995309	0.086747351564	0.0189773135606	0.0135513093711	0.0305553377372
à	0.025447046963	0.0164566239896	0.24015060429	0.56329028977	0.108085487055	0.0192176806669	0.0134904349048	0.0138618096584
l	0.0104184864907	0.00670211853187	0.17707662553	0.62193189459	0.144711895152	0.0184557996623	0.0124164029176	0.00828675602567
a	0.0207586238059	0.00380209792729	0.10264763189	0.508254725997	0.260503697317	0.0649290613674	0.0239540038845	0.0151501432568
e	0.0270244296446	0.00379586690843	0.0439014555967	0.297513425799	0.398762993772	0.168998523122	0.0290232003348	0.0309800966769
t	0.0125359893172	0.00393354180927	0.0185611635022	0.172621781866	0.522625923924	0.202727812927	0.0326912828116	0.034302503787
è	0.00583026064877	0.00288267011622	0.00867475704273	0.108869264942	0.553275322641	0.230546262296	0.0601901143972	0.0297313454983
l	0.00363634161814	0.00317827579014	0.00696838123758	0.066074664034	0.537547564214	0.259804402865	0.0885727738257	0.0342175934248
i	0.0185688039633	0.00290739932211	0.00628910504853	0.038497209218	0.408375655271	0.311829900288	0.147562443675	0.0659694808776
t	0.0244104650647	0.00296251894237	0.00379223476538	0.0181135168347	0.252545591424	0.362499915096	0.232842762692	0.102832996466
à	0.0101982446565	0.00280261448779	0.00200784814233	0.00928052728157	0.189165100915	0.301553308299	0.376287954097	0.108704410029
l	0.0046287293863	0.00354349295313	0.00172745261818	0.00489561681652	0.121649891725	0.2650635997	0.494147826699	0.104343394401
a	0.0092344693729	0.00416717189091	0.00244769822079	0.00446454177017	0.0845681267817	0.2125814805	0.447706436233	0.234830076025
</S>	0.0152118090264	0.00287277845145	0.00288465521039	0.00472582822009	0.0514107985309	0.16326218715	0.392602806117	0.367029143313
