 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.829600123	0.13756875161	0.0057335163843	0.00454684513021	0.005120434899	0.00570219086897	0.00035449091695	0.00218679525673	0.000614389842529	0.00496505576806	0.00360738149819
d	0.620960107	0.33652767289	0.0113655549974	0.00569594455027	0.00570865159417	0.00606329963319	0.00044163846429	0.00241009858571	0.000813781959782	0.00554078282089	0.00447243481288
e	0.422579609467	0.52594117363	0.0229650581305	0.00520557476009	0.00664342398622	0.00302371582486	0.00054901387723	0.00172076199414	0.000813789696933	0.00289395940616	0.00766389601879
r	0.298995131089	0.62889747521	0.0339415310935	0.00936214317603	0.00841328242371	0.00287026847989	0.00078231316741	0.00166026569354	0.000791567164042	0.00174930376571	0.0125367097773
f	0.238372755696	0.630194192403	0.0853653992278	0.0182661892387	0.0091444511162	0.00469345102756	0.000975439663803	0.00116594364331	0.000658779509107	0.0020610436763	0.00910236101089
ì	0.161803907325	0.619301971468	0.171673916843	0.0239126743262	0.0115565551947	0.00467289681939	0.00081071234253	0.000665500421234	0.000448817936388	0.00186984994198	0.00328320421165
m	0.0722210590617	0.620234119823	0.223666024881	0.0456729875754	0.0129821830676	0.0114798994613	0.00412748342377	0.00169459073321	0.000540826195681	0.00115351225183	0.00622729999181
u	0.0430353164339	0.458230001808	0.32548865956	0.0965683694585	0.0312826695159	0.0195280844671	0.0102057731843	0.0048691052092	0.00174808397442	0.00122995311092	0.00781397889654
s	0.0298233833246	0.284017309803	0.433358939387	0.156616292753	0.0399047356853	0.0202001212157	0.0122970178754	0.0062173773342	0.00287039982455	0.00828788755629	0.0064065596106
i	0.0216825647964	0.171443937021	0.460241338796	0.223076015851	0.0684515109418	0.0205032083119	0.0105647282096	0.00471469764107	0.00241354432296	0.0104206162129	0.00648784598022
e	0.0156882972503	0.0796242765603	0.429853374599	0.28500656195	0.117173625847	0.033303164104	0.0161678682697	0.00781893574369	0.00569224053347	0.0049096969303	0.00476194221817
n	0.0125994736041	0.0406230343388	0.361315164133	0.338031125983	0.114179472916	0.060833365168	0.0368239119219	0.0131137555992	0.00950522087649	0.00786400682025	0.00511144995442
è	0.010697672394	0.0213995765049	0.288649614178	0.390955731328	0.116227293339	0.0825274909227	0.0587455511073	0.0118138742331	0.00713279892683	0.0076392857181	0.00421110302605
e	0.00822568052467	0.013229629033	0.191594241353	0.344815387309	0.145535683646	0.110834080174	0.134793488969	0.027868308071	0.0165519705123	0.00386921126939	0.00268230414039
r	0.00510512102689	0.00944652178233	0.147631800011	0.283878680836	0.118809854882	0.134507490925	0.231370887323	0.0378750692503	0.0217102587774	0.00667011320633	0.00299419242885
t	0.00369691908192	0.00542779682639	0.118842751804	0.264121992432	0.093161386674	0.160201412175	0.292961302908	0.0316191566168	0.0153395567625	0.00871052079698	0.00591721941277
o	0.00367809989393	0.00715157154841	0.0566462193747	0.190542515897	0.122886026005	0.248846575258	0.296716152636	0.0435062886723	0.0170500555775	0.00633169904746	0.00664481405298
m	0.00299017672231	0.00745059139947	0.0420908464649	0.134681168599	0.107543691668	0.281347052886	0.328499872545	0.0599331387574	0.0212682511658	0.00845966051262	0.00573556260882
è	0.0043911776501	0.00347021326116	0.0343864479216	0.090789834033	0.080357457616	0.303834439429	0.350093843382	0.0930712348525	0.0251929093286	0.00938305094867	0.00502940444419
n	0.00536468482494	0.00210936451951	0.0165149041005	0.0719056460777	0.0660398371987	0.355047506076	0.310477469994	0.125376970484	0.0333553201629	0.00763930848736	0.00616899194264
a	0.00666056014989	0.00400109483762	0.0108772560242	0.0598019177192	0.0442296183329	0.274194717892	0.294426566731	0.225168780161	0.0642543880543	0.00908772765579	0.00729736703088
a	0.00739243838796	0.00600043153761	0.00672857370073	0.0252776671637	0.0294284659176	0.142201851368	0.262802540244	0.377351083387	0.126434753085	0.00913863654726	0.00724355343129
n	0.0117354423969	0.0049313094432	0.00845776143524	0.0167936840099	0.0152135356725	0.0713938529933	0.242951936348	0.418460273129	0.166407928362	0.0240879400978	0.0195663452148
c	0.0430499305652	0.00858070907447	0.0420224980347	0.0370191403946	0.0116193183242	0.0533813630378	0.236610652676	0.333149794743	0.142718726001	0.0479000990326	0.0439477912943
o	0.0537562305324	0.0108498945883	0.0718656653342	0.0468834871079	0.0162118477187	0.0472753504593	0.182032285052	0.324375913281	0.15311556308	0.0505723557242	0.0430614277474
r	0.0263185086643	0.00614794099708	0.0487509452776	0.0267121214806	0.0157823417322	0.0374019874931	0.162190716257	0.360689577094	0.196990717693	0.0781857207547	0.0408294319758
a	0.0098596130189	0.00361462064141	0.0178145064414	0.0118396016759	0.00835206964607	0.024801521839	0.135481908899	0.381632013031	0.266716241898	0.0962874509849	0.0436004536186
a	0.00524235063697	0.00391736610687	0.00740503955113	0.0074722771413	0.00572339499202	0.0144124398774	0.062747463833	0.389434048677	0.390898354633	0.0776740928616	0.0350731851795
n	0.00548314063204	0.00380798486025	0.0061700897758	0.0109294792209	0.00607827016334	0.0112156030602	0.047044636991	0.297168844826	0.422367813411	0.151039311221	0.0386948248732
k	0.0106158591167	0.00362016818259	0.00695942689182	0.0133379453885	0.00784275528578	0.0145699819597	0.071556082977	0.185115308342	0.290464405004	0.292873847474	0.103044203958
ò	0.0119031535205	0.00394515191074	0.00510311291974	0.00888928071783	0.00662639386126	0.0121196256829	0.0672860347923	0.172630933247	0.235133515001	0.339088122225	0.137274674906
r	0.00646159185021	0.00283603535161	0.00280650157198	0.00480599362254	0.00345639355322	0.0064506472953	0.0298206140541	0.225931571982	0.3104713472	0.324084443142	0.082874862262
a	0.00413477862478	0.0039972062839	0.00351182994139	0.00456638089211	0.00487892035354	0.00716181911317	0.0179428940414	0.210499744774	0.278679383667	0.319125344114	0.145501694461
e	0.00648940873493	0.0121159490839	0.0057927623504	0.00848531118604	0.00779830140447	0.00866829554702	0.0168170928905	0.147880978438	0.237977034289	0.313238406038	0.234736449287
t	0.00701239225142	0.012583767101	0.00716229357187	0.00829162777035	0.00616586551402	0.00732715425267	0.0155436626068	0.0984675088327	0.227334908696	0.431892850679	0.178217971656
t	0.00595118069562	0.00652990239842	0.00725333905984	0.00506784947283	0.00444148447097	0.00729801206857	0.00955718725787	0.0997139441642	0.152963575899	0.55063744556	0.150586109792
ù	0.00587775514431	0.00602765044956	0.00719023084756	0.00409424618236	0.00626180594598	0.0073304245312	0.00788263079576	0.0830647154214	0.123065689926	0.50518413652	0.244020751397
</S>	0.00568314546275	0.00642826770648	0.00797543626608	0.00406617825374	0.00803643635639	0.00643267291575	0.00685334963918	0.0529757935107	0.136071237303	0.45664916826	0.308828348278
