 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.911741976	0.06600050523	0.008335528896	0.0018470356677	0.00335253172225	0.00224502872986	0.00168841916243	0.000533214049033	0.000447468185479	0.000587684079221	0.00108693271945	0.000157252811336	0.000484898795351	0.000365781972391	0.00112572488927
v	0.763370526	0.180579883283	0.035217809214	0.00276321265817	0.00380357672525	0.00566591973722	0.00186399119799	0.000789856138358	0.000524450582367	0.000822629840297	0.00113538127611	0.000179915819378	0.000817602281925	0.000400850520043	0.00206437522829
ò	0.503271638933	0.399672275094	0.062652970498	0.0145066464654	0.00721052771935	0.00587399975534	0.00119974634006	0.000764795272193	0.000357270188796	0.000628588160426	0.000785076788131	0.000147779448461	0.000681030172727	0.000274231204072	0.00197340361604
s	0.282879927764	0.594510355031	0.065629589366	0.0225167065578	0.0110022083935	0.00601234328271	0.00145306425309	0.000469830733624	0.000545487599955	0.000608977790713	0.000982221651217	0.000125964382588	0.000359499630658	0.000318469391638	0.0125853426898
t	0.154141194615	0.69298958901	0.089894617322	0.0178304169353	0.00973699523083	0.00640789412357	0.00369510650763	0.000507048096695	0.00142857557562	0.000667058864982	0.0021254374767	0.00074375004097	0.00106828963521	0.00277676836144	0.0159872411983
o	0.0890105700383	0.617739032337	0.232668745174	0.0247468193318	0.00785096674894	0.00439913620279	0.00461469125034	0.000793519973765	0.00178064206738	0.000561986147341	0.00331057237215	0.00114742073451	0.00138696310029	0.00396168760325	0.00602721145559
d	0.0420674216128	0.513593064112	0.358709697058	0.0417205009239	0.00813542421805	0.00991814230653	0.00494134706758	0.00283569706372	0.00276537816933	0.00228433823571	0.00331975369855	0.000691936025107	0.00170065330819	0.00338321643145	0.00393340777133
e	0.0247430778509	0.364202022971	0.492819114353	0.066093641548	0.0106094007144	0.0135176547755	0.00640031465253	0.00400677406137	0.00296714205762	0.00282766366888	0.00313099472178	0.000448818079325	0.00173190349004	0.00287790090868	0.00362355871513
r	0.016807450875	0.192127144457	0.579428833451	0.139578888876	0.0150259032181	0.0273616370105	0.00825318184884	0.00557231292246	0.00246424287211	0.00221734846533	0.00339063803972	0.000351175923758	0.00103211796534	0.00171517048229	0.00467393286318
f	0.0242689314323	0.158083444179	0.517336009817	0.174525179425	0.0162879620727	0.0671903044022	0.0134932110429	0.0129433123808	0.0028910102127	0.00233806220198	0.00294165641004	0.000398271417386	0.00110355260078	0.00177925376247	0.00441982788575
ò	0.0269018101554	0.116203530673	0.447873381939	0.263173727475	0.0316832027976	0.0739721319714	0.0162526021756	0.0141926685058	0.0025401781589	0.00136497713246	0.00147555355805	0.000400147422186	0.000821064897533	0.00133174927909	0.00181327128945
m	0.011121530275	0.0551852863243	0.41118906998	0.361984972958	0.0450344365325	0.0695173381545	0.0201922630465	0.0110566817501	0.00392603334959	0.00253414567395	0.00228916480892	0.000502950994473	0.000579878423318	0.00104721076023	0.00383903907732
u	0.00707397838287	0.0327054371548	0.317538500727	0.362231928119	0.102905433111	0.0900494876515	0.0418790799088	0.0181768834927	0.00928862991849	0.00605115029265	0.00310751685264	0.00102876981491	0.00109959785877	0.0019989675935	0.00486466379525
