 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.868023742	0.103984999699	0.0070137830747	0.00270382239298	0.00268094751231	0.00098319139731	0.0146095348496
n	0.7070654294	0.250285388346	0.00994432927443	0.00321914178893	0.00293288761924	0.0019532901785	0.0245995407283
a	0.510283182787	0.439603766229	0.0217786318993	0.00527585252818	0.00235530489415	0.00223960225273	0.0184636459392
v	0.306773720762	0.606158914876	0.0637721611664	0.00849682340953	0.00248819264372	0.00221020524264	0.0100999619878
o	0.142958924141	0.628126669625	0.146609705455	0.0161191742865	0.00331389779504	0.00741261886768	0.0554589797484
r	0.0709566600397	0.548802066542	0.225924049418	0.0517308452415	0.00736865328368	0.0138352227241	0.0813824763852
à	0.0442251330259	0.415233784181	0.352522031939	0.121643505147	0.0115891227999	0.011041427556	0.0437449822269
s	0.0244087073486	0.28843588826	0.49467723198	0.148115153126	0.0109455117233	0.00662633288333	0.0267911753062
o	0.0181055543329	0.196863931933	0.54031815866	0.195952103319	0.0181697131111	0.00917583104644	0.0214147151482
o	0.031039763341	0.0880778399777	0.42614146022	0.34909384964	0.0761010367704	0.0112213142588	0.0183247194477
s	0.0333695109262	0.0394801567926	0.272805328273	0.505011623213	0.10705954799	0.0190191141129	0.0232546884996
s	0.0190966009711	0.0211783641234	0.234158769158	0.597922134938	0.07287872213	0.023246135751	0.0315192503592
o	0.0138120033122	0.0142533160157	0.168446754986	0.542327098846	0.17988612751	0.038778125577	0.0424965763337
m	0.0139838602923	0.00997348314723	0.101988652995	0.525643545615	0.24099714857	0.054304978519	0.0531083540646
ì	0.00979216073997	0.00598878841841	0.069599724141	0.445017665005	0.34504235959	0.0751973414597	0.0493619858149
k	0.00609206426119	0.00323932719947	0.0340733120897	0.276565350335	0.47378520453	0.143411870107	0.0628328884716
a	0.00897048563866	0.00345448967696	0.0265201414279	0.198398589245	0.457412104843	0.226125556789	0.0791186417305
m	0.00941559737282	0.00329046602879	0.0188989027073	0.113870016562	0.431822144014	0.28167669653	0.141026182777
è	0.00590748763781	0.0022948994716	0.00903593819577	0.0689510908473	0.341243661005	0.404988988443	0.167577930026
r	0.0048934569922	0.0017944894442	0.00512760122526	0.0382683537358	0.245542216202	0.570556206148	0.133817681575
i	0.0175551845167	0.00283805966507	0.0118091580791	0.0217888926519	0.156705148201	0.518978231383	0.270325341458
</S>	0.0317218165533	0.00416023567554	0.0191904807455	0.0190953864259	0.119759113401	0.409049009692	0.397023971329
