 	le	melanzane	vogliono	ee	girate	</S>
t	0.920406795	0.057413735113	0.0142614055059	0.00093920904231	0.000745849330633	0.00623301257152
e	0.894755239667	0.0817644329377	0.014960215275	0.00128604781434	0.00103605062043	0.00619802698902
s	0.800833145222	0.164042969259	0.0175539551747	0.00553304753298	0.000870392690423	0.0111664840806
m	0.598884385741	0.348539983353	0.0262561849916	0.0109425287475	0.00243179995124	0.0129451024178
a	0.476681539114	0.481952281784	0.0237857071839	0.00898818638557	0.0036232759483	0.00496900015465
r	0.323043549618	0.598673951928	0.0441973613413	0.0170966576239	0.00243546233557	0.0145530243838
a	0.164748300013	0.690078167309	0.0959776833338	0.0219316347113	0.00406862220199	0.0231955951732
n	0.103179433158	0.665377827103	0.181634509331	0.0143215151038	0.00440355179786	0.0310831698943
g	0.109265361519	0.563076133101	0.272257933244	0.0181202169293	0.00567635768955	0.0316040209988
i	0.15980153716	0.420121382367	0.376909098015	0.0200317990711	0.00789314595038	0.0152430350423
à	0.116196013953	0.342947576416	0.508164132872	0.0174442112637	0.00686177813079	0.0083862525003
n	0.050567255365	0.291077256032	0.612399824957	0.0246581042879	0.00956131745826	0.01173621231
e	0.0661455582823	0.185828671617	0.615746426319	0.0870980859626	0.0259867594841	0.0191944725023
t	0.0673175583364	0.0859049162457	0.66485172144	0.131089001454	0.028456523632	0.0223802484541
è	0.0255814163945	0.0384092478139	0.730994157813	0.165362392351	0.0222917838347	0.0173609868807
l	0.0115222264085	0.02251371929	0.667971085938	0.244222994984	0.0364883361982	0.0172816371842
u	0.0192416718825	0.0169816859127	0.460325944579	0.369682808528	0.0885015780994	0.0452663163627
n	0.0272472487718	0.0113313650516	0.30504186786	0.468952714176	0.1154719431	0.0719548543209
e	0.0182081713636	0.00864800250493	0.226364175147	0.490708279392	0.163381937633	0.0926894159403
e	0.00965877320253	0.00885814708271	0.0968960948863	0.498928803131	0.275584761144	0.110073398313
e	0.00605824448018	0.00698052210317	0.0482662044554	0.446219448377	0.381602513715	0.110873035838
v	0.0441352481821	0.00742645525646	0.0355379450945	0.336195586792	0.451757547905	0.124947196013
o	0.05620810363	0.0109332133516	0.0343264272495	0.251814823531	0.488861372568	0.157856042891
t	0.0258143866929	0.00917974898467	0.0262028686205	0.215350207844	0.534531855456	0.18892091065
i	0.0154698761772	0.00756411422109	0.0160794767162	0.197791954928	0.540924165552	0.222170389883
m	0.0083896783544	0.0073313900167	0.0104837864947	0.138240814129	0.618444520251	0.217109799161
m	0.0105990848122	0.0065845954685	0.0099546480709	0.0767255086563	0.647592809417	0.248543362254
è	0.0354533245095	0.0127819706765	0.032266484681	0.0897086986854	0.498246973806	0.331542560351
n	0.0458267107596	0.0149640898835	0.0391574773777	0.0839123642351	0.519841414602	0.296297947584
e	0.0293203543029	0.0129040236392	0.0300692777539	0.0793313774117	0.488248622467	0.360126353595
</S>	0.0243840412315	0.0133346010496	0.0326727395589	0.0968261548358	0.348947333634	0.483835149797
