 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.87497545	0.10828362698	0.0030200881276	0.00306700783464	0.00267364942333	0.00267783823479	0.00115878090292	0.00120351664332	0.00050514769066	0.000133109032618	0.000174114198213	0.000601332744761	0.000337902092884	0.000219590337547	0.000968855955165
ì	0.803913090667	0.156782409527	0.00542534270787	0.00693788305055	0.0115555354835	0.0045891151685	0.00356349966588	0.00166499707992	0.000710319723149	0.000256931953384	0.00074396342887	0.000641614123496	0.000346511142517	0.000219667199016	0.002649129971
n	0.714823021556	0.240732813376	0.00777388204796	0.0100774038378	0.0130253359985	0.00376879455554	0.00368342737639	0.00115025021501	0.000505946753293	0.000241072718185	0.000839169843371	0.000303616069921	0.000136377183365	0.000155830185697	0.00278305783093
o	0.525049619012	0.420131241792	0.0316055821993	0.0114678696199	0.00510668441156	0.00196901050245	0.00137758964973	0.000646118468308	0.000253234762325	0.000202740529117	0.000312685238233	0.000500446434033	8.93816926243e-05	0.000145270948796	0.00114253031762
ì	0.284863757864	0.634392239264	0.0634564807264	0.0110505963953	0.00235322524852	0.00113738056274	0.000554280815381	0.000373116044019	0.000120901571223	0.00019494908045	0.000126158745185	0.000669420567044	8.55251678198e-05	0.000132231061746	0.000489739557162
t	0.116604377815	0.768330369088	0.0877956347955	0.0171637010984	0.00357020874217	0.00365024792464	0.00059713558771	0.000489916990918	0.000111357848976	0.000120990469163	9.87542533527e-05	0.00035737463853	5.40029586187e-05	0.000257851656807	0.000798076832273
s	0.0815252606983	0.774627197696	0.100634408419	0.0199535581136	0.00572626798454	0.00997855779401	0.0017461345642	0.00208418510553	0.000592101726869	0.000250451970937	0.000212639657454	0.000546902673856	0.000250898638114	0.000964970171859	0.000906474515504
e	0.069168708595	0.651813111899	0.22449661996	0.031800446852	0.00521682147133	0.00922486090074	0.00190917200513	0.00231101385839	0.000713385163338	0.000311746838461	0.000208321775985	0.000959403310239	0.000350661222617	0.001111223824	0.00040450180691
r	0.0380917143959	0.5351309073	0.343055482653	0.0528085314173	0.0124906812131	0.00592342351525	0.00197789506597	0.00113219164546	0.000642017882318	0.000465769841941	0.000231288305761	0.000734288944404	0.000184877956887	0.00664760315757	0.000483316375475
e	0.0255247778224	0.3731423101	0.474560992218	0.0915737708058	0.0165024202537	0.00500443764442	0.00195318425394	0.000745692507287	0.000619181577144	0.000511116035395	0.000237398381413	0.000479142812889	0.000116398640838	0.008469987542	0.000559177276956
k	0.0163531201732	0.192307375033	0.578859838739	0.163355117269	0.0233844070246	0.00847375138547	0.00243755820821	0.000810781613096	0.000725406074009	0.000856416761985	0.000520163023696	0.000446367318402	0.000114401970434	0.00943434180688	0.0019209417373
a	0.0124266661753	0.117296125924	0.556311560246	0.254095034423	0.0312737807415	0.0100853894505	0.002695868115	0.000878650827965	0.000783236391283	0.000974573187828	0.000616556314231	0.000299211062123	9.51138921117e-05	0.00973339235902	0.00243482397561
s	0.00922883527837	0.0558470625547	0.473276536749	0.387089598808	0.0445765963138	0.0138753529502	0.00326347541873	0.00115363605525	0.000706510385774	0.000730448382903	0.000597538794032	0.000247142509711	6.94254359676e-05	0.0076394832253	0.00169834221816
ì	0.00531386341032	0.0312448105582	0.30153263905	0.570071828269	0.0588532117713	0.0170092017834	0.00390413509951	0.00138635755555	0.000770904537449	0.000659592173401	0.000621980395049	0.00024202690996	5.99039255342e-05	0.0069781939969	0.0013513600762
m	0.00526270100697	0.0153295676047	0.208837833617	0.659047025423	0.0630857850571	0.0292090512371	0.00590963493777	0.00512207994232	0.00130597825371	0.000642228130214	0.000756150862261	0.000399158192528	0.000113284930398	0.00258245430224	0.00239709004591
