 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.924418636	0.04630072255	0.0048877723237	0.0154273555385	0.00320416961601	0.000332914369942	0.00165215722066	0.00037111189225	0.00340517872764
a	0.785776061333	0.179662904583	0.00787638889723	0.0167585620565	0.00331740820013	0.000348119237549	0.00178770897504	0.00103258536476	0.00344026650349
t	0.605204485778	0.343865548528	0.0199759580991	0.0230396791102	0.0023264667654	0.000320468616385	0.000866275750913	0.00128693249147	0.00311416925924
r	0.549841711259	0.384536199176	0.025911033493	0.0301127564051	0.00300400175633	0.000728297181265	0.000842484319684	0.00195391653661	0.00306958498514
a	0.401624778046	0.533166810725	0.038179012751	0.019905759947	0.00241787830497	0.000795702105649	0.000760099584687	0.00195040979818	0.00119954361386
v	0.187348367282	0.675244402242	0.106844433297	0.0236828942725	0.00384501971851	0.000834881428807	0.000436899781961	0.000908176778569	0.00085492559327
ù	0.101273167774	0.663156530747	0.202886089766	0.0257614395908	0.00437386780019	0.000978103682017	0.00031487524133	0.000529209125543	0.000726737902609
d	0.0555064772847	0.619472732249	0.264593042589	0.0449233917836	0.00728963610875	0.00225099285853	0.00044140936154	0.000621175415314	0.00490115929536
i	0.0388780194302	0.431383750016	0.44286981553	0.0630348308612	0.0113237001889	0.00441992203132	0.00084356022052	0.000752002294951	0.00649439802005
a	0.0197024009121	0.207307536872	0.68226148451	0.0626594077537	0.011226312803	0.0123967347763	0.00103247769278	0.000591176027896	0.00282246683063
p	0.0175092803007	0.093459482824	0.717814133503	0.139616299251	0.0141124213677	0.0143714510516	0.000919222351547	0.000624483265772	0.00157322323282
l	0.0195207029326	0.099190296902	0.586651087834	0.24935680175	0.0309444478826	0.00840836289933	0.00173208229432	0.00265080525362	0.00154541440787
è	0.0113851764613	0.0973491307013	0.516069793278	0.303276621917	0.0515217151875	0.012580205794	0.00304548068764	0.00335174240944	0.00142014680089
o	0.00857059744177	0.0421384343778	0.453722946426	0.382248645306	0.0707270483092	0.0359578799996	0.00385927641875	0.00170222148965	0.00107296267083
n	0.00877265336906	0.0188368945879	0.304071894809	0.525890610435	0.0946621265697	0.0405534629645	0.00336026351292	0.00213464528162	0.00171745307148
ò	0.00615212651215	0.010391083274	0.172973188736	0.567072746145	0.203302217057	0.0328627974762	0.00325272369231	0.00230952705921	0.00168359241926
r	0.00396917354835	0.00560653396633	0.0956880908453	0.586187549382	0.260244967686	0.0374197845467	0.0039198580101	0.002405389392	0.00455866183995
r	0.0168211477744	0.00763247807511	0.0683161919684	0.608443155794	0.208129590962	0.0396954173889	0.0128631129747	0.0131700362762	0.0249288788684
i	0.0215038651055	0.0084438617669	0.0415446564931	0.421492268598	0.351179703387	0.0866818148563	0.0234501049629	0.01677126243	0.0289324741105
a	0.00965229436117	0.00599882581997	0.0211744383826	0.225386667799	0.501552650462	0.181416025619	0.0291200548476	0.009469056636	0.0162299939859
è	0.00550910181772	0.00513440064246	0.0124155649067	0.156027763326	0.467569241487	0.291957994473	0.0360575526919	0.00800693481867	0.0173214424084
r	0.00370517158904	0.00270237439015	0.0075938040829	0.119967682635	0.413231606496	0.385563589691	0.0385976951	0.0113405024929	0.0172975713026
k	0.0181378833513	0.00479384394845	0.0155935405756	0.115294086945	0.345020804165	0.34614343703	0.0725745520333	0.031802180491	0.0506396697391
u	0.0225901760296	0.00573341058322	0.0174269627259	0.0860304988617	0.240378179588	0.37823961481	0.150096684144	0.0368309996037	0.062673478145
t	0.0101151335171	0.00250631905538	0.00677369720079	0.0375163119672	0.169860928529	0.505939036937	0.180584333048	0.0426734509546	0.0440307851731
t	0.0096929975438	0.00183371947341	0.00345179967841	0.0170663813757	0.129720575576	0.502053396312	0.197934905016	0.0753258947515	0.0629203063772
e	0.00764070021083	0.00172626684511	0.00274100505226	0.00820995678523	0.078985074992	0.466329126104	0.291109036339	0.0740348437172	0.0692239729324
g	0.00986994366668	0.00127841538474	0.00267889295035	0.00851611550841	0.064541016844	0.423518992435	0.313045771446	0.107389722439	0.0691611286935
r	0.0112264166102	0.00169011265019	0.00272683417567	0.00834468277614	0.051962749588	0.318384991212	0.326406538482	0.17495228108	0.1043053927
a	0.00525946421568	0.00201344947497	0.00250297299458	0.00505445456538	0.0291184837227	0.256060772604	0.398034461494	0.182170294627	0.1197856411
m	0.00469394586749	0.00162890916159	0.00182340675275	0.00394221606179	0.0243680937876	0.253617135668	0.386324555831	0.211265348476	0.112336380433
m	0.00590380488823	0.00163724457526	0.0016238266582	0.00329409782726	0.0201403137225	0.207233017476	0.351270198277	0.262845915359	0.146051575044
è	0.00738584059554	0.00526106576789	0.00360522663907	0.0253675770824	0.0164716594275	0.144263760345	0.293862052159	0.30308736912	0.200695454115
n	0.00751547508638	0.00643660577676	0.00384396314876	0.0336113594141	0.0222580138785	0.113384750368	0.227415169206	0.38660853304	0.198926128458
a	0.00742638178599	0.00503918283705	0.00445744123699	0.016543668338	0.0280344834955	0.096116722576	0.191509175422	0.41162815368	0.239244778106
s	0.0256068544293	0.0047541876862	0.00511784664824	0.0113063759069	0.0205062565165	0.0767625252987	0.164565372074	0.431935289893	0.259445269702
i	0.0301129021171	0.00373909700925	0.00363988958932	0.00847144702123	0.0122492366835	0.0605972416729	0.148948994558	0.480715326631	0.251525850234
n	0.0195618928422	0.00353915378455	0.00316679366561	0.00644685598294	0.00963867635943	0.0417521001023	0.116374370153	0.559008036877	0.240512111745
ì	0.0154153757279	0.00308536725765	0.00259128452117	0.00549221783711	0.00636519529874	0.0299789613221	0.077762289951	0.679533652292	0.179775639155
t	0.00722734726593	0.00206557352215	0.00168397529131	0.00396143356067	0.00380427767958	0.019562396132	0.0607914345437	0.747618373431	0.153285191285
t	0.00650144110044	0.00363273560201	0.00408929788276	0.00354124160826	0.00284047686153	0.0148808410313	0.0494457698879	0.787336386477	0.127731823755
a	0.00679034264998	0.00534404042436	0.00795766613839	0.00681516371715	0.011357078568	0.0193193795815	0.0549218044826	0.580059640559	0.307434890918
</S>	0.00574677157099	0.00464158263818	0.00874364599209	0.00874741351317	0.0195284895017	0.0235745242883	0.0702482226013	0.360871528879	0.497897823459
