 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.61486267083	0.27971410987	0.0154415911386	0.0048321477694	0.00285687773899	0.00337163282358	0.00102280689099	0.00123919504296	0.00222623813321	0.0103252027714	0.0641075311211
n	0.305694410277	0.551879946623	0.0485092881795	0.0078680929752	0.0030809733322	0.00365150957589	0.00102396754374	0.00126571032236	0.00244662856894	0.0101298290614	0.0644496441546
e	0.114942269493	0.749520864208	0.0847807496598	0.00900110660373	0.00228179142882	0.00218613476318	0.0004688282161	0.000589550193953	0.00187821364907	0.0105891221648	0.0237613743182
v	0.0453212772097	0.746484221403	0.14547990682	0.0334782363199	0.00453596821703	0.00185240409947	0.000309339102087	0.000372787064795	0.0014504434038	0.0105571417413	0.0101582820995
ò	0.0209660290052	0.661993868468	0.257324992807	0.044481245356	0.00530729358488	0.00128977469882	0.000218258604773	0.000271226762835	0.000599689686869	0.00374762465151	0.0037999887323
ì	0.0106346787844	0.553061380156	0.390872868802	0.0323118050947	0.00385549851616	0.00101454296394	0.000242108906629	0.000198965220449	0.0019894455764	0.00381059586577	0.00200811464845
c	0.0183564947135	0.407206175852	0.480578915601	0.0580265582316	0.0137287066561	0.00367319118091	0.00103550530153	0.00053066886855	0.00258576737933	0.00451928235637	0.00975876232402
h	0.0526872687312	0.273605884617	0.485624133867	0.107137378811	0.0215316418231	0.0147272392595	0.00383136164875	0.00171779500673	0.0189627317616	0.00814446379488	0.0120301066236
a	0.0524333099904	0.154850256712	0.589513345956	0.123356311137	0.0184652023561	0.0163464727008	0.00495363996228	0.00216221701996	0.0249331364725	0.00853996291778	0.00444613888575
d	0.0233830354888	0.0764792142107	0.664308459985	0.176043182446	0.025999788292	0.0098817286556	0.00518259671444	0.00292407524649	0.0104127570955	0.00335500131552	0.00203017070703
ò	0.0139205058716	0.0412824880102	0.536443796662	0.348718122482	0.0344927365973	0.0088526941552	0.00500470580763	0.00296150638352	0.00549233544275	0.00162852846766	0.00120259097543
n	0.0088988136472	0.0258004522767	0.397939640887	0.495389424827	0.0390716173991	0.0152566844971	0.00393440181316	0.00194535468719	0.00386404081397	0.0048614738835	0.00303809094245
t	0.0202619633024	0.0206145067829	0.286138685896	0.524241837609	0.0445260278664	0.0420646059164	0.0133463781893	0.00329096507793	0.0242334051841	0.0145582410231	0.00672337055604
a	0.0224476924335	0.015023232005	0.161833426899	0.583328156536	0.0866087471555	0.0541644978588	0.020350124728	0.00558459031018	0.031288546577	0.0137418619111	0.00562910254877
s	0.0107418740878	0.0101510847285	0.108705989433	0.630314035512	0.150076581718	0.0464731972196	0.015639722468	0.00639923833673	0.0127160729927	0.00503396795012	0.00374820134345
ì	0.0136650923886	0.0076997332157	0.0816694276843	0.587628523171	0.231662926573	0.0489735384999	0.0133464296957	0.00498388164504	0.00538415913115	0.00197702471456	0.00300922665287
n	0.0143353061422	0.00428462932817	0.0400986191681	0.583445921724	0.264918790191	0.06809627706	0.0125157330316	0.00455011141235	0.00279034019755	0.00204255548831	0.00292170386589
d	0.0271623702474	0.00409349522099	0.0289818529031	0.565358538575	0.220006979997	0.0943709281533	0.0247699271219	0.00694950503398	0.0124019770619	0.00772328063477	0.00818116388258
e	0.0310861199011	0.00347669010366	0.0162556448288	0.416221035192	0.302504035266	0.135301871384	0.0484184511786	0.0119891963967	0.0176349144834	0.00847251593464	0.00863954494266
k	0.014457124081	0.00337882387655	0.0105988859129	0.288509455397	0.413122013089	0.182661889795	0.0534551827062	0.0147712484722	0.00955626507587	0.003889813527	0.00559929728015
a	0.0112831987217	0.00386076862752	0.0081573250523	0.195155901266	0.42421053903	0.255227880865	0.0738640955021	0.0135993989707	0.00629106156836	0.00239550606593	0.00595432405053
ì	0.0079116603439	0.00332270786084	0.00467101818237	0.090162183722	0.46651293101	0.298451333955	0.090716173034	0.0248349330636	0.00709065940362	0.00159216175971	0.00473425207379
c	0.00806196656797	0.00473686268369	0.00846389891839	0.074418853074	0.460992437003	0.307599463785	0.073807305278	0.0388348349945	0.00769976175431	0.00264186121464	0.0127427690206
h	0.0411899758693	0.00453846373898	0.00912546206546	0.0717840353313	0.331944444668	0.368277696728	0.0897650310927	0.0403866750648	0.0140123067693	0.00914396313488	0.0198319497238
a	0.0481294231411	0.00210539714366	0.00423628348462	0.0404569943451	0.195775120156	0.427806519776	0.182807167031	0.0523818372549	0.0215682632759	0.0102314317537	0.0145015616091
a	0.0255136804477	0.00292579268922	0.00415883854424	0.0197450394937	0.125798854752	0.388298582792	0.272522414344	0.108731336018	0.0301163360796	0.00761552698257	0.0145735956006
n	0.0244067616999	0.00745358146957	0.0109414834171	0.0149234929659	0.124033576217	0.315190032464	0.292901056781	0.153987407539	0.0299757598179	0.00932832806686	0.0168585153057
o	0.0154528747813	0.00795180821862	0.0117469490164	0.012272272151	0.117202441146	0.275995435641	0.303970450927	0.206303961513	0.025920877646	0.0110881342543	0.012094798452
ì	0.0061126084683	0.00399631305447	0.00501746007287	0.00726411833587	0.0683581917953	0.21975894272	0.281747978642	0.337120729171	0.0423127607687	0.0194847688248	0.00882614450407
s	0.00521869258622	0.00567077441862	0.00562007613216	0.00431288826042	0.0434779997118	0.20722160176	0.254235307881	0.383893419057	0.0502946305629	0.0247060385016	0.0153485874218
o	0.00513851366	0.00665596557401	0.00586115206732	0.00393755738347	0.0343870212639	0.163508209887	0.261983038627	0.357177293686	0.111612236008	0.0203566952805	0.0293823256399
n	0.00641323760013	0.0064289450132	0.00634612456281	0.00391395330689	0.022112372636	0.0840696998957	0.234147245209	0.410365339895	0.161099213336	0.0244344521002	0.0406694171846
t	0.0143261174242	0.00576325168501	0.00684291632686	0.00438717922686	0.01712115888	0.0645556271186	0.179198179736	0.425148676632	0.152268763512	0.0606757961667	0.0697123233022
a	0.0132317913857	0.00238526129342	0.00338136800331	0.00394453617012	0.0106092387667	0.0520508273262	0.143490786979	0.410429615544	0.201797833837	0.0699111755556	0.0887675580034
k	0.0120107333212	0.00573379011061	0.00515984537437	0.00295665663437	0.00832510861823	0.0335119100087	0.114634115193	0.402782579848	0.242762912212	0.0744346393519	0.0976877051678
a	0.0121410120037	0.007473434214	0.00582830235379	0.00293607838479	0.00755975343074	0.0222045537162	0.0852697308643	0.342504388616	0.297164710737	0.122944211604	0.0939737998226
ì	0.00531339905057	0.003655243344	0.00259135667393	0.00246617214866	0.00525182564758	0.0153258102234	0.0570107414014	0.349690808005	0.319308327779	0.169518734832	0.0698675565409
c	0.00810552218686	0.00353753474473	0.00490387896824	0.00502655056915	0.00490478783319	0.0152235448525	0.0347863933138	0.397986419135	0.269988841326	0.175651083955	0.0798854426003
h	0.0174794648618	0.00562228638518	0.00855577416541	0.0124642450609	0.006500089062	0.0147289775908	0.0393828589513	0.356752853912	0.198999595042	0.226643356718	0.112870505553
e	0.0150936474674	0.00467762639326	0.00659954167334	0.012000610543	0.00646597786667	0.0099423307036	0.0357069614171	0.264550404611	0.167008476414	0.248344981039	0.229609448184
n	0.012175822596	0.00909805270422	0.00900426759105	0.00698406551408	0.00598783666322	0.0070156635412	0.019438037119	0.181143463777	0.213741992138	0.248866079146	0.286544718995
a	0.0119752363089	0.0113931676345	0.00999189807262	0.00608317616777	0.00601116508341	0.00887892117507	0.0247967532063	0.115187767806	0.246110793846	0.296549401382	0.263021706892
v	0.00780896410897	0.0060583268599	0.00603643917847	0.00485719971809	0.00487335271247	0.00950627991236	0.0248480501354	0.0740694803487	0.252534600015	0.334553783461	0.274853517324
r	0.00890033725072	0.00504000202087	0.00596699785061	0.00474913312756	0.00363315799352	0.00509187527385	0.0144510030871	0.0495658960962	0.219447982005	0.372548466487	0.310605139575
è	0.00681486550064	0.00474069508753	0.00439999654607	0.00444504953455	0.00516409957815	0.00524304426942	0.0118898460524	0.0397790944054	0.185755269068	0.431073777096	0.300694243458
t	0.00393515589323	0.00549202215139	0.004009664449	0.00268102383158	0.00512171222062	0.00505684957267	0.0099048303168	0.0635776977951	0.145097478556	0.532274400632	0.222849153619
s	0.00661645962123	0.00694087063079	0.00787095176027	0.0131147911338	0.00351704682051	0.00438838802296	0.0219280144876	0.0677185493584	0.0998006825187	0.574835435544	0.193268807006
i	0.00680362038354	0.00522119629244	0.00815701378186	0.0181348930244	0.00568512875097	0.00976653798592	0.0373938110112	0.0670418523255	0.0755955339529	0.441150485781	0.325049936202
</S>	0.00441052584777	0.00351056953622	0.00587449264483	0.0118376431832	0.00771389238728	0.013872515285	0.0396746903426	0.0845536802318	0.0587772664464	0.30907026279	0.460704479001
