 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.726072108	0.24450296913	0.0051638240312	0.00750784279755	0.00671124647916	0.00468264647492	0.000576762933031	0.00152726136648	0.00146764228838	0.00178770043493
p	0.541014165	0.365722781043	0.0364267410831	0.0169941382781	0.0222313208551	0.00556662294961	0.0019434451312	0.00237565150988	0.00233867739162	0.00538642551773
è	0.374870383867	0.491495149681	0.061372009121	0.026306909684	0.0293814368622	0.0037789484918	0.00277540227288	0.00188583430091	0.00177571167762	0.00635817769542
n	0.209827576356	0.674983853227	0.0552819051737	0.0242478660433	0.0214218210339	0.00280664547551	0.0018443096693	0.000995180673086	0.000895917488098	0.00769491917615
s	0.091614421132	0.768795073742	0.0863561195246	0.0242443971411	0.0165728807846	0.00223702923708	0.00126689812763	0.000644545618195	0.000933999590479	0.00733462896895
e	0.0493969573653	0.626109301247	0.262563993108	0.0358271038804	0.0117928971589	0.00450550498063	0.00284714203588	0.00341678288826	0.00089076130862	0.00264955690829
t	0.0295846318498	0.514215013082	0.373256957969	0.0432324754268	0.0138818558663	0.00708886632539	0.00594773118169	0.00549341074964	0.00502326851492	0.00227580508411
s	0.0146960750099	0.503125542694	0.371456300456	0.0654623588756	0.0209036013688	0.00577186646631	0.00550909698896	0.00348965130881	0.00726747385225	0.00231803954658
e	0.00955865724197	0.320800513058	0.479609057685	0.152125226092	0.0215311926363	0.0047007075261	0.00406475138599	0.00268919401142	0.00351801625026	0.001402679085
k	0.00741933928532	0.164724589407	0.528104613895	0.217426438031	0.0387786157454	0.0131191280354	0.0101370452077	0.00424091947029	0.0122769743839	0.00377232588691
a	0.00927500829844	0.101107926697	0.433472798498	0.30366686201	0.0867794309818	0.0240744911185	0.0153544544492	0.00526403627043	0.01526700585	0.00573798663466
o	0.00944196626748	0.040892641577	0.268402335406	0.363000403337	0.251999643661	0.0310913374395	0.0191967973564	0.00527499879114	0.00653793559883	0.00416195625498
l	0.00541778999249	0.020429999249	0.140554902575	0.336380144446	0.385930605487	0.0493925465465	0.0476724546321	0.00523492924571	0.00618793705974	0.00279869263563
à	0.00606960017483	0.0117608134057	0.0840832803917	0.293832941682	0.440370878096	0.0865087903155	0.064587785954	0.00565689467324	0.00500242642245	0.0021265982643
d	0.00683478146012	0.0071493067479	0.0455039453306	0.211111218494	0.524236382699	0.0945708510652	0.0818311443947	0.0217336959757	0.00357204892802	0.00345663791425
r	0.00718403450389	0.013691852408	0.0397325864902	0.252146054565	0.400192852966	0.0741509097351	0.158094115532	0.0280404304299	0.011711301982	0.0150558656618
o	0.00874831157263	0.0191118581193	0.0322243553634	0.255777608188	0.236800782722	0.208272472865	0.169390286844	0.0357931519213	0.0154509235187	0.0184302604526
m	0.00584559081554	0.0116073242868	0.0150976787945	0.144945683729	0.220547764241	0.274111380822	0.257458082615	0.0446543227671	0.0153388362669	0.0103933362289
b	0.00388987350765	0.0166472544324	0.0102850021579	0.080188780363	0.17224039208	0.173014391207	0.475554438672	0.037604106949	0.021265872439	0.00930987357943
ì	0.0286157843984	0.0198776189413	0.00828422349239	0.0374114169743	0.111856441227	0.285669418802	0.398610308224	0.0752878026497	0.0204534795143	0.0139334962093
k	0.0361552528329	0.0101216467515	0.00651471443906	0.0223091290914	0.113256039976	0.307898296134	0.345910702075	0.11728918445	0.0248928870961	0.0156521393595
e	0.0385590348777	0.0152644894076	0.00898658709462	0.0265897747771	0.0960221172253	0.207808415845	0.323931759825	0.215413069217	0.0423232428987	0.0251014983132
à	0.0413550706992	0.0184170972925	0.00854106831772	0.0235942404841	0.0479775181218	0.185143402082	0.170947677808	0.405925112406	0.0676128342062	0.0304859671711
t	0.0170013925805	0.00840233711111	0.00418839793807	0.0093519920144	0.0296495058073	0.111786347561	0.199574081536	0.503207416402	0.0954197255754	0.0214187788264
t	0.0303477421098	0.00950426763802	0.00639975192314	0.00826226367013	0.0211503990451	0.0729238139977	0.211175277779	0.409290269001	0.149125561992	0.0818206462448
i	0.0360780036654	0.0107403792134	0.00791486137618	0.00892995810271	0.014121297679	0.0709387174099	0.13405523166	0.3180529796	0.236127348264	0.163041240615
f	0.0147140537401	0.00702941152733	0.00697301345806	0.0058233054049	0.009645344741	0.0536360717433	0.100181823337	0.300426716267	0.342175826555	0.159394438405
i	0.00883113099897	0.00700796819871	0.00816273183885	0.00604837669677	0.0075176097894	0.0358891756971	0.0775766821037	0.235425592156	0.424060373518	0.189480363535
n	0.00697320676839	0.00765184782624	0.00811640359117	0.00628480813566	0.00680174498593	0.030608934971	0.0370504105559	0.164080016252	0.515382208506	0.217050425445
è	0.0047421607134	0.00620411640308	0.00591027110364	0.00385344576682	0.00518489508571	0.0169122060243	0.0200933566202	0.120496984151	0.624067402835	0.192535168855
s	0.00348848287573	0.00292164108796	0.00392620836483	0.00203895117814	0.00296211768424	0.00895686565077	0.0116345941317	0.115643926817	0.696231652278	0.152195573625
t	0.00832269807451	0.00517385150755	0.00598266609658	0.00349559938785	0.00284113978627	0.00506163111738	0.0083654694617	0.089638248439	0.689579968759	0.181538730308
r	0.0120358312489	0.00824874958648	0.00979168874068	0.00494175087802	0.00342049084341	0.00481999666483	0.00620043435703	0.0396644198463	0.63522905292	0.275647586383
a	0.0121115267409	0.00865460792843	0.00889027126693	0.00496476934361	0.00474920115358	0.0144713804494	0.00995911945848	0.0272804764521	0.50270731304	0.406211336741
</S>	0.013758119262	0.00938957741121	0.00615070500663	0.005372558081	0.00579518317227	0.0231558871215	0.0132050763554	0.0263176328311	0.38453889962	0.512316356671
