 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.787964601	0.110741963031	0.075733876772	0.00475406407704	0.00404081788185	0.00226384309753	0.00227259141582	0.000965453053631	0.00086205114655	0.000925947509072	0.000276797662326	0.000525455860218	0.000103903756629	0.000250885204126	0.000460006809748	0.000674544083032	0.000659735193582	0.00652349364326
ò	0.7048862526	0.182872133588	0.0775383090953	0.00544647243775	0.00722603910913	0.0049415587078	0.00335266361853	0.00161734483947	0.00122565456531	0.00103072238818	0.000394915960348	0.000539581641018	0.000113961322268	0.000283269841494	0.000505516065961	0.000677139878905	0.000663902987125	0.00668457876905
t	0.677150832133	0.223824486663	0.0690420889318	0.00767114239272	0.00625164178301	0.0045209380728	0.00233155548378	0.00126639022588	0.000815879413651	0.00048383325294	0.000294150191404	0.000438543674562	8.44700366347e-05	0.000148679424262	0.000242351313587	0.000267090315335	0.00032420948435	0.00484174123294
t	0.577743680911	0.296086534021	0.0741189904524	0.0240166922409	0.00542721626418	0.00461884908744	0.00180538672277	0.0011346429261	0.000907828654732	0.000398442331631	0.000487901911013	0.000460929355486	0.000133508388908	0.000229858305857	0.00645860907249	0.000817958284907	0.000897098746984	0.00425587836454
i	0.37102621277	0.504844394207	0.0694013714926	0.0274519034219	0.00541298765811	0.00456858896565	0.00153738153836	0.00104875392368	0.000911983196185	0.000345669936872	0.000521903816853	0.000238188579595	0.00012109114072	0.000245206347394	0.008625109268	0.000988866036394	0.00100862983474	0.00170175443137
i	0.154420631737	0.730127594736	0.0875087123242	0.0148514535009	0.00326390913884	0.00176639970174	0.000604140200395	0.000422380544175	0.000347177461505	0.00014290222497	0.00021830585685	0.000115971000153	8.16615680893e-05	0.00017899899604	0.00330628500034	0.000621368940357	0.000776248639324	0.00124584787523
v	0.0951665428723	0.748120154912	0.128706132441	0.0178556655303	0.00320666677808	0.00104258317704	0.00040574831668	0.000275651145789	0.00018376093286	9.80159891714e-05	0.000134115123063	0.000123627001005	9.27727504871e-05	0.000180642499024	0.00142918215138	0.000569099422748	0.00121604628865	0.00119357022469
ò	0.0727639413508	0.667742426971	0.223336039014	0.0277196407434	0.00393137156069	0.0010186905236	0.000390890574793	0.000245663544163	0.000136579850035	7.39266328658e-05	8.86248947587e-05	0.000101574191933	6.1876475252e-05	9.2900773424e-05	0.000524077693002	0.000276037117278	0.000933084113548	0.000562650165942
e	0.0313263184269	0.589573221657	0.309557925538	0.0464400481378	0.0119466036129	0.00268182778303	0.00100692199382	0.000670573650191	0.000370223173539	0.000224240766071	0.000545446572687	0.000143398658915	0.000367300361434	0.000965623264247	0.000869139546453	0.000940014521549	0.000715243319224	0.00165593089983
g	0.0164083023679	0.405831972552	0.445781469713	0.0990293581359	0.017105058659	0.00399258570508	0.00138690277113	0.0010470735773	0.000528496245877	0.00032411933473	0.000773699106211	0.000254467008667	0.000513107734547	0.00128779738473	0.000964291209441	0.00121110844431	0.000954069239473	0.00260612404256
