 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.924044012	0.06857892611	0.002853177219	0.00117637449115	0.00133645886118	0.000684043569308	0.000423742753029	0.000485431383436	0.000120499587792	1.85409942242e-05	0.000278811703543
t	0.853729782667	0.111584567237	0.0134609284863	0.00421870726704	0.0116788579806	0.0016378732414	0.000505294805545	0.00054984343952	0.000167157053734	2.60014187201e-05	0.00244098698132
e	0.652147662889	0.297951742679	0.0242370782968	0.00532629590051	0.0148088952663	0.00167037473757	0.000292613722402	0.000274515000156	0.000121726033176	9.34653486571e-05	0.0030756248315
l	0.390337817363	0.511269439826	0.0756908370656	0.00773374275724	0.00868186766323	0.00139489954378	0.000397324415128	0.000318350997783	0.000428789861765	0.00012828781579	0.00361864537643
a	0.206075232321	0.635433443942	0.134071136822	0.0112115413137	0.00674052406781	0.00130744157123	0.000421845404158	0.000323441277754	0.000529699232298	8.01729096487e-05	0.00380553343079
è	0.0831819361737	0.695042945314	0.198653726474	0.0153770093112	0.0044561383686	0.00098794124789	0.000235415283607	0.000161752408151	0.000217122372959	0.000158930226452	0.00152709685335
n	0.0345359315912	0.582233889905	0.293442130825	0.0370039495304	0.0365498640842	0.00955400794702	0.00203548444862	0.000745494157132	0.000599376225326	0.000288234283487	0.00301164246775
a	0.0214773946171	0.363511003435	0.383198989608	0.13419516971	0.0724912017261	0.015515174131	0.0034984834071	0.00133920714096	0.000910361800802	0.000358387537246	0.00350463582592
b	0.014723177579	0.177268979412	0.450942630536	0.258023097903	0.070984889042	0.0168352070037	0.00297699690937	0.00159131846432	0.0031781317616	0.000524302499219	0.00295125791365
a	0.00921908889833	0.0895710800373	0.411372884712	0.346259127301	0.112474503081	0.0191336937106	0.00262709525976	0.00140385860555	0.00379262378513	0.000653738123085	0.00349230109491
r	0.00670783879878	0.0435203959124	0.311085764437	0.4471309971	0.14587003836	0.0329114457462	0.00419518583189	0.00177502292676	0.00267525149598	0.000504983460574	0.00362308910301
m	0.00609171663626	0.0271367495035	0.277118699719	0.463248201033	0.152868332987	0.0490650969821	0.011176217482	0.00390304106305	0.00288661770166	0.00333263662706	0.00317268927322
è	0.0131763395601	0.0191051398005	0.265672892766	0.407082117678	0.210571371596	0.0595123448187	0.0132366860355	0.00386611279203	0.00180829834882	0.00426140294907	0.00170728626735
n	0.016633863335	0.0137342788468	0.242393164075	0.352561856226	0.232004658532	0.105306777164	0.0140874288466	0.00648139453769	0.00262597821987	0.0035853904064	0.0105852040381
a	0.0128785952413	0.0114946548623	0.170309087589	0.272632448275	0.306006261511	0.162593854455	0.0316773030555	0.0112457676452	0.00391488910062	0.0034821094374	0.0137650221273
f	0.0083901469251	0.00682653055623	0.0815899924973	0.216047912492	0.360125663237	0.251607537152	0.0421634486785	0.0134633055364	0.00687600916487	0.0018893605262	0.011020083689
ù	0.00468806127103	0.00389106584154	0.0502760237158	0.177035915311	0.348718626479	0.334479551051	0.0458267352728	0.0158512802535	0.00810564485496	0.00129106937572	0.00983601788427
r	0.00399088676814	0.00270005421918	0.0373160946513	0.145643469717	0.35719610326	0.346041928884	0.0603775406709	0.0195688105825	0.00649437832299	0.00256822452509	0.0181024897454
n	0.0162543451329	0.020364211504	0.0474735703546	0.136055860891	0.27890583612	0.327936225428	0.0931798752903	0.0249706509442	0.00819209871633	0.0176408386686	0.0290264699846
o	0.0202361485614	0.0258029217076	0.0389712546575	0.107190003214	0.212716214107	0.279992202009	0.21500765423	0.0459081142081	0.0128371355788	0.0215987841635	0.0197395725772
n	0.0097598180536	0.0103251484156	0.0173388754301	0.0756523579758	0.171729488829	0.29256724627	0.28456799181	0.067292140136	0.0250973685329	0.0147855882792	0.0308839995833
a	0.005903442871	0.00538166531604	0.0101357606258	0.0544300235793	0.142034956436	0.29071558489	0.28363990367	0.124270447712	0.0361315882443	0.0127154584211	0.0346411882074
k	0.00404079761807	0.00444097677595	0.00747148494127	0.0368153291904	0.131567803245	0.259266949097	0.284604555623	0.159558913704	0.0619661226814	0.0133636437284	0.0369034376248
à	0.00381800546709	0.00408642460678	0.00648462233289	0.0279115613815	0.112786288875	0.237361516899	0.251250245874	0.193237271835	0.109386983627	0.0157862573401	0.0378908302541
n	0.00371709510161	0.00295756278693	0.00517645000152	0.0233928074812	0.105497214576	0.179583469833	0.206902444625	0.214655467545	0.196323063636	0.0247746547974	0.0370197755192
i	0.00486402752645	0.00303384338298	0.00481929555727	0.0203620303091	0.0825808969567	0.128320622098	0.170046912875	0.272162021648	0.224020650239	0.0408957616525	0.0488939419591
k	0.00584986605608	0.00318198696873	0.0048277135928	0.0131749784664	0.0629047949622	0.100875320786	0.149750122158	0.299515251549	0.23138245508	0.0701211567908	0.0584163410064
a	0.00536924297929	0.00459097148331	0.00645472715758	0.0112694408841	0.0516251602641	0.093927576522	0.121011382386	0.272146826183	0.27200637036	0.0977923630236	0.0638059366155
l	0.0048562727015	0.0058624259719	0.00703705207486	0.0088173336691	0.035923184848	0.0831012527207	0.103174954195	0.266033815594	0.291315370387	0.123887344735	0.0699910006652
ò	0.00481285607223	0.00564032915343	0.00715598022342	0.00787570349077	0.0250072616927	0.0793349671736	0.0877225512317	0.187979805598	0.289972561729	0.220587727712	0.0839102532817
r	0.00416570303494	0.00443010197489	0.00657157341443	0.00653059181603	0.0200294242422	0.0732348788959	0.0835284426506	0.134579440133	0.270764119443	0.315979750011	0.0801859639539
ù	0.00450305676251	0.00268936655471	0.00459464296683	0.00476620691112	0.01378903528	0.05439610121	0.0904765651435	0.106486671444	0.216059689214	0.388159974204	0.114078680565
s	0.00452106102947	0.00208409419962	0.00394772507458	0.00397960345557	0.00851497221469	0.0406373045595	0.0958401437812	0.0949887986747	0.184016129005	0.427981307935	0.133488844455
t	0.00620611119192	0.011894246188	0.0298567322716	0.0121434175799	0.0105307839008	0.0377921346651	0.0949525935383	0.0815399010609	0.160697026582	0.455556925378	0.0988301006717
i	0.00733690407277	0.0151638176285	0.0375402495396	0.0164242144792	0.0117388119294	0.0257393227599	0.0806435475052	0.0811504552123	0.108171313181	0.408051304993	0.208040039824
k	0.010355694521	0.00658672117429	0.016964072264	0.00902673447997	0.00750309532467	0.020440465865	0.0670193348769	0.0875027587801	0.0999042461337	0.399328974664	0.275367894808
u	0.0116673799917	0.00537717500516	0.0123106708571	0.00986166407643	0.00968862376176	0.017503559977	0.0635770420264	0.0805502024374	0.0877463271159	0.428958527421	0.272758825369
</S>	0.00848217941585	0.00607439994158	0.0105102524223	0.0130646534842	0.0142024885038	0.0136403747475	0.0610969288433	0.0818071002447	0.0811509887649	0.38191264701	0.328057987234
