 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.934979184	0.05507552046	0.0046297703576	0.0022291196635	0.00138577952942	0.00061453423014	0.000182259462161	0.000903847948525
v	0.778483269333	0.20021404422	0.0123895907125	0.0042631027925	0.00175031485614	0.00067739414634	0.000296241342498	0.00192605778685
ò	0.504043948578	0.419143734073	0.0502961178308	0.0201079293642	0.00337563204751	0.00070579502978	0.000275106774102	0.00205172411096
s	0.279941604993	0.586004689358	0.0812028525703	0.0284245574627	0.00614555978584	0.000831618414727	0.000323590860959	0.0171255025923
t	0.188948604771	0.647406961119	0.107430584617	0.0202890764022	0.00886925865528	0.00228398317424	0.00249654588739	0.0222749877458
i	0.136884169337	0.57624585904	0.209964580006	0.0235037693341	0.0130901568471	0.0285754345976	0.0037073285566	0.0080287004556
z	0.0569358607357	0.52959200968	0.300036174002	0.049784313038	0.016835837089	0.0378642727839	0.00408184646365	0.0048696954247
o	0.0421240290112	0.389197343627	0.373147395601	0.105103101226	0.0227676527763	0.0589009907196	0.00402409833155	0.0047354069436
ì	0.0365504130797	0.178043134009	0.4313283202	0.204451559475	0.0542134763788	0.0888198719429	0.00307741630795	0.00351580177833
m	0.0155917521634	0.079971378463	0.404346059467	0.302088773025	0.10358704866	0.082009392559	0.00657224923088	0.00583333307534
m	0.0221444764713	0.0957540586143	0.360614110489	0.281200970875	0.146319632353	0.0704032289863	0.016128136405	0.00743538167795
u	0.0307174464444	0.0997553300908	0.27463225661	0.298726242778	0.175931277718	0.0958752542221	0.0193531755817	0.00500902062665
ì	0.0189367357021	0.0422480079183	0.149586862137	0.396145003073	0.229210762706	0.145255270607	0.0147979806354	0.00381936827288
m	0.00839908144074	0.0177001385581	0.071278021239	0.345941739618	0.310791784902	0.206978816402	0.0220414197133	0.0168689815143
e	0.00822602646029	0.0098910478807	0.0364298270997	0.228949543613	0.332928635634	0.329585100467	0.0305628642244	0.0234269429861
p	0.0085380155363	0.0077545013969	0.0194431897132	0.143023272524	0.316028623211	0.438978787489	0.0404576827881	0.0257759180554
à	0.0158288632639	0.00541668943023	0.0120003504017	0.0724117480063	0.24881730287	0.54194393983	0.0705859253094	0.0329951701098
n	0.0177633963545	0.00365765542341	0.00669976365123	0.0385339772404	0.161712683057	0.632365507943	0.0966385775698	0.0426284360279
t	0.0108802539817	0.0043636011791	0.00674410695921	0.0239513815105	0.125231702719	0.652884233314	0.108044321057	0.0679003865093
a	0.0090764068665	0.0051416918054	0.00655308282987	0.0157814722058	0.0830015522797	0.580862137771	0.184034112819	0.115549530136
p	0.00402248620873	0.00347158778045	0.00552395924036	0.0187057550279	0.0457090290999	0.455559835924	0.321614359606	0.145392991412
o	0.00688331356441	0.00540669156033	0.00519090497205	0.0178545944814	0.0348635530093	0.311122888508	0.476896297869	0.141781749207
l	0.00799698189936	0.00649543070184	0.00395254145048	0.00862690543899	0.0258920198034	0.215521796403	0.583983115956	0.147531191939
e	0.00525501720174	0.00358599069688	0.00310604233889	0.00531792877353	0.015361289061	0.161579217101	0.627325060652	0.178469459926
m	0.00427864340778	0.00245116629756	0.0084777351409	0.0280413724573	0.0159851421146	0.124268212767	0.627359812884	0.189137926122
i	0.00349567902348	0.00271040260045	0.0113768280269	0.0359867504616	0.0169599965697	0.100653868629	0.630635689628	0.198180779507
m	0.00329256119745	0.00269499779942	0.0115472749511	0.0483591439746	0.0138930394116	0.0522705324297	0.648613999876	0.219328444636
m	0.00242065629608	0.00454867893201	0.0117528543706	0.0610501117488	0.012320383763	0.0437591588766	0.616786017959	0.247362128079
è	0.0103791903267	0.00510398742947	0.0138167092569	0.0392082692422	0.0110455533279	0.0387417239389	0.542795109053	0.33890943896
n	0.0128259345322	0.00358180685716	0.0158066183883	0.0224604700702	0.0117184403046	0.0268790590463	0.564299330751	0.34242832532
a	0.0095017016514	0.0104691500477	0.0139358308774	0.0196273674975	0.0185715829282	0.0404710578461	0.50812233625	0.379300963573
</S>	0.0115345922737	0.0171662729938	0.0149122429937	0.0267783563152	0.0237415058561	0.0537304644091	0.378523881125	0.473612671587
