 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.75084455	0.0967237575	0.122601701756	0.00845474409502	0.00526894900452	0.00340351102346	0.00153841665162	0.00208273836382	0.00108744975364	0.00072329126738	0.000564156636297	0.00251200162722	0.0030220721926	0.00117262646256
à	0.50928664308	0.22034321498	0.228659991152	0.0148498882797	0.00868134557504	0.00364922560509	0.00170863742921	0.00325213597171	0.00127645637806	0.000798067672157	0.000589452898292	0.00254163755593	0.00304802828155	0.00131524920591
b	0.26171423206	0.36754056234	0.317811731251	0.0232689724072	0.0159131855557	0.00275464170979	0.00213922463136	0.00282059122404	0.001049927392	0.000466246188301	0.000317814744913	0.00105994438795	0.00112906230066	0.00201383600518
b	0.131172606707	0.518807607447	0.291851169684	0.0197843243131	0.027047847	0.00218956659822	0.0032929220077	0.0015613112795	0.00078838683549	0.000262715871816	0.00018981323718	0.000516435071651	0.000442257990674	0.00209300707974
e	0.088770640993	0.617163978482	0.240037680095	0.0223131216977	0.0243134367871	0.00136277197194	0.00357634661352	0.000729028613967	0.000343916531743	0.000156728967772	0.000113004830887	0.000214091122152	0.000172293551784	0.000732953537705
t	0.0541341417823	0.563924606827	0.284222660032	0.0576810291592	0.0297298482117	0.00319071627671	0.00369836028655	0.000974747024342	0.000445536667597	0.000233829531353	0.000139481156102	0.000683321070967	0.000605817400945	0.000335896773428
o	0.0407274596221	0.405616136142	0.367759134677	0.126394170446	0.0385264717732	0.00788594313764	0.00854983684022	0.00133725226895	0.000524391687388	0.000259446623546	0.00015441749854	0.000872590093078	0.000776856838049	0.000615889788491
à	0.0337352632447	0.216561787447	0.451680083159	0.196421722549	0.0733134361311	0.0120701606285	0.0123715879427	0.00149217156973	0.000396485797436	0.000204596461049	0.000170106410847	0.000407667710779	0.000361190473394	0.000813765212207
t	0.0127454217009	0.088452728949	0.51215648292	0.237143185716	0.11859808725	0.0154464763155	0.0102417394076	0.00252585778858	0.000842608329345	0.000279816792643	0.000213882567462	0.0003905585756	0.000289000323501	0.000674168458134
t	0.00988690626297	0.0694478086497	0.500797888773	0.225469524372	0.13512963415	0.0266791686698	0.0161527160752	0.00623462765153	0.00248000126245	0.00151004012144	0.00196692779413	0.00182668766559	0.00143645452596	0.00098160142958
o	0.0140676314332	0.0621105445932	0.348809030631	0.310894982124	0.135525755717	0.0664718016079	0.0371754520044	0.0112986928005	0.00316217310255	0.00218670550248	0.00274783381231	0.00246577110322	0.00183931606576	0.00124429395516
k	0.0110377766443	0.0363046419411	0.21918554907	0.397490072041	0.178594151906	0.0882004543693	0.0442123274015	0.0128620536848	0.00303895791485	0.00178198591683	0.0015154443185	0.00168836752732	0.00204053528437	0.00204765862608
o	0.0107294775448	0.0243629248324	0.14886466977	0.405312047147	0.207949165089	0.12731549469	0.0457041247338	0.0165829709283	0.00329042494228	0.00205691455494	0.00130271405797	0.00153762702646	0.00209046589992	0.00290096257649
r	0.0101045761781	0.0153353338961	0.07056663901	0.381750653049	0.258386225483	0.167694233763	0.0562419281313	0.0264668432628	0.00469675911009	0.00216965180098	0.00122937354292	0.00124152788934	0.0014324415053	0.00268381998988
à	0.00453105805643	0.00923326023403	0.04079704953	0.325209846216	0.291025005828	0.190967193521	0.0816956416638	0.0411783813543	0.00727352853003	0.00260060727233	0.00107085592017	0.00115913878323	0.00133346985027	0.00192496817804
s	0.00268189029588	0.00462042968068	0.0204912272833	0.294983163872	0.243938566343	0.230459114574	0.113197682455	0.0659995480514	0.01316231589	0.00373829896544	0.00132353880186	0.00148797862696	0.00124095978367	0.00267527968888
i	0.00262997909676	0.00312165783896	0.0129866381107	0.203526870791	0.182593856148	0.268411125525	0.151906958718	0.133916328884	0.02296211103	0.00771665855181	0.00341992885442	0.00247390095289	0.0013237291708	0.00301024831523
k	0.00263861739187	0.00296550321652	0.00619144815183	0.12919816055	0.158433790349	0.261852734975	0.167284446439	0.205139834961	0.04070895841	0.0113385440839	0.00493037126414	0.00306323158336	0.00323438184412	0.00301997499747
o	0.00204209863564	0.00262015012631	0.00343750929843	0.0845999783033	0.133958355543	0.213250799458	0.16142605288	0.274748471654	0.07390372967	0.0325168228946	0.00689239698138	0.00330511797845	0.0040078244885	0.0032906800075
r	0.00184285941983	0.00221739190324	0.00197170130823	0.0503147408744	0.0844171294077	0.178167170553	0.161680244627	0.335762850551	0.115191515023	0.0456586244315	0.00958563504713	0.00438797123882	0.00502702304401	0.00377513450077
à	0.00130558106236	0.00181736196948	0.00135968861154	0.0334495627581	0.0633025177492	0.129024260384	0.148307236449	0.349408756184	0.150534259808	0.0822857544105	0.0240655774357	0.00552912702294	0.0057876479699	0.00382267111504
s	0.00125151343795	0.00112903789965	0.000943051082013	0.02018484841	0.0302831215164	0.104606132995	0.135733997456	0.364554732728	0.184820335936	0.10567789507	0.0324413021452	0.00676238270098	0.00482197964233	0.00678965843133
i	0.00231226505001	0.00145940599724	0.0010597389595	0.0146766244773	0.0179833172295	0.0782647362917	0.106959484885	0.335286840243	0.260355429979	0.118037773357	0.0377677757817	0.0104539701737	0.00641791322504	0.00896470130314
s	0.00265088510507	0.00199830149181	0.00105148109421	0.00825655260377	0.0089460436685	0.0582495625639	0.073547059257	0.290543139414	0.322223235993	0.138594998786	0.0525925913939	0.0163722201246	0.014408635835	0.0105652738375
i	0.00148833355342	0.0015989393198	0.000740128567243	0.00562663069026	0.00534866644817	0.0471148961506	0.0447577767543	0.224133826138	0.330397256664	0.190951318595	0.095118778198	0.0234116114415	0.0177974195743	0.0115144252602
e	0.00171979536247	0.0051463403436	0.000809489721548	0.00276293127882	0.00241511453312	0.0195057648389	0.0198903928588	0.119258460499	0.287271672888	0.297095671532	0.190508999066	0.0318810996472	0.0110830556434	0.0106512412935
e	0.00184270306309	0.00655132596467	0.000836945859849	0.00149497312807	0.00158869083611	0.00829075911563	0.00746899824827	0.0586622274263	0.206264742429	0.353229646511	0.292734153022	0.0436433211824	0.0064669111718	0.0109246436401
e	0.0013045365317	0.00314937300336	0.000643645554816	0.00099206311509	0.0012217264767	0.00385362011388	0.00286298100382	0.0318429272374	0.149892880676	0.35898527217	0.355158223674	0.0740999229608	0.00644972883393	0.00954315120603
e	0.00141891433497	0.00183170259885	0.000586686122939	0.000868592200297	0.0010699923509	0.00254711376956	0.00123550097147	0.0190180204931	0.109497513979	0.33552949579	0.373899991225	0.129457012287	0.0128784738646	0.010161013342
e	0.00181292475699	0.00141803359395	0.000620504970313	0.000808966004832	0.00100746556297	0.00205812025572	0.000633472299157	0.0112826315857	0.0744625690063	0.300832953663	0.365932403742	0.192855500829	0.0302609834882	0.016013471594
t	0.00206193494891	0.00359844479175	0.000646272420224	0.000922430460277	0.000871501065523	0.00176747835755	0.000579925314619	0.00767336791723	0.0646790273221	0.250553521368	0.293965745847	0.24689504361	0.0927558612361	0.0330294511247
è	0.00144041729222	0.00384297082415	0.000666260573528	0.000872337793626	0.00105562635931	0.00160199299303	0.000573469112906	0.00573651826888	0.053557645498	0.204231397316	0.243186664282	0.281398574137	0.154215336745	0.0476207865682
l	0.00075954524544	0.00139244022023	0.000499842263443	0.000620183708875	0.000952143421037	0.00110247300588	0.000455280186969	0.00395100409343	0.0437320399253	0.162327221185	0.214875901361	0.285850042046	0.210215662075	0.0732662217494
i	0.00094520755718	0.00095642878659	0.00119510663141	0.00120709060863	0.00142141179135	0.00175657696636	0.00232421861232	0.00406389643114	0.0386852007304	0.118365903528	0.166105096867	0.245432516949	0.232623240918	0.184918113683
à	0.00120295315039	0.00131798159766	0.00259897844447	0.00158199611488	0.00247373068778	0.00310087954479	0.00302252486037	0.00412917758705	0.0204584667661	0.0940421807227	0.168517333469	0.213285482583	0.202374982639	0.281893349108
s	0.00109520048126	0.00109289569765	0.00228323166095	0.00101853816947	0.00182962292519	0.0024498444984	0.00144947282452	0.00309740577262	0.0151812920607	0.0818046012342	0.165985166336	0.207955006728	0.27844436468	0.236313391709
