 	credo	che	stanno	ancora	svegli	</S>
p	0.981011796	0.01024942166	0.0040167194736	0.00144565734852	0.00178199208488	0.00149442240457
i	0.953008884	0.0368907722667	0.00522190413787	0.00150788112893	0.00183045695392	0.00154011362364
s	0.826656159333	0.157937320889	0.0105242278273	0.00174761175341	0.00100831472401	0.0021263713857
t	0.662963486444	0.303524675896	0.0277569544224	0.00233001869014	0.00108465129931	0.00234020956211
è	0.526219126815	0.423784240232	0.0462595373541	0.00188019078171	0.000857668582075	0.000999246041641
o	0.327267715338	0.542330761411	0.0971481076514	0.0228825596926	0.00417500968716	0.00619585070071
k	0.149519825593	0.55385871047	0.23417607655	0.0354018098282	0.0100255462984	0.0170180284806
a	0.0775983793017	0.410625749223	0.45794600485	0.0272267263227	0.0108108424116	0.0157923031785
s	0.0428562984646	0.273765222141	0.62323765495	0.0359677612676	0.0125080001387	0.0116650594377
t	0.0302922364035	0.19366149638	0.686117062983	0.0667042218492	0.0125921327004	0.0106328520746
è	0.0297525954838	0.108905789633	0.743358188994	0.0997564658431	0.0116410822696	0.00658590351207
o	0.0205360956193	0.058525604571	0.618542957665	0.256273882481	0.0310924858652	0.0150289911846
n	0.0134701934712	0.0383152061903	0.430050128222	0.373391464227	0.112690237868	0.0320827527289
e	0.0125550746265	0.0267462817721	0.280979387674	0.469625670809	0.178601108096	0.031492444763
a	0.0126308182108	0.0147446201314	0.117122669978	0.597625297603	0.223106234592	0.0347703424021
n	0.0101464189005	0.00994800236353	0.0538892690393	0.533159363534	0.294169563364	0.0986873716591
k	0.0357281358968	0.0372584443015	0.0809770912331	0.395916405178	0.281098936221	0.169020978786
ò	0.046633481046	0.0459371775051	0.086930839719	0.414013846726	0.26949094414	0.136993713262
r	0.0223406389247	0.0211157433214	0.041806974501	0.518915920909	0.321530524447	0.0742901995673
a	0.0248519025002	0.0157833049395	0.0399625599137	0.453186250903	0.362268135682	0.103947846469
a	0.0331394774041	0.0172338912874	0.0434661026639	0.276327846368	0.454384717427	0.17544797369
t	0.0250744894176	0.0164130500632	0.0315921328446	0.147610917256	0.551183679476	0.228125752897
s	0.0213083355183	0.0209758369493	0.0325499961719	0.142203644352	0.464617816559	0.318344392299
ù	0.0172546339953	0.0222056421036	0.0379176713127	0.154560548184	0.400235095253	0.3678264263
n	0.0130720573217	0.0165636962179	0.0271654886942	0.113654085661	0.497979534484	0.331565158967
n	0.0214579903842	0.059163098372	0.0272248219479	0.0969350957537	0.476551493321	0.318667515122
i	0.0252662920174	0.0717104580624	0.0431716838686	0.100887263691	0.370441637	0.388522670041
t	0.034652300885	0.0434038083691	0.0515190318576	0.0768279287037	0.368649727247	0.424947207814
i	0.0508920272455	0.0438722805238	0.0556937441073	0.0630318381999	0.278796143796	0.507713974071
</S>	0.0528003236748	0.0415599094293	0.0593012244292	0.069786988398	0.158512879798	0.618038679036
