 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.852452485	0.1178849865	0.0154196480716	0.0020555610798	0.00417089381785	0.00250945327238	0.0006094810018	0.000902247636702	0.000405083734019	0.000395465168246	0.000223026585171	0.000807750850252	0.000331603686632	0.000448848393785	0.000837593909381	0.000545849276796
t	0.679380893	0.2613647075	0.0375990845039	0.00382308551727	0.00537293794915	0.00258754216616	0.000685520361315	0.00105951984752	0.000527603875738	0.000514294201023	0.000300195075435	0.00082160056719	0.00035387685229	0.000636107750263	0.00137089805394	0.0036021268215
t	0.553579704333	0.348479795167	0.0736807151013	0.00825802155109	0.00548422085205	0.00134385841145	0.000489693150771	0.000639355926875	0.000345391667455	0.000312667606594	0.000192025963095	0.00102123343578	0.000167844769903	0.000464873259376	0.00115469799943	0.00438590373817
ù	0.378556029911	0.516793040389	0.0861439516338	0.0087110958957	0.00445044232331	0.00086291650958	0.000352578149791	0.000266525860545	0.000165533602833	0.000122402418291	7.45307262713e-05	0.00112037697138	8.59310846504e-05	0.000212500493284	0.000539076631929	0.00154307978829
s	0.182763039037	0.62951767813	0.150671813478	0.0238179177559	0.00424917639066	0.00101316398539	0.000355329259452	0.00033698581367	0.000143851516782	0.000288070752527	7.07379831346e-05	0.000518958990256	0.000143501034859	0.000113193870754	0.000225225644749	0.00577137915607
t	0.168145237079	0.56731112071	0.210304699893	0.03193148075	0.00508785082329	0.0029106397548	0.00156448796295	0.000395539845615	0.000398714910056	0.000469185115252	0.000162801689526	0.00349884469973	0.000206152946712	0.000170253064833	0.00023663955931	0.00720636876544
o	0.132796143996	0.562300806237	0.266108934698	0.0215701618613	0.00355689339616	0.00314808036967	0.00180007221614	0.000203002262383	0.00046507871056	0.000302813833826	0.000158849703221	0.00461359687433	0.000138925660764	0.000153964763829	0.000200377002667	0.002482313178
s	0.0510089081307	0.441289364812	0.430882231566	0.0527494614871	0.0122719237281	0.00432680470993	0.00160162899582	0.000746023318974	0.000376591735948	0.00043437798064	0.000157892463505	0.00182402303593	0.000250826065529	0.000131028230557	0.000344945014059	0.00160398866977
p	0.0323441951722	0.294973043804	0.561013500522	0.076969579649	0.019546924472	0.00629823094162	0.00190865809585	0.000951022709289	0.000330863477689	0.000484199554873	0.00016193295397	0.00275007388855	0.000286441364083	0.000175674615091	0.000483090047581	0.00132258370957
ì	0.0254612303241	0.251539585735	0.562821446841	0.127158121703	0.020345334024	0.00597447927721	0.00151554490935	0.000524422884094	0.000208452827859	0.00020154447876	8.00389637487e-05	0.00304627189002	0.000128753077071	0.000131262253548	0.000261574128193	0.000601948753794
