 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.70659802	0.17539358782	0.0067963467611	0.023297726204	0.00322041237965	0.007475000134	0.00491041014962	0.0028102648987	0.00342821878128	0.00144713594221	0.00200670243994	0.00269951353103	0.0107938035145	0.0103488651081	0.0234582924514	0.015315692412
k	0.494457073133	0.320936489073	0.0133541469	0.0665140765347	0.00489085492415	0.00968544089433	0.00649164575026	0.00308448740898	0.00924783417215	0.00155247995836	0.00210145381479	0.00391291020596	0.0108613948978	0.0103855853271	0.0243078392642	0.0182162762121
è	0.328971335311	0.505056513691	0.025279093	0.0729904420716	0.00467984799498	0.00790858221898	0.00501441697081	0.00209597425464	0.00916687705381	0.000682826919237	0.00270295584865	0.00268809996448	0.003851777491	0.00873224519978	0.00951451917489	0.0106645010299
c	0.21518046017	0.60573665683	0.0402716289	0.0732809097172	0.00534571120859	0.0106503498359	0.00525795602526	0.00308232385652	0.00479752537019	0.00105026898031	0.00311249283976	0.00123500533395	0.00157000150842	0.00809336925429	0.00366647973653	0.017668882161
c	0.174319133323	0.53334709101	0.0825681421933	0.145028098239	0.00933492896913	0.0121212071053	0.00516366725975	0.00426460862725	0.00470587683505	0.00223837630678	0.00169745204277	0.000749251575527	0.000914956797253	0.00371006598677	0.00136904275208	0.0184681046273
i	0.179318889888	0.42757742747	0.170413220531	0.17283769924	0.0143183111324	0.0125983967638	0.00345999606698	0.00317298557834	0.00318507386261	0.00196758485372	0.000956383837323	0.000404501143484	0.00062509959719	0.00230308322477	0.000565733261501	0.00629559899076
a	0.128422652927	0.33384031449	0.32001094831	0.140325333573	0.0169225970508	0.0138356255366	0.00482169717166	0.00304094105658	0.0015689769667	0.00189484364076	0.0109136261165	0.00068814576771	0.00379828967828	0.0112093660413	0.00096889524395	0.0077377370111
a	0.052117539671	0.19999132113	0.414326634103	0.173804550191	0.0473131808703	0.0201027975055	0.00733821385855	0.00439015638833	0.001176803641	0.00228279295976	0.0208599088588	0.0012888626155	0.00687221127315	0.0241825585257	0.00202829486137	0.0219241773384
r	0.021860066419	0.09871870081	0.385277013634	0.317858052664	0.0611453089834	0.0300520886018	0.0115262695528	0.00357686107964	0.00192595204433	0.00154545940126	0.0138823492197	0.00241676664375	0.00442411977833	0.0184429023422	0.00331982430118	0.0240282616956
è	0.0099895966612	0.0523782774967	0.336842555478	0.475868101068	0.0426633079745	0.0340254108673	0.0115699990976	0.00213144702932	0.00220341747658	0.000855200541514	0.00569152242704	0.00239143110862	0.00161471102141	0.00727213706795	0.00306168468605	0.0114412018295
t	0.00541834726727	0.0288458687056	0.324108144026	0.523205050469	0.0392204426315	0.0485594831091	0.0093721087552	0.00157966936255	0.00395379169354	0.000625414929566	0.00286650939693	0.00114133203775	0.00065327108893	0.00335055265068	0.00136240469695	0.00573761797935
i	0.00761855804576	0.0200721772952	0.306155011142	0.41915632249	0.10751206403	0.097794038523	0.0236372208611	0.00272452442418	0.00537093821739	0.00183733099382	0.00125659181808	0.000719496903793	0.000523543801257	0.00133451326861	0.000614524329028	0.00367313963032
e	0.00903197076925	0.0134317725451	0.213341244047	0.258588203583	0.21613973761	0.173968769241	0.0587661647204	0.0213261104014	0.00406474301953	0.00480384543394	0.00751731109886	0.00143711594857	0.00186895653259	0.00754097720257	0.00166733329086	0.0065057360372
s	0.00569735252988	0.0123241794817	0.123300616409	0.195032017881	0.19111378229	0.259709823747	0.113738730973	0.0342401657871	0.0198901685809	0.00754792446598	0.0103661828335	0.00319784138862	0.00217514671836	0.00977665749391	0.0037865369526	0.00810286221963
ò	0.00633577698076	0.0142715677126	0.0825593880943	0.202353651	0.13522657145	0.339673225249	0.137079890258	0.0258193176424	0.026242621641	0.00681447060443	0.0058048443657	0.00359684827545	0.00117165101866	0.00436610044213	0.00375368998316	0.00493038019363
z	0.00567854818579	0.0108783398935	0.0787363294874	0.197552556173	0.146759652283	0.34719537875	0.145189480686	0.0231934707941	0.0199586443143	0.00622049076724	0.00445754861303	0.00340955713043	0.000865954421899	0.00237880182289	0.00220928930393	0.00531596332474
u	0.0038744188148	0.00731371221517	0.0625382356038	0.139528888951	0.175611869028	0.319596377717	0.199532287562	0.045939869398	0.0211911879581	0.00974235473041	0.00339717517394	0.00321379004161	0.00139799399437	0.00108035215119	0.00127316352643	0.00476833009557
n	0.00323552689435	0.00599294385086	0.0259009969246	0.0657968665703	0.160903007789	0.308965149506	0.280653917854	0.066403818866	0.0506296260394	0.0145750333635	0.00391384496465	0.00411000960454	0.00172284139439	0.000721645338357	0.0015006003679	0.004974168693
f	0.010052507041	0.010515513122	0.0247902376802	0.0515387303501	0.0924931255097	0.286883533635	0.295104441285	0.0801263519553	0.0819978283425	0.0374143035212	0.00785223367755	0.00625709447618	0.00365336429393	0.00228646502085	0.00285757017683	0.00617669243653
à	0.0127880657271	0.0120207703899	0.0219707192254	0.0426209624367	0.0718311857966	0.255956097812	0.326743921095	0.117148595452	0.0618866987968	0.0473169146137	0.00964605976852	0.00537604315099	0.00505943443878	0.00296147455244	0.00273533660073	0.00393772103904
i	0.00610648966237	0.00657713382843	0.0084124491938	0.0200281856922	0.0602533103589	0.197548916137	0.346361759032	0.196613989417	0.0885802432856	0.0469651695112	0.00924933523617	0.00441081482926	0.00391387301639	0.00168177635037	0.00137711450876	0.00191944908988
o	0.00370505278279	0.00493983431721	0.00338983909767	0.00871904023873	0.030409739893	0.116424532479	0.277088270344	0.297686871406	0.135708429249	0.0686689072371	0.0290053820987	0.00704132985109	0.00431570648033	0.00587480613512	0.00264538544108	0.00437689295169
g	0.00276797024486	0.00472001111687	0.00230054177056	0.00471436438024	0.014140184471	0.0750801359463	0.219697269181	0.324728508535	0.188517695063	0.086855840879	0.0424335468729	0.0112626717384	0.00455764113364	0.00806535423664	0.00421784421749	0.00594043664118
e	0.00246301270289	0.00709471098896	0.00203517974945	0.00380024959341	0.00702339552367	0.0559039934354	0.17626507106	0.347289725845	0.235963052381	0.10206027456	0.0313238339576	0.0119854449661	0.00451167540355	0.00416268274508	0.00336569844225	0.00475201470883
l	0.00181681995556	0.00651797073579	0.00154781484188	0.0033182576718	0.00439833214789	0.0361243831011	0.148530747953	0.361618474082	0.222540226354	0.129203991387	0.0422314294525	0.015811625642	0.00623417059685	0.00325452971196	0.0029726470568	0.0138785778282
à	0.00215041089979	0.0033502085268	0.00117348412209	0.00228384352427	0.00336613703863	0.0261266680297	0.108964619184	0.320377127161	0.226823196525	0.174523375796	0.0740343115508	0.0261832874473	0.00723696123628	0.00437206492332	0.00317800012375	0.0158562865535
o	0.00252343582926	0.00245224942916	0.000627414971183	0.00140105474629	0.00281120392488	0.0122007975766	0.063143998848	0.293473873827	0.213378794915	0.236161728599	0.111900894117	0.0352172897491	0.0102465770228	0.00491875705711	0.00260196160274	0.00693996350365
p	0.00148075506055	0.00174996758141	0.000633479393881	0.0010340073037	0.00254495644163	0.00932278573753	0.0360947086493	0.225871397556	0.188817771945	0.298154237533	0.151107158572	0.0487333542497	0.0171413650343	0.0056918562157	0.00572182535758	0.00590038972155
