 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.808042956	0.13312974362	0.0091936200986	0.00949634287916	0.00682283260006	0.000739066823006	0.00399436440618	0.00345311176011	0.00246551663276	0.00150418992992	0.000233852321813	0.000526521060303	0.00105015135577	0.000805075460194	0.00204639676572	0.00134197677147	0.00241934897682	0.0091185164091	0.00361643651736
d	0.610419048667	0.30360475974	0.0223986795795	0.0138047323924	0.00850477627729	0.0011293286553	0.00417073268123	0.00379779727037	0.00321978019169	0.00250562243787	0.000309766176569	0.00111758656934	0.00109768938236	0.00116621478742	0.00220731672575	0.00175468850384	0.0028013787152	0.0111064653425	0.00488364073748
i	0.379828460889	0.516011801247	0.0517818595932	0.0137129823589	0.00698052213954	0.00192552745779	0.00233255253188	0.00199656015189	0.00206699659801	0.00198898415366	0.000527093808816	0.00101854193407	0.000710606007433	0.000800918943635	0.00379332708169	0.00124155764523	0.00201584944273	0.00613509789041	0.00513076707674
k	0.227899231496	0.591129781749	0.0932469843311	0.0347006169318	0.0138637598803	0.00565462814928	0.00193865475717	0.00187064827096	0.00283346608357	0.00314099641075	0.00104653825948	0.00280668265667	0.000725267722424	0.00128054394981	0.00428735209852	0.00123514824498	0.00170312018672	0.00446671532234	0.00616989354733
ì	0.147320015859	0.552832827916	0.187126029444	0.0610977678839	0.0187670101974	0.00613397227909	0.00118522658092	0.00156931034473	0.0029120503673	0.00342090249142	0.00089873925651	0.00336730775931	0.000445211961128	0.00139987863342	0.00164691159718	0.0010061787594	0.000944747813151	0.0035214237336	0.00440451417547
m	0.0804199226463	0.496856343972	0.304534547148	0.0741056694013	0.0184274767405	0.00824019276236	0.00271429129944	0.00230326761892	0.00157353382352	0.00163294857864	0.000692192488213	0.00142856472483	0.000272967037467	0.000574729091137	0.000788627729393	0.000389146304158	0.000402745616594	0.00128035000167	0.00336249802738
m	0.0791839049021	0.387029924657	0.383671959049	0.0806635772004	0.0252020646442	0.0234128353995	0.00508714916235	0.00387952951667	0.00195355349942	0.00136719582725	0.00129587514014	0.00118075705461	0.000534896041609	0.000638153183648	0.000606130755013	0.000330887036949	0.000364209029407	0.00061564315894	0.00298176689645
u	0.069874478828	0.246053032972	0.45790161435	0.1577834362	0.0289557482614	0.0239616452545	0.00396064974985	0.00324255532606	0.00173521168058	0.00101084824783	0.00114855773767	0.000833564667182	0.000527136508032	0.000564185347109	0.000438973301047	0.000283949925085	0.000312200842067	0.000341229788668	0.00107098642427
e	0.03117542447	0.119848245844	0.493739384917	0.272616887733	0.0584135450205	0.0123234354275	0.00266424883035	0.00223644728962	0.00127224941677	0.000998143072526	0.000574832695219	0.000405779303813	0.000314786175237	0.00025631830497	0.000837161970518	0.000225241290505	0.000404898352414	0.000511230361974	0.0011817407948
m	0.0147599196167	0.060991806848	0.458076948439	0.344779645511	0.0864520565402	0.0200578252625	0.00396453441478	0.00283132311441	0.00147545925879	0.00107918356831	0.000729347047646	0.000455868162844	0.000359615780066	0.00028837390275	0.000953635081793	0.000208144432855	0.000442154768001	0.000629157617308	0.00146501268495
à	0.0087522599521	0.0434647722493	0.386793364546	0.42978194317	0.0884125891134	0.0280789140208	0.00524078382226	0.00351886903727	0.00144231144658	0.00080001243289	0.000804593069295	0.000428644766821	0.000377152546281	0.000295304859299	0.00039676494734	0.000103638172412	0.000191034912791	0.000293399077577	0.000823658431288
n	0.00740391493923	0.0279947833364	0.303242680182	0.467465761723	0.126416580504	0.0443924596069	0.0102663229894	0.00481570555556	0.00150746100917	0.000767833811083	0.00118108153985	0.000366055440346	0.000564581533166	0.000227825813182	0.000237055761389	6.57281340913e-05	0.000111925370881	0.000291136792067	0.00268110660583
a	0.00768585969641	0.0176617622995	0.185834931461	0.488204465241	0.204176174701	0.0657399178023	0.0153840900765	0.00641022324252	0.00178387695106	0.000957358414361	0.00118509008728	0.000412622671615	0.000536449746582	0.000170983006994	0.00015432853623	4.81408034604e-05	7.22026684137e-05	0.000307287818682	0.00327424527932
m	0.00760652096214	0.0116416140672	0.091055890487	0.474127739414	0.2651343309	0.109079861734	0.0215028821722	0.00980954697417	0.00316801156969	0.00143326597812	0.00156931620643	0.000561845098705	0.000548135164994	0.000338720627665	0.000149905869177	5.70699150901e-05	7.01345742179e-05	0.000174655657487	0.00197057266585
u	0.00808740496738	0.0086055702784	0.0486715683957	0.357933088805	0.350294641633	0.174913369578	0.0281375617507	0.0121796214847	0.00374467807323	0.00158441890397	0.00177615609891	0.000574686393615	0.000718032430245	0.000405378971333	0.00018933347473	0.00010587063489	0.000108211838132	0.000141776302138	0.00182863342451
o	0.00721449376046	0.00385493369547	0.0189659628092	0.212399696402	0.474381365878	0.198768621393	0.0505142531169	0.0167680701082	0.00698368846774	0.00432130362592	0.001232006652	0.000598919195718	0.000759659834462	0.000351797341222	0.000479332968391	0.000169367541961	0.00018372589758	0.000863428271835	0.00118936081203
c	0.00552680352282	0.00531209763716	0.0106515911071	0.135034654001	0.472381901293	0.232126247798	0.0790351571056	0.0295898671627	0.0118484528026	0.00639406775531	0.00301602423693	0.000984562582373	0.000969126806154	0.000788934767074	0.000630632612874	0.000198361151991	0.000243541889004	0.00143779940909	0.00383015509362
i	0.0122391475353	0.00578107930439	0.0081707465537	0.100348851054	0.426440366431	0.276925429199	0.101878438369	0.0383809126209	0.0118556419342	0.0052674104651	0.00349872430364	0.000963927522591	0.000924099177258	0.000801223781342	0.000468614227804	0.00016687046196	0.000229787059719	0.000929547814818	0.00472916590411
ù	0.0132798637868	0.00288813270793	0.0041805874599	0.0470903694247	0.366183911077	0.289868586666	0.142588897723	0.077544213507	0.0239690204314	0.0122756642017	0.00665672648455	0.00231544205373	0.00268620413436	0.00143250769923	0.00179309523038	0.00085278386227	0.000804876962911	0.00105745336737	0.00253165352272
r	0.00568431661269	0.00201355379638	0.00290308251503	0.0357810144949	0.274885974626	0.299341836222	0.189379711241	0.108235307569	0.0386511033638	0.0167430360739	0.00977891730352	0.00336346641631	0.0035010023771	0.00198402961981	0.00231614944804	0.00112189110422	0.00101889503071	0.00121823542624	0.00207844425284
i	0.00319219810398	0.00187578656426	0.00251926982074	0.0314654715103	0.181757662009	0.251033900407	0.25608706508	0.193129621256	0.0455801705879	0.0148604952913	0.00771903191651	0.00271907977157	0.00198442630241	0.00150273086554	0.00112126097113	0.000644247648947	0.00048322811466	0.000730278430013	0.00159403821581
