 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.940882485	0.050308366102	0.00245111953576	0.00206524606459	0.00171583367119	0.00108785152819	0.000525269049763	0.000349673613592	0.000273750612666	7.52181127054e-05	0.000265194549968
r	0.787734549	0.0972547537007	0.0901680433404	0.00601159258667	0.00296648031195	0.00173508648375	0.00143715907639	0.000506641155223	0.000561647598806	0.000121780907145	0.0115022756358
t	0.544065449333	0.220997807634	0.15265404038	0.0168142649468	0.00772340404025	0.00455706121801	0.00520780470932	0.00275761644601	0.0270773910887	0.00276893224612	0.0153762400031
e	0.311767947578	0.457997621878	0.139462529013	0.0213787891519	0.00837288970508	0.00493397308497	0.00704075351994	0.00349679766213	0.0365387899907	0.00363237399895	0.00537754912971
n	0.177909897193	0.613618508626	0.161529639758	0.0152250799813	0.00479122244289	0.00231369144723	0.00473198610119	0.0014661225559	0.0137621304961	0.00139190550387	0.00325982103032
a	0.112226498235	0.668875093542	0.179512697386	0.0200463483404	0.0039725875927	0.00146381597964	0.00419077497793	0.000748770502946	0.00579241077876	0.000606509148474	0.00256449539843
i	0.0421125897957	0.717015981181	0.189829312195	0.0331750158001	0.00468978882937	0.00146546736747	0.0045002515261	0.000912713335019	0.00423333142167	0.000611916249112	0.00145364666893
v	0.0194316156626	0.620434213394	0.304544100598	0.0379134536867	0.00655337602679	0.00175219317809	0.0033874188245	0.000936418850156	0.00323466571463	0.000640483794357	0.00117206029447
ò	0.0111792451582	0.408157141465	0.490352053866	0.0702235858289	0.0117238355489	0.00203820544126	0.00308591454263	0.000633722855203	0.00156238446752	0.000451739935818	0.000592151785669
s	0.00596042830207	0.242569049648	0.616088534622	0.106605796076	0.015168526203	0.00297125061898	0.00382561666068	0.000711792768085	0.00195905566356	0.000629083767518	0.00351086055897
t	0.00513301481602	0.131239107276	0.686399403541	0.117169885625	0.0279443859477	0.00921963402939	0.00521573244309	0.0030403733266	0.00407564406863	0.00486206853642	0.00570074277397
e	0.00484480781594	0.0569028930053	0.563753022514	0.288130649342	0.0489950703626	0.0122017176295	0.0064521934859	0.00399772560657	0.00542282369	0.00605772616081	0.0032413535196
s	0.00479583427876	0.0306232137458	0.442272956171	0.426762801781	0.0627596122009	0.0118652820765	0.00815456436797	0.00300855803056	0.00413703692929	0.00236643507514	0.00325370469006
t	0.00576401834288	0.0170975449579	0.40673010379	0.414146975927	0.1024397458	0.0243982395188	0.014180453204	0.00505242515982	0.00483731014298	0.00183975770808	0.00351343640554
u	0.00376147417167	0.00778171504863	0.24151428423	0.538875285976	0.14900149564	0.0308680206463	0.0141780349313	0.00539909426835	0.00558751178997	0.00147964737194	0.00155343989669
d	0.00235571668216	0.00563531348021	0.126324550977	0.627683755325	0.178094130387	0.0332297207288	0.0152854822478	0.00497297173586	0.00372106591389	0.000820102036031	0.00187719033009
