 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.8923885824	0.10271858686	0.0006234371135	0.0009605822625	0.000345255161342	0.000615530821473	0.000269486022664	0.000308596400838	0.000317831150313	0.000120555055699	0.000138555395723	0.000108668805017	0.000139815289461	0.000185025607899	0.000759502763387
à	0.791029009067	0.196782770553	0.00388321505523	0.0019062436071	0.00115048363936	0.00163214340732	0.000728030817051	0.000649112800773	0.000350615998677	0.000224823635506	0.000176391304806	0.000119759348582	0.000159086958332	0.000213132793817	0.000995180432834
t	0.718331051022	0.251006472851	0.00966434591534	0.0105877708017	0.00177326582267	0.00282854342021	0.000801165320883	0.000611865114108	0.000236886469224	0.000221234384972	0.000126072732638	0.000131757078533	0.00017407774046	0.000778200812566	0.0027272965805
t	0.624162863007	0.276257855084	0.0280327050811	0.0265665033039	0.00790160288301	0.0064929304811	0.00714166349682	0.00137262828606	0.00100352394177	0.00116395409711	0.000771973232025	0.00119651996391	0.00205923332388	0.0123151275033	0.00356092982897
e	0.409807556802	0.457366522161	0.049083967489	0.0286164910586	0.0111306065249	0.0073571416021	0.00933077074243	0.00161852135	0.00122019249685	0.00148664475925	0.000999764454869	0.00155834876944	0.00269377884487	0.0159371413576	0.00179257478689
o	0.185606367107	0.699801384054	0.0744125212297	0.0171389182735	0.00567805803393	0.00355045622817	0.00334078734053	0.000602526926264	0.000482599648665	0.000563026891472	0.000395058767054	0.000658609224851	0.00105605828988	0.00580552931811	0.000908134980065
G	0.0787933897557	0.809540508685	0.0771620833099	0.0230076966098	0.00259260320676	0.00287009252979	0.00127138254488	0.000280947924664	0.00024706708382	0.000228935121461	0.000196221177139	0.000372272769849	0.000573688844822	0.00225070745839	0.000612423611138
i	0.0728209426586	0.819628616895	0.07010611939	0.0294004563966	0.00170913265359	0.00282888279066	0.000594830462384	0.000170321740716	0.000392143917231	0.000109297713181	0.00011012460974	0.000224750757534	0.000350782709067	0.00102583550552	0.000527752067071
o	0.0637003668729	0.754147429265	0.13845783753	0.0354122038082	0.00197652415253	0.00326873378735	0.000474773583019	0.000162868504753	0.000494191500969	7.6946574848e-05	7.38115529218e-05	0.000226923544201	0.00028750237443	0.000444278171819	0.000795596153383
v	0.0321420793546	0.653162586055	0.20100103951	0.0972509130654	0.00495060592551	0.00775693070885	0.000921648883673	0.000412822435471	0.000551149461124	0.000124545297043	0.000136256341716	0.000246630343245	0.000282696194644	0.00026655947533	0.000793520971174
à	0.0234996589578	0.528976119285	0.274050333503	0.150279160468	0.0107081878285	0.00876148677362	0.00104890005405	0.000463756627957	0.000555906843283	0.000194502157148	0.000155222517704	0.000205624499113	0.000205271067627	0.000295706530472	0.000600161467589
n	0.0171828319499	0.407999604495	0.339708821701	0.197049327736	0.0200477707188	0.0111726424692	0.000670320224177	0.000331731556452	0.000619163682836	0.000205035867583	0.000167211352627	0.000299718724282	0.000195618670302	0.00116840584097	0.00318181652609
n	0.0238873519944	0.309432479892	0.311010521454	0.293874226712	0.0301208796581	0.0182896369897	0.00298461686474	0.000671544035884	0.00112158713898	0.000437962837951	0.000402060614536	0.000623533735447	0.000644701258218	0.00206273537629	0.00443619183694
i	0.0224495500779	0.188759952491	0.346565792838	0.364375292371	0.0458083735952	0.0186052628499	0.00428009929719	0.000992665031161	0.00104213909599	0.00051772774414	0.000459360002005	0.000712733788389	0.000849883324933	0.00246304580087	0.00211812611589
è	0.00984261632997	0.085584030277	0.339342243613	0.438930566257	0.0820029821984	0.0304448806833	0.00315912230906	0.00162866905239	0.00115505004635	0.000792828458147	0.000595514960802	0.00147726684721	0.000927398792408	0.0029699355197	0.00114689472025
s	0.00507363618738	0.0521119239883	0.216411929738	0.522035932752	0.112429288399	0.0759763309611	0.00308172407769	0.0020105988928	0.00141166606194	0.000945477719316	0.000765608374207	0.0017856610751	0.000976783098103	0.00339399393762	0.00158944932486
t	0.00421390264931	0.0368780662568	0.131622353183	0.552738698384	0.134669715322	0.100802437787	0.0144669254304	0.00425916943227	0.00586144474151	0.00267013076069	0.00121617616824	0.00194507745039	0.00139339234727	0.00474924443849	0.00251326320609
a	0.00416280903724	0.0201786437389	0.075706818465	0.484089145395	0.25342640643	0.106426029262	0.0262943015013	0.00710860182742	0.00763359871317	0.00329688691944	0.00132555130055	0.0019632369419	0.0015907399179	0.00467931291075	0.00211792177656
s	0.00301576271133	0.0123587175638	0.0438822828217	0.412946180598	0.294720009943	0.165424377287	0.0321025713538	0.00928634593581	0.0102687613777	0.00233152124815	0.00155119320598	0.00165422136133	0.00155542819013	0.00468238061533	0.00422024869698
e	0.00202487439403	0.00919480475523	0.0279653175366	0.324889063199	0.333501907781	0.213254270429	0.0475966144713	0.0133335367853	0.0117661568426	0.00212143026872	0.00170427471726	0.00164540225054	0.00160238360296	0.00426978845606	0.00513017763386
è	0.00178730557134	0.00423085512878	0.0137740374135	0.204580196066	0.363968489927	0.296456557476	0.0667299837238	0.0218806709884	0.0109291696962	0.00256053612091	0.00202908018515	0.00281583062365	0.00187328490133	0.00375818831807	0.00262581142064
s	0.00158192560036	0.00289661843066	0.00780874092983	0.172084440355	0.252990885176	0.436187052492	0.0695024966413	0.0251625482028	0.0121344017674	0.00299434253297	0.00305428996005	0.00355062736783	0.00208635756554	0.00586262349073	0.00210264635488
t	0.00231271136533	0.00230822936875	0.00466351154794	0.133047943892	0.199602653368	0.462181251364	0.114942835187	0.0337329708209	0.0217024828225	0.00591851107599	0.00391891927162	0.00369725768469	0.00225845389513	0.00605339746174	0.00365887909439
a	0.00245274652374	0.00180225638418	0.00246421244331	0.0677556143307	0.169954301765	0.393230719655	0.229851868902	0.0715885462736	0.0314525106208	0.008561029259	0.00468384792747	0.00394423540896	0.0031096620829	0.00513540334601	0.00401306206514
s	0.00144613474466	0.00164577936851	0.00240737743777	0.0344780286169	0.136331224922	0.349292286552	0.276078851634	0.103939890825	0.0594814305469	0.009398780473	0.00714149190249	0.00358649773099	0.00342680265657	0.0060579996688	0.00528743371704
e	0.00123130116963	0.00149153998268	0.00313381148526	0.0220238758056	0.102682776554	0.292892018184	0.298785241878	0.155167726608	0.0792137153223	0.0126219241377	0.0088414657275	0.004684665287	0.00447562135632	0.00614689233725	0.0066074239973
s	0.00096869217257	0.00105833212144	0.00294533626775	0.0124850266799	0.0764985906047	0.242698018061	0.301276987293	0.215352589936	0.0964469224408	0.0165489687392	0.0101804278558	0.00573182074367	0.00482675672884	0.00716722760934	0.0058142995065
t	0.00179576903062	0.000801739878576	0.00209928387692	0.00836873333463	0.0590514891866	0.22823685122	0.267394387764	0.239483707045	0.126026122614	0.0219312162064	0.0180272878186	0.00661230440189	0.00482516046395	0.00802872847678	0.00731721823124
o	0.00221279797448	0.000624982805361	0.00194158881837	0.00666147344754	0.0398389605139	0.18433043094	0.284062142188	0.277078408348	0.123527399738	0.0295192910688	0.0214289341595	0.00820682954996	0.00633216730078	0.00711320090986	0.00712139161261
s	0.00122386544055	0.000606952832967	0.00178128895203	0.00526371121251	0.0264732565113	0.138806768113	0.263898628729	0.311159273449	0.155185739579	0.0381102493563	0.0226225706332	0.0101516793833	0.00693140442733	0.00936344948455	0.00842115658711
p	0.00333736486388	0.000727592143984	0.00146275894821	0.00554966089704	0.0207169666204	0.147571534438	0.21906277531	0.313333299816	0.173367870393	0.0442051408388	0.0323192981444	0.0104511108698	0.00738098046844	0.0105861490405	0.00992749155988
ì	0.00414844355221	0.000794578911341	0.00118899980343	0.00546892472655	0.0139253194767	0.129605488346	0.21289071857	0.312617515939	0.170286206998	0.0704208828663	0.0379263941815	0.0143651098253	0.0104944541381	0.0075530814215	0.00831388052011
t	0.00191423554354	0.000708370442087	0.000924656219183	0.00339985710152	0.0103523935342	0.108560575982	0.20792051299	0.27856968598	0.204771423733	0.0906705821554	0.0493069037938	0.0150817850418	0.00945075791737	0.0070820888565	0.011286169234
i	0.00141674666291	0.000802616495296	0.00111247661897	0.00268079440037	0.00834757597673	0.0895970626407	0.155353942597	0.242959642993	0.226777891578	0.142304468252	0.0677722887979	0.0200241316606	0.0204238304551	0.00711753478617	0.013308996656
o	0.00146215820097	0.00106334424997	0.00141158402286	0.00208336888199	0.00458632337758	0.0354837177822	0.083684138799	0.228797350598	0.209861085126	0.211339976084	0.0876265425326	0.0810213213535	0.0325326927917	0.00900734184139	0.0100390582594
è	0.00136316681366	0.00116563260026	0.00148385260435	0.001936903956	0.00288937486953	0.0174783415427	0.0425459628197	0.196466594133	0.182512924042	0.233853134028	0.132435439444	0.131627847785	0.0285539441972	0.0175745006234	0.0081123858814
s	0.000972659983687	0.00090835268622	0.00107821946875	0.001431862895	0.00199961425084	0.0135656314342	0.0360792364066	0.188020934644	0.159631798414	0.228683631009	0.185691212815	0.115680575462	0.0248610530457	0.0333483128174	0.00804691929373
s	0.00163054978217	0.00402906115027	0.00151690671975	0.00308778190456	0.00379408709165	0.0200128301701	0.0442138489889	0.180972550648	0.167741040205	0.171679141403	0.214224937005	0.106493556794	0.0228116497152	0.0366246469591	0.0211674293937
u	0.00248636357987	0.00514345257016	0.00171980589732	0.00405623672568	0.00415264480165	0.0182243049334	0.0336688511576	0.133033909656	0.172470511002	0.163784363868	0.201425159935	0.144898070638	0.0561762447451	0.0247457173997	0.0340143731752
a	0.00202500787196	0.00236319454312	0.00141564729344	0.00244684634829	0.00237028567262	0.007507482909	0.0148753052685	0.0793479950167	0.124757597854	0.193824766423	0.190263836178	0.241573473479	0.0803007185817	0.0280196646132	0.0289081865424
n	0.00217255658487	0.00153593220467	0.00174194504619	0.00183486002028	0.00346808820977	0.00440780153487	0.0102796820868	0.0566963512102	0.093901542538	0.177917322608	0.238319069726	0.265178519093	0.0625693510272	0.0549012959377	0.0250756914475
k	0.00345632735178	0.00134155047668	0.00185443298057	0.00248077287399	0.00551233006801	0.00740768225189	0.0124624393176	0.0731954386567	0.0872248767393	0.140895729536	0.264119541909	0.203279444498	0.0628657823091	0.0907510614459	0.0431526076158
ò	0.00307174908387	0.00119922543152	0.00147660324045	0.00247193625332	0.00440769751585	0.0074166679179	0.0106259084315	0.0755023105082	0.0817298241464	0.134391250245	0.232553340436	0.217495252766	0.0791863105697	0.101293030635	0.0471789126253
r	0.00156394036853	0.000983440901307	0.00103281995348	0.00112914351011	0.00193926144228	0.0031030406723	0.00840049730677	0.0533513846387	0.117969202149	0.140781671148	0.198788253812	0.226475870455	0.0706744337899	0.136477845612	0.0373291979518
a	0.00188419090075	0.0013979184841	0.00117046775583	0.00181973309357	0.00142465584383	0.0022818489301	0.00764771965226	0.0369868101329	0.11534522546	0.124644859383	0.190192162937	0.186952938818	0.109788774597	0.155056611484	0.0634060845339
